npc_id,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
6024,Athena,2069.png,YDN_UR,7,7,0,1,235,126801001|126802001,29233,1200000000,27000000,37000000,1110442,2193184,2000000,2000000,420000,240,1530123,1463470,0,0,0,0,0,0,0,0,0,0,2150
6025,Gemini,2065.png,YWJ_UR,7,7,0,2,240,116401001|116402001,29233,1800000000,35000000,45000000,1235741,2100000,3331069,3331069,420000,240,2019762,1931780,0,0,0,0,0,0,0,0,0,0,2400
6026,Chang'e,2067.png,CE_UR,7,6,0,3,245,116601001|116602001,29233,2400000000,45000000,50000000,1361040,3000000,3400000,3400000,430000,240,3000000,3000000,0,0,0,0,0,0,0,0,0,0,2400
6027,Zeus,2075.png,ZS_UR,7,7,0,3,250,127501001|127502001,29233,2800000000,50000000,55000000,1486339,4000000,3500000,3500000,440000,240,4000000,4000000,0,0,0,0,0,0,0,0,0,0,2450
6028,Loki,2076.png,LJ_UR,7,7,0,2,255,127601001|127602001|,29233,3200000000,55000000,60000000,1611638,4700000,3600000,3600000,450000,245,5000000,5000000,0,0,0,0,0,0,0,0,0,0,2450
6029,Thor,2077.png,SE_UR,7,7,0,3,260,127701001|127702001,29233,3600000000,60000000,65000000,1736937,5400000,3700000,3700000,460000,245,6000000,6000000,0,0,0,0,0,0,0,0,0,0,2485
6030,Apollo,2078.png,ABL_UR,7,7,0,2,265,127801001|127802001,29233,4000000000,65000000,70000000,1862236,6100000,3800000,3800000,470000,245,7000000,7000000,0,0,0,0,0,0,0,0,0,0,2490
6031,Ra,2037.png,R_UR,7,7,0,3,270,123601001|123602001,29233,4400000000,70000000,75000000,1987535,6800000,3900000,3900000,480000,245,8000000,8000000,0,0,0,0,0,0,0,0,0,0,2495
6032,Supreme Queen-Hera,2039_UR_PLUS.png,HL_UR_PLUS,7,9,0,3,275,153801001|123801001|123802001,29233,5500000000,75000000,80000000,2112834,7500000,4000000,4000000,490000,245,9000000,9000000,0,0,0,0,0,0,0,0,0,0,2500
6033,Bird of the Golden Cage - Heimdall,2051_UR_PLUS.png,HMDE_UR_PLUS,7,9,0,1,280,155001001|125001001|125002001,29233,6600000000,80000000,85000000,2238133,8200000,4100000,4100000,500000,245,10000000,10000000,0,0,0,0,0,0,0,0,0,0,2505
6034,Flawless Wings - Icarus,2049_UR_PLUS.png,YKLS_UR_PLUS,7,9,0,1,285,124801001|124802001,29233,7700000000,85000000,90000000,2363432,8900000,4200000,4200000,510000,245,11000000,11000000,0,0,0,0,0,0,0,0,0,0,2510
6035,Sipping Under Moon - Himiko,2053_UR_PLUS.png,BMH_UR_PLUS,7,9,0,1,290,125201001|125202001,29233,8800000000,90000000,95000000,2488731,9600000,4300000,4300000,520000,245,12000000,12000000,0,0,0,0,0,0,0,0,0,0,2515
6036,Charming Party - Ember Dragon,2056_UR_PLUS.png,LH_UR_PLUS,7,9,0,1,295,125501001|125502001|155501001|155502001,29233,10000000000,100000000,110000000,2614030,10300000,5000000,5000000,550000,245,13000000,13000000,0,300,0,0,0,0,0,0,0,0,2520
6037,Starry Fantasy - Freyja,2060_UR_PLUS.png,FLY_UR_PLUS,7,9,0,2,300,125901001|125902001|155901001|155902001,29233,13000000000,130000000,140000000,2739329,11000000,5500000,5500000,600000,245,14000000,14000000,0,300,0,0,0,0,0,0,0,0,2525
6038,Eternal Fiend - Asura,2068_UR_PLUS.png,AXL_UR_PLUS,7,9,0,1,305,126701001|126702001|156701001|156702001,29233,20000000000,180000000,200000000,3500000,15000000,6000000,6000000,6000000,245,20000000,20000000,0,300,0,0,0,0,0,0,0,0,2530
6039,Blush Fantasy - Frigga,2082_UR_PLUS.png,FLJ_UR_PLUS,7,9,0,3,310,128201001|128202001|158201001|158202001,29233,30000000000,280000000,300000000,5000000,20000000,7000000,7000000,7000000,245,25000000,25000000,0,300,0,0,0,0,0,0,0,0,2535
6040,Bubble Love-Loki,2076_UR_PLUS.png,LJ_UR_PLUS,7,9,0,1,315,127601001|127602001|157601001|157602001,29233,45000000000,300000000,380000000,6000000,25000000,8000000,8000000,8000000,245,30000000,30000000,0,300,0,0,0,0,0,0,0,0,2540
6041,Winterland Lord - Thor,2077_UR_PLUS.png,SE_UR_PLUS,7,9,0,1,320,127701001|127702001|157701001|157702001,29233,60000000000,420000000,480000000,7000000,30000000,9000000,9000000,9000000,245,35000000,35000000,0,300,0,0,0,0,0,0,0,0,2545
6042,Mirror Fragrance - Prometheus,2087_UR_PLUS.png,PLMXS_UR_PLUS,7,9,0,2,325,128701001|128702001|158701001|158702001,29233,90000000000,500000000,600000000,9000000,45000000,14000000,11000000,11000000,245,40000000,40000000,0,300,0,0,0,0,0,0,0,0,2550
6043,Graceful Wind - Storm Dragon,2057_UR_PLUS.png,LL_UR_PLUS,7,9,0,2,330,128301001|128302001|155601001|155602001,29233,130000000000,600000000,700000000,11000000,55000000,16000000,14000000,14000000,245,50000000,50000000,0,300,0,0,0,0,0,0,0,0,2555
6044,Oceanic Reverie - Gemini,2065_UR_PLUS.png,YWJ_UR_PLUS,7,9,0,2,335,126401001|126402001|156401001|156402001|156403001,29233,200000000000,700000000,850000000,16000000,80000000,20000000,18000000,18000000,245,70000000,70000000,0,300,0,0,0,0,0,0,0,0,2560
6045,Blazing Triumph-Ra,2037_UR_PLUS.png,R_UR_PLUS,7,9,0,3,340,123601001|123602001|153601001,29233,280000000000,1000000000,1100000000,22000000,100000000,24000000,22000000,22000000,245,90000000,90000000,0,300,0,0,0,0,0,0,0,0,2565
6046,Lounge Lady - Ares,2083_UR_PLUS.png,ARS_UR_PLUS,7,9,0,1,345,128301001|128302001|158301001|158302001,29233,400000000000,1200000000,1300000000,30000000,130000000,28000000,27000000,27000000,245,120000000,120000000,0,300,0,0,0,0,0,0,0,0,2570
6047,Garden Strolling - Chang'e,2067_UR_PLUS.png,CE_UR_PLUS,7,9,0,2,350,126601001|126602001|156601001|156602001,29233,560000000000,1400000000,1500000000,41000000,170000000,33000000,32000000,32000000,245,150000000,150000000,0,300,0,0,0,0,0,0,0,0,2575
6048,Primeval Chaos-Chaos,2050_UR_PLUS.png,KES_UR_PLUS,7,9,0,2,355,124901001|124902001|154901001,29233,700000000000,1600000000,1700000000,53000000,200000000,38000000,37000000,37000000,245,180000000,180000000,0,300,0,0,0,0,0,0,0,0,2580
6049,Sipping Under Moon - Himiko,2053_UR_PLUS.png,BMH_UR_PLUS,7,9,0,1,360,125201001|125202001|155201001,29233,840000000000,1800000000,1900000000,66000000,240000000,44000000,43000000,43000000,245,210000000,210000000,0,300,0,0,0,0,0,0,0,0,2585
