id,collect_id,is_activity_charge,hide_in_normal_charge,avatar_name,spine_name,review_spine_name,avatar_icon_b,avatar_icon_review_b,avatar_icon_small,avatar_icon_small_review,is_advanced,avatar_quality,hero_cid,is_default,attribute,unlock_cond1,unlock_operation,unlock_cond2,ui_link,unlock_desc,is_show,audio_folder_name,audio_name,audio_random_count,need_show,scene_path,image_bg_path,attack_hide_spine_bg
102014002,105,0,0,尼刻,NK2,MJL0,2014_2.png,2052_0.png,2014_2.png,2052.png,0,5,2014,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,nk,hero_nk,4,1,ASiJiaDe,img_job_bg_1,0
102015000,0,0,0,伊敦,YD0,YD0,2015_0.png,2015_0.png,2015.png,2015.png,0,2,2015,1,0,0,0,,111|1,默认皮肤,0,yd,hero_yd,4,1,ASiJiaDe,img_job_bg_1,0
102015001,105,0,0,伊敦,YD1,YD0,2015_1.png,2015_0.png,2015_1.png,2015.png,0,4,2015,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,yd,hero_yd,4,1,ASiJiaDe,img_job_bg_1,0
102015002,105,0,0,伊敦,YD2,YD0,2015_2.png,2015_0.png,2015_2.png,2015.png,0,5,2015,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,yd,hero_yd,4,1,ASiJiaDe,img_job_bg_1,0
102015100,101,0,0,泳池派对,YD_YZ1,YD0,2015_YZ1.png,2015_0.png,2015_YZ1.png,2015.png,1,6,2015,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,yd,hero_yd,4,1,ASiJiaDe,img_job_bg_1,0
102016000,0,0,0,瓦尔基里,WEJL0,YD0,2016_1.png,2015_0.png,2016.png,2015.png,0,2,2016,1,0,0,0,,111|1,默认皮肤,0,wejl,hero_wejl,4,1,ASiJiaDe,img_job_bg_1,0
102016001,105,0,0,瓦尔基里,WEJL1,YD0,2016_0.png,2015_0.png,2016_1.png,2015.png,0,5,2016,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,wejl,hero_wejl,4,1,ASiJiaDe,img_job_bg_1,0
102016002,103,0,0,瓦尔基里,WEJL2,YD0,2016_2.png,2015_0.png,2016_2.png,2015.png,0,6,2016,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,wejl,hero_wejl,4,1,ASiJiaDe,img_job_bg_1,0
102016003,101,0,0,泳池派对,WEJL_YZ1,YD0,2016_YZ1.png,2015_0.png,2016_YZ1.png,2015.png,1,6,2016,0,3:1:100|3:22:450,2:3000078:1,0,,,兑换,1,wejl,hero_wejl,4,1,ASiJiaDe,img_job_bg_1,0
102017000,0,0,0,拉斐尔,LFE0,ZRNZ_YS1,2017_0.png,2054_YS1.png,2017.png,2054_YS1.png,0,2,2017,1,0,0,0,,111|1,默认皮肤,0,lfe,hero_lfe,4,1,ShenZhiXiaGu,img_job_bg_1,0
102017001,105,0,0,拉斐尔,LFE1,ZRNZ_YS1,2017_1.png,2054_YS1.png,2017_1.png,2054_YS1.png,0,3,2017,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,lfe,hero_lfe,4,1,ShenZhiXiaGu,img_job_bg_1,0
102017002,105,0,0,拉斐尔,LFE2,ZRNZ_YS1,2017_2.png,2054_YS1.png,2017_2.png,2054_YS1.png,0,4,2017,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,lfe,hero_lfe,4,1,ShenZhiXiaGu,img_job_bg_1,0
102018000,0,0,0,米若陶洛斯,MNTLS0,BMH_HS_SH,2018_0.png,2053_UR_PLUS_SH.png,2018.png,2053_UR_PLUS_SH.png,0,2,2018,1,0,0,0,,111|1,默认皮肤,0,mntls,hero_mntls,4,1,RanShaoLianYu,img_job_bg_1,0
102018001,105,0,0,米若陶洛斯,MNTLS1,BMH_HS_SH,2018_1.png,2053_UR_PLUS_SH.png,2018_1.png,2053_UR_PLUS_SH.png,0,2,2018,0,3:1:10|3:22:10,2:2000009:20,0,,,兑换,0,mntls,hero_mntls,4,1,RanShaoLianYu,img_job_bg_1,0
102018002,105,0,0,米若陶洛斯,MNTLS2,BMH_HS_SH,2018_2.png,2053_UR_PLUS_SH.png,2018_2.png,2053_UR_PLUS_SH.png,0,3,2018,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,1,mntls,hero_mntls,4,1,RanShaoLianYu,img_job_bg_1,0
102019000,0,0,0,涅墨西斯,NMXS0,MJZ0,2019_0.png,2071_0.png,2019.png,2071.png,0,2,2019,1,0,0,0,,111|1,默认皮肤,0,nmxs,hero_nmxs,4,1,RanShaoLianYu,img_job_bg_1,0
102019001,105,0,0,涅墨西斯,NMXS1,MJZ0,2019_1.png,2071_0.png,2019_1.png,2071.png,0,4,2019,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,nmxs,hero_nmxs,4,1,RanShaoLianYu,img_job_bg_1,0
102019002,105,0,0,涅墨西斯,NMXS2,MJZ0,2019_2.png,2071_0.png,2019_2.png,2071.png,0,5,2019,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,nmxs,hero_nmxs,4,1,RanShaoLianYu,img_job_bg_1,0
102019100,101,0,0,泳池派对,NMXS_YZ,MJZ0,2019_YZ1.png,2071_0.png,2019_YZ1.png,2071.png,1,6,2019,0,3:1:100|3:22:450,5:10006,0,,,购买,1,nmxs,hero_nmxs,4,1,,img_haitan_bg,0
102020000,0,0,0,缪斯,MS0,LB_UR_SH,2020_0.png,2055_UR_SH.png,2020.png,2055_UR_SH.png,0,2,2020,1,0,0,0,,111|1,默认皮肤,0,ms,hero_ms,4,1,RanShaoLianYu,img_job_bg_1,0
102020001,105,0,0,缪斯,MS1,LB_UR_SH,2020_1.png,2055_UR_SH.png,2020_1.png,2055_UR_SH.png,0,2,2020,0,3:1:10|3:22:10,2:2000009:20,0,,,兑换,0,ms,hero_ms,4,1,RanShaoLianYu,img_job_bg_1,0
102020002,105,0,0,缪斯,MS2,LB_UR_SH,2020_2.png,2055_UR_SH.png,2020_2.png,2055_UR_SH.png,0,3,2020,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,ms,hero_ms,4,1,RanShaoLianYu,img_job_bg_1,0
102020100,101,0,0,泳池派对,MS_YZ1,LB_UR_SH,2020_YZ1.png,2055_UR_SH.png,2020_YZ1.png,2055_UR_SH.png,1,3,2020,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,1,ms,hero_ms,4,1,RanShaoLianYu,img_job_bg_1,0
102021000,0,0,0,伊利斯,YXS0,YXS0,2021_0.png,2021_0.png,2021.png,2021.png,0,2,2021,1,0,0,0,,111|1,默认皮肤,0,yxs,hero_yxs,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102021001,105,0,0,伊利斯,YXS1,YXS0,2021_1.png,2021_0.png,2021_1.png,2021.png,0,3,2021,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,yxs,hero_yxs,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102021002,105,0,0,伊利斯,YXS2,YXS0,2021_2.png,2021_0.png,2021_2.png,2021.png,0,4,2021,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,yxs,hero_yxs,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102022000,0,0,0,命运女神,BLDD0,CE0,2022_0.png,2067_0.png,2022.png,2067.png,0,2,2022,1,0,0,0,,111|1,默认皮肤,0,bldd,hero_bldd,4,1,,img_job_bg_1,0
102022001,105,0,0,命运女神,BLDD2,CE0,2022_2.png,2067_0.png,2022_2.png,2067.png,0,3,2022,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,bldd,hero_bldd,4,1,,img_job_bg_1,0
102022002,105,0,0,命运女神,BLDD1,CE0,2022_1.png,2067_0.png,2022_1.png,2067.png,0,4,2022,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,bldd,hero_bldd,4,1,,img_job_bg_1,0
102023000,0,0,0,希芙,XF0,USER_SDSZ_SH,2023_0.png,1000_SDSZ_SH.png,2023.png,1000_SDSZ_SH.png,0,2,2023,1,0,0,0,,111|1,默认皮肤,0,xf,hero_xf,4,1,ASiJiaDe,img_job_bg_1,0
102023001,105,0,0,希芙,XF1,USER_SDSZ_SH,2023_1.png,1000_SDSZ_SH.png,2023_1.png,1000_SDSZ_SH.png,0,2,2023,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,xf,hero_xf,4,1,ASiJiaDe,img_job_bg_1,0
102023002,103,0,0,希芙,XF2,USER_SDSZ_SH,2023_2.png,1000_SDSZ_SH.png,2023_2.png,1000_SDSZ_SH.png,0,3,2023,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,xf,hero_xf,4,1,ASiJiaDe,img_job_bg_1,0
102023100,101,0,0,泳池派对,XF_YZ1,USER_SDSZ_SH,2023_YZ1.png,1000_SDSZ_SH.png,2023_YZ1.png,1000_SDSZ_SH.png,1,4,2023,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,xf,hero_xf,4,1,ASiJiaDe,img_job_bg_1,0
102024000,0,0,0,路西法,LLS0,USER_GEJ_SH,2024_0.png,1000_GEJ_SH.png,2024.png,1000_GEJ_SH.png,0,2,2024,1,0,0,0,,111|1,默认皮肤,0,lls,hero_lls,4,1,XueChengBao,img_job_bg_1,0
102024001,105,0,0,路西法,LLS1,USER_GEJ_SH,2024_1.png,1000_GEJ_SH.png,2024_1.png,1000_GEJ_SH.png,0,4,2024,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,lls,hero_lls,4,1,XueChengBao,img_job_bg_1,0
