npc_id,hero_cid,hero_level,hero_awake,if_advance,god_awake,if_super,super_awake,if_mr,mr_awake,if_incarnation,incarnation_awake,name,avatar_path,spine_name,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
112029,2029,300,2,0,0,0,0,0,0,0,0,Apep,2029,APP,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112030,2030,300,2,0,0,0,0,0,0,0,0,Gabriel,2030,WL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112031,2031,300,2,0,0,0,0,0,0,0,0,Erebus,2031,ERBS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112032,2032,300,2,0,0,0,0,0,0,0,0,Amaterasu,2032,TZDS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112033,2033,300,2,0,0,0,0,0,0,0,0,Nyx,2033,NKS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112034,2034,300,2,0,0,0,0,0,0,0,0,Anubis,2034,ANBS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112035,2035,300,2,0,0,0,0,0,0,0,0,Odin,2035,AD,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112036,2036,300,2,0,0,0,0,0,0,0,0,Phantasos,2036,FTSS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112037,2037,300,2,0,0,0,0,0,0,0,0,Ra,2037,R,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112038,2038,300,2,0,0,0,0,0,0,0,0,Izu Dancer,2038,WN,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112039,2039,300,2,0,0,0,0,0,0,0,0,Hera,2039,HL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112040,2040,300,2,0,0,0,0,0,0,0,0,Zhu Rong,2040,HSZR,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112041,2041,300,2,0,0,0,0,0,0,0,0,Hephaestus,2041,HFSTS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112042,2042,300,2,0,0,0,0,0,0,0,0,Xmas Angel,2042,SDNS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112046,2046,300,2,0,0,0,0,0,0,0,0,Izanami,2046,YXNM,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112047,2047,300,2,0,0,0,0,0,0,0,0,Cupid,2047,QBT,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112048,2048,300,2,0,0,0,0,0,0,0,0,Hades,2048,HDS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112049,2049,300,2,0,0,0,0,0,0,0,0,Icarus,2049,YKLS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112050,2050,300,2,0,0,0,0,0,0,0,0,Chaos,2050,KES,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112051,2051,300,2,0,0,0,0,0,0,0,0,Heimdall,2051,HMDE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112052,2052,300,2,0,0,0,0,0,0,0,0,Michael,2052,MJL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112053,2053,300,2,0,0,0,0,0,0,0,0,Himiko,2053,BMH,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112054,2054,300,2,0,0,0,0,0,0,0,0,Enmusubi,2054,ZRNZ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112055,2055,300,2,0,0,0,0,0,0,0,0,Frost Dragon,2055,LB,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112056,2056,300,2,0,0,0,0,0,0,0,0,Ember Dragon,2056,LH,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112057,2057,300,2,0,0,0,0,0,0,0,0,Storm Dragon,2057,LL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112058,2058,300,2,0,0,0,0,0,0,0,0,Nekomata,2058,MY,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112059,2059,300,2,0,0,0,0,0,0,0,0,Zodiac Ox,2059,CN,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112060,2060,300,2,0,0,0,0,0,0,0,0,Freyja,2060,FLY,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112061,2061,300,2,0,0,0,0,0,0,0,0,Kingyo,2061,JYJ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112062,2062,300,2,0,0,0,0,0,0,0,0,Princess Kaguya,2062,HYJ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112063,2063,300,2,0,0,0,0,0,0,0,0,Sim Cheong,2063,SQE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112065,2065,300,2,0,0,0,0,0,0,0,0,Gemini,2065,YWJ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112067,2067,300,2,0,0,0,0,0,0,0,0,Chang'e,2067,CE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112068,2068,300,2,0,0,0,0,0,0,0,0,Asura,2068,AXL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112069,2069,300,2,0,0,0,0,0,0,0,0,Athena,2069,YDN,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112070,2070,300,2,0,0,0,0,0,0,0,0,Zodiac Tiger,2070,YH,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112071,2071,300,2,0,0,0,0,0,0,0,0,Capricornus,2071,MJZ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112073,2073,300,2,0,0,0,0,0,0,0,0,Pisces,2073,SYZ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112074,2074,300,2,0,0,0,0,0,0,0,0,Venus,2074,WNS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112075,2075,300,2,0,0,0,0,0,0,0,0,Zeus,2075,ZS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112076,2076,300,2,0,0,0,0,0,0,0,0,Loki,2076,LJ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112077,2077,300,2,0,0,0,0,0,0,0,0,Thor,2077,SE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112078,2078,300,2,0,0,0,0,0,0,0,0,Apollo,2078,ABL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112079,2079,300,2,0,0,0,0,0,0,0,0,Sakura Spirit,2079,YHY,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112080,2080,300,2,0,0,0,0,0,0,0,0,Zodiac Rabbit,2080,MT,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112081,2081,300,2,0,0,0,0,0,0,0,0,Horus,2081,HLS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112082,2082,300,2,0,0,0,0,0,0,0,0,Frigga,2082,FLJ,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112083,2083,300,2,0,0,0,0,0,0,0,0,Ares,2083,ARS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112084,2084,300,2,1,1,0,0,0,0,0,0,Uriel,2084,WLE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112085,2085,300,2,0,0,0,0,0,0,0,0,Zodiac Dragon,2085,CL,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112086,2086,300,2,1,1,0,0,0,0,0,0,Hela,2086,HLA,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112087,2087,300,2,1,1,0,0,0,0,0,0,Prometheus,2087,PLMXS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112088,2088,300,2,1,1,1,1,1,1,0,0,Raphael the Archangel,2088,ZTSLFE,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112089,2089,300,2,0,0,0,0,0,0,0,0,Zodiac Snake,2089,SS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112090,2090,300,2,1,1,1,1,1,1,0,0,Lilith the Night Walker,2090_MR,YZMNLLS,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112091,2091,300,2,1,1,1,1,1,1,0,0,Lucifer the Fallen Angel,2091_MR,DTSLXF,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
112092,2092,300,2,1,1,1,1,1,1,0,0,Jeanne d'Arc the Sworn Warrior,2092_MR,SSZZD,8769600,789272,876977,8640,8640,616896,616896,368712,120960,622944,622944,150,150,30,30,700,700,700,330,150,30,414
122001,2001,300,2,0,0,0,0,0,0,0,0,Medusa,2001,MDS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122002,2002,300,2,0,0,0,0,0,0,0,0,Poseidon,2002,BSD,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122003,2003,300,2,0,0,0,0,0,0,0,0,Jeanne d'Arc,2003,LXF,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122004,2004,300,2,0,0,0,0,0,0,0,0,Siren,2004,Y,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122005,2005,300,2,0,0,0,0,0,0,0,0,Nephthys,2005,NFDS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122006,2006,300,2,0,0,0,0,0,0,0,0,Tsukuyomi,2006,YYJZ,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122007,2007,300,2,0,0,0,0,0,0,0,0,Ungnyeo,2007,XN,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122008,2008,300,2,0,0,0,0,0,0,0,0,Shennong,2008,SN,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122009,2009,300,2,0,0,0,0,0,0,0,0,Geb,2009,GB,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122010,2010,300,2,0,0,0,0,0,0,0,0,Lilith,2010,NBLS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122011,2011,300,2,0,0,0,0,0,0,0,0,Nuit,2011,NT,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122012,2012,300,2,0,0,0,0,0,0,0,0,Gaia,2012,GY,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122013,2013,300,2,0,0,0,0,0,0,0,0,Pandora,2013,PDL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122014,2014,300,2,0,0,0,0,0,0,0,0,Nike,2014,NK,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122015,2015,300,2,0,0,0,0,0,0,0,0,Idun,2015,YD,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122016,2016,300,2,0,0,0,0,0,0,0,0,Valkyrie,2016,WEJL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122017,2017,300,2,0,0,0,0,0,0,0,0,Raphael,2017,LFE,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122018,2018,300,2,0,0,0,0,0,0,0,0,Minotaur,2018,MNTLS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122019,2019,300,2,0,0,0,0,0,0,0,0,Nemesis,2019,NMXS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122020,2020,300,2,0,0,0,0,0,0,0,0,Muse,2020,MS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122021,2021,300,2,0,0,0,0,0,0,0,0,Iris,2021,YXS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122022,2022,300,2,0,0,0,0,0,0,0,0,Verdandi,2022,BLDD,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122023,2023,300,2,0,0,0,0,0,0,0,0,Sif,2023,XF,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122024,2024,300,2,0,0,0,0,0,0,0,0,Lucifer,2024,LLS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122025,2025,300,2,0,0,0,0,0,0,0,0,Nuwa,2025,LHFR,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122026,2026,300,2,0,0,0,0,0,0,0,0,Fuxi,2026,FX,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122027,2027,300,2,0,0,0,0,0,0,0,0,Xiwangmu,2027,XWM,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122028,2028,300,2,0,0,0,0,0,0,0,0,Princess Bari,2028,BLGZ,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122029,2029,300,2,0,0,0,0,0,0,0,0,Apep,2029,APP,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122030,2030,300,2,0,0,0,0,0,0,0,0,Gabriel,2030,WL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122031,2031,300,2,0,0,0,0,0,0,0,0,Erebus,2031,ERBS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122032,2032,300,2,0,0,0,0,0,0,0,0,Amaterasu,2032,TZDS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122033,2033,300,2,0,0,0,0,0,0,0,0,Nyx,2033,NKS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122034,2034,300,2,0,0,0,0,0,0,0,0,Anubis,2034,ANBS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122035,2035,300,2,0,0,0,0,0,0,0,0,Odin,2035,AD,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122036,2036,300,2,0,0,0,0,0,0,0,0,Phantasos,2036,FTSS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122037,2037,300,2,0,0,0,0,0,0,0,0,Ra,2037,R,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122038,2038,300,2,0,0,0,0,0,0,0,0,Izu Dancer,2038,WN,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122039,2039,300,2,0,0,0,0,0,0,0,0,Hera,2039,HL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122040,2040,300,2,0,0,0,0,0,0,0,0,Zhu Rong,2040,HSZR,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122041,2041,300,2,0,0,0,0,0,0,0,0,Hephaestus,2041,HFSTS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122042,2042,300,2,0,0,0,0,0,0,0,0,Xmas Angel,2042,SDNS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122046,2046,300,2,0,0,0,0,0,0,0,0,Izanami,2046,YXNM,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122047,2047,300,2,0,0,0,0,0,0,0,0,Cupid,2047,QBT,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122048,2048,300,2,0,0,0,0,0,0,0,0,Hades,2048,HDS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122049,2049,300,2,0,0,0,0,0,0,0,0,Icarus,2049,YKLS,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122050,2050,300,2,0,0,0,0,0,0,0,0,Chaos,2050,KES,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122051,2051,300,2,0,0,0,0,0,0,0,0,Heimdall,2051,HMDE,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122052,2052,300,2,0,0,0,0,0,0,0,0,Michael,2052,MJL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122053,2053,300,2,0,0,0,0,0,0,0,0,Himiko,2053,BMH,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122054,2054,300,2,0,0,0,0,0,0,0,0,Enmusubi,2054,ZRNZ,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122055,2055,300,2,0,0,0,0,0,0,0,0,Frost Dragon,2055,LB,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122056,2056,300,2,0,0,0,0,0,0,0,0,Ember Dragon,2056,LH,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122057,2057,300,2,0,0,0,0,0,0,0,0,Storm Dragon,2057,LL,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122058,2058,300,2,0,0,0,0,0,0,0,0,Nekomata,2058,MY,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
122059,2059,300,2,0,0,0,0,0,0,0,0,Zodiac Ox,2059,CN,6739200,606536,673936,7200,7200,509280,509280,304128,99840,509184,509184,150,150,20,20,600,600,600,320,150,20,368
