npc_id,name,avatar_path,spine_name,role,job,level,skill_id_list,skill_id_normal_attack,hp,minatk,maxatk,pdef,mdef,def,defend_ignore_level,hit,dhit,cir,dcir,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,fight_value
1026,Hairy Lady,NPC10.png,NPC10,13,2,106,100209001|110402001,0,5512375,424739,459939,15000,17935,17935,40960,53223,110,42750,59850,0,0,0,0,0,0,0,200,0,0,0,3296700
1027,Underworld Scout,NPC15.png,NPC15,13,2,107,100209001|110402001,0,5669125,438816,474016,15348,18448,18448,41920,54621,110,44250,61950,0,0,0,0,0,0,0,200,0,0,0,3315200
1028,Fathom Lurker,NPC7.png,NPC7,13,2,108,100209001|110402001,0,5825875,452896,488096,15697,18962,18962,42880,56019,110,45750,64050,0,0,0,0,0,0,0,200,0,0,0,3333700
1029,Asmodeus,NPC7.png,NPC7,13,2,109,100209001|110402001,0,5982625,466974,502174,16046,19476,19476,43840,57417,110,47250,66150,0,0,0,0,0,0,0,200,0,0,0,3606800
1030,Red-eye Troll,NPC12.png,NPC12,13,1,110,111901001|112402001,0,6811500,535024,573424,18138,20332,20332,45440,59747,110,49750,69650,0,0,0,0,0,0,0,200,0,0,0,4380200
1031,Skira,NPC1.png,NPC1,13,2,111,113302001|110402001,0,6296125,495145,530345,16808,20499,20499,45840,60166,120,50166,70232,0,0,0,0,0,0,0,200,0,0,0,4683700
1032,Skeleton Judge,NPC8.png,NPC8,13,2,112,113302001|110402001,0,6452875,509224,544424,17336,20825,20825,47280,61162,120,51162,71627,0,0,0,0,0,0,0,200,0,0,0,4789100
1033,Headless Knight,NPC1.png,NPC1,13,2,113,113302001|110402001,0,6609625,523303,558503,17864,21152,21152,48720,62158,120,52158,73021,0,0,0,0,0,0,0,200,0,0,0,4894500
1034,Garm,NPC7.png,NPC7,13,2,114,113302001|110402001,0,6766375,537381,572581,18392,21478,21478,50160,63154,120,53154,74416,0,0,0,0,0,0,0,200,0,0,0,4999900
1035,Wraith,NPC6.png,NPC6,13,2,115,113302001|112402001,0,6923125,689326,733326,18920,21804,21804,51600,64150,120,54150,75810,0,0,0,0,0,0,0,200,0,0,0,5311700
1036,Soul Ripper,NPC1.png,NPC1,13,2,116,112401001|110402001,0,7079875,565539,600739,19448,22131,22131,53040,65146,120,55146,77204,0,0,0,0,0,0,0,200,0,0,0,5423500
1037,Tomb Guard,NPC9.png,NPC9,13,2,117,112401001|110402001,0,7236625,579616,614816,19976,22457,22457,54480,66142,120,56142,78599,0,0,0,0,0,0,0,200,0,0,0,5582400
1038,Sand Wraith,NPC13.png,NPC13,13,2,118,112401001|110402001,0,7393375,593696,628896,20504,22784,22784,55920,67138,120,57138,79993,0,0,0,0,0,0,0,200,0,0,0,5741300
1039,Soul Seeker,NPC16.png,NPC16,13,2,119,112401001|110402001,0,7550125,607774,642974,21032,23110,23110,57360,68134,120,58134,81388,0,0,0,0,0,0,0,200,0,0,0,5900200
1040,Ghost Mouth,NPC2.png,NPC2,13,3,120,112401001|112402001,0,8521500,688624,727024,23904,23654,23654,59760,69794,120,59794,89691,0,0,0,0,0,0,0,200,0,0,0,6059100
1041,Shepard of Souls,NPC8.png,NPC8,13,1,121,112902001|113302001,0,7863625,635360,670560,22101,23800,23800,60280,70333,130,60250,90375,0,0,0,0,0,0,0,400,0,0,0,6218000
1042,Evil Knight,NPC2.png,NPC2,13,2,122,112902001|113302001,0,8020375,645920,681120,22714,24116,24116,61960,72331,130,61750,92625,0,0,0,0,0,0,0,400,0,0,0,6376900
1043,Frost Giant,NPC8.png,NPC8,13,2,123,112902001|113302001,0,8177125,656480,691680,23327,24433,24433,63640,74329,130,63250,94875,0,0,0,0,0,0,0,400,0,0,0,6535800
1044,Soul Ripper,NPC1.png,NPC1,13,2,124,112902001|113302001,0,8333875,667040,702240,23939,24750,24750,65320,76327,130,64750,97125,0,0,0,0,0,0,0,400,0,0,0,6694700
1045,Tomb Guard,NPC9.png,NPC9,13,2,125,112902001|113302001,0,8490625,847000,891000,24552,25067,25067,67000,78325,130,66250,99375,0,0,0,0,0,0,0,400,0,0,0,6853600
1046,Carrion Vulture,NPC6.png,NPC6,13,2,126,114701001|112902001,0,8647375,688160,723360,25164,25384,25384,68680,80323,130,67750,101625,0,0,0,0,0,0,0,400,0,0,0,7012500
1047,Jorogumo,NPC17.png,NPC17,13,2,127,114701001|112902001,0,8804125,698720,733920,25776,25700,25700,70360,82321,130,69250,103875,0,0,0,0,0,0,0,400,0,0,0,7171400
1048,Hairy Lady,NPC10.png,NPC10,13,2,128,114701001|112902001,0,8960875,709280,744480,26389,26017,26017,72040,84319,130,70750,106125,0,0,0,0,0,0,0,400,0,0,0,7330300
1049,Underworld Scout,NPC15.png,NPC15,13,2,129,114701001|112902001,0,9117625,719840,755040,27002,26334,26334,73720,86317,130,72250,108375,0,0,0,0,0,0,0,400,0,0,0,7489200
1050,Skeleton Judge,NPC8.png,NPC8,13,3,130,113601001|113302001,0,11084125,871520,913120,33118,26862,26862,76520,89647,130,74750,112125,0,0,0,0,0,0,0,400,0,0,0,8487700
1051,Soul Blacksmith,NPC11.png,NPC11,13,2,131,113601001|113302001,0,10326499,808320,846720,30847,26987,26987,77120,90333,140,75083,112625,0,0,0,0,0,0,0,400,0,0,0,9486200
1052,Shepard of Souls,NPC8.png,NPC8,13,2,132,113601001|113302001,0,10725497,819840,858240,31613,27361,27361,79040,92331,140,75581,113372,0,0,0,0,0,0,0,400,0,0,0,10484700
1053,Evil Knight,NPC2.png,NPC2,13,2,133,113601001|113302001,0,11124494,831360,869760,32380,27736,27736,80960,94329,140,76079,114119,0,0,0,0,0,0,0,400,0,0,0,11483200
1054,Doombringer,NPC8.png,NPC8,13,2,134,113601001|113302001,0,11523492,842880,881280,33145,28110,28110,82880,96327,140,76577,114866,0,0,0,0,0,0,0,400,0,0,0,12481700
1055,Jinx Watcher,NPC11.png,NPC11,13,2,135,113601001|114701001,0,11922490,1068000,1116000,33912,28484,28484,84800,98325,140,77075,115613,0,0,0,0,0,0,0,400,0,0,0,13480200
1056,Primodial Dragon,NPC14.png,NPC14,13,2,136,113601001|113601001,0,12321487,865920,904320,34678,28859,28859,86720,100323,140,77573,116360,0,0,0,0,0,0,0,400,0,0,0,14478700
1057,Pale Lady,NPC4.png,NPC4,13,2,137,113601001|113601001,0,12720485,877440,915840,35443,29233,29233,88640,102321,140,78071,117107,0,0,0,0,0,0,0,400,0,0,0,15477200
1058,Kingslayer,NPC9.png,NPC9,13,2,138,123601001|113601001,0,13119484,888960,927360,36210,29608,29608,90560,104319,140,78569,117854,0,0,0,0,0,0,0,400,0,0,0,16475700
1059,Havenl,NPC15.png,NPC15,13,2,139,123601001|123601001,0,13518481,900480,938880,36976,29982,29982,92480,106317,140,79067,118601,0,0,0,0,0,0,0,400,0,0,0,17474200
1060,Hell Executioner,NPC11.png,NPC11,13,3,140,123601001|114701001,0,16547390,1072960,1117760,44628,30606,30606,95680,109647,140,79897,135825,0,0,0,0,0,0,0,400,0,0,0,18472700
1061,Vine of Withering,NPC9.png,NPC9,13,1,141,110001001|110001001,0,14287999,924158,962558,38558,30760,30760,96400,110500,150,80083,136141,0,0,0,0,0,0,0,400,0,0,0,19471200
1062,Abomination,NPC6.png,NPC6,13,2,142,110001001|110001001,0,14515997,939517,977917,39515,31130,31130,98800,113500,150,80581,136988,0,0,0,0,0,0,0,400,0,0,0,20469700
1063,Tomb Guard,NPC9.png,NPC9,13,2,143,110001001|110001001,0,14743994,954876,993276,40471,31500,31500,101200,116500,150,81079,137834,0,0,0,0,0,0,0,400,0,0,0,21468200
1064,Carrion Vulture,NPC6.png,NPC6,13,2,144,110001001|110001001,0,14971992,970234,1008634,41428,31869,31869,103600,119500,150,81577,138681,0,0,0,0,0,0,0,400,0,0,0,22466700
1065,Jorogumo,NPC17.png,NPC17,13,2,145,110001001|113402001,0,15199990,1231992,1279992,42384,32239,32239,106000,122500,150,82075,139528,0,0,0,0,0,0,0,400,0,0,0,23465200
1066,Kitsunebi Ghost,NPC1.png,NPC1,13,2,146,110102001|113402001,0,15427987,1000951,1039351,43339,32608,32608,108400,125500,150,82573,140374,0,0,0,0,0,0,0,400,0,0,0,24463700
1067,Spirit of Sloth,NPC8.png,NPC8,13,2,147,110102001|113402001,0,15655985,1016309,1054709,44296,32978,32978,110800,128500,150,83071,141221,0,0,0,0,0,0,0,400,0,0,0,25462200
1068,Plague Lord,NPC11.png,NPC11,13,2,148,110102001|113402001,0,15883984,1031669,1070069,45252,33348,33348,113200,131500,150,83569,142067,0,0,0,0,0,0,0,400,0,0,0,26460700
1069,Cursed Cleric,NPC14.png,NPC14,13,2,149,110102001|113402001,0,16111981,1047026,1085426,46208,33717,33717,115600,134500,150,84067,142914,0,0,0,0,0,0,0,400,0,0,0,27459200
1070,Temple Destroyer,NPC14.png,NPC14,13,1,150,113402001|113402001,0,19240640,1251394,1296194,55769,34333,34333,119600,139500,150,84897,144325,0,0,0,0,0,0,0,400,0,0,0,28457700
1071,Shepard of Souls,NPC8.png,NPC8,13,2,151,112302001|110102001,0,16587000,1077120,1115520,48240,34492,34492,120600,140500,160,85083,144641,0,0,0,0,0,0,0,400,0,0,0,29456200
1072,Evil Knight,NPC2.png,NPC2,13,2,152,112302001|110102001,0,16929000,1088640,1127040,49680,35049,35049,124200,143500,160,85581,145488,0,0,0,0,0,0,0,400,0,0,0,30454700
1073,Doombringer,NPC8.png,NPC8,13,2,153,112302001|110102001,0,17271000,1100160,1138560,51120,35606,35606,127800,146500,160,86079,146334,0,0,0,0,0,0,0,400,0,0,0,31453200
1074,Famine Knight,NPC11.png,NPC11,13,2,154,112302001|110102001,0,17613000,1111680,1150080,52560,36163,36163,131400,149500,160,86577,147181,0,0,0,0,0,0,0,400,0,0,0,32451700
1075,Heel of Bewilderment,NPC5.png,NPC5,13,2,155,112302001|114502001,0,17955000,1404000,1452000,54000,36720,36720,135000,152500,160,87075,148028,0,0,0,0,0,0,0,400,0,0,0,33450200
1076,Ear of Stasis,NPC6.png,NPC6,13,1,156,114502001|110001001,0,18297000,1134720,1173120,55440,37276,37276,138600,155500,160,87573,148874,0,0,0,0,0,0,0,400,0,0,0,34448700
1077,Hashihime,NPC9.png,NPC9,13,2,157,114502001|110001001,0,18639000,1146240,1184640,56880,37833,37833,142200,158500,160,88071,149721,0,0,0,0,0,0,0,400,0,0,0,35447200
1078,Infernal hangman,NPC14.png,NPC14,13,2,158,114502001|110102001,0,18981000,1157760,1196160,58320,38390,38390,145800,161500,160,88569,150567,0,0,0,0,0,0,0,400,0,0,0,36445700
1079,Bone Giant,NPC2.png,NPC2,13,2,159,114502001|112302001,0,19323000,1169280,1207680,59760,38947,38947,149400,164500,160,89067,151414,0,0,0,0,0,0,0,400,0,0,0,37444200
1080,Scythe-wielding Demon,NPC9.png,NPC9,13,1,160,114502001|113402001,0,23208500,1386560,1431360,72520,39875,39875,155400,169500,160,89897,179794,0,0,0,0,0,0,0,400,0,0,0,38442700
1081,Fallen Angel,NPC4.png,NPC4,13,2,161,113701001|113701001,0,23374750,1391785,1436585,73172,40266,40266,156800,170500,170,90083,180166,0,0,0,0,0,0,0,200,0,0,0,39441200
1082,Man-faced Spider,NPC16.png,NPC16,13,2,162,115901001|113701001,0,23973250,1409703,1454503,75410,41864,41864,161600,173500,170,90581,181162,0,0,0,0,0,0,0,200,0,0,0,40439700
1083,Blackwing Angel,NPC9.png,NPC9,13,2,163,113701001|115901001,0,24571750,1427622,1472422,77648,43463,43463,166400,176500,170,91079,182158,0,0,0,0,0,0,0,200,0,0,0,41438200
1084,Soul Blacksmith,NPC11.png,NPC11,13,2,164,115901001|115901001,0,25170250,1445539,1490339,79885,45061,45061,171200,179500,170,91577,183154,0,0,0,0,0,0,0,200,0,0,0,42436700
1085,Dwarf Centurion,NPC5.png,NPC5,13,2,165,115901001|115902001,0,25768750,1829324,1885324,82124,46660,46660,176000,182500,170,92075,184150,0,0,0,0,0,0,0,200,0,0,0,43435200
1086,Soul Reaper,NPC4.png,NPC4,13,2,166,115801001|115902001,0,26367250,1481376,1526176,84361,48258,48258,180800,185500,170,92573,185146,0,0,0,0,0,0,0,200,0,0,0,44433700
1087,Minotaur,NPC4.png,NPC4,13,2,167,115902001|115801001,0,26965750,1499294,1544094,86598,49856,49856,185600,188500,170,93071,186142,0,0,0,0,0,0,0,200,0,0,0,45432200
1088,Dead Souls,NPC15.png,NPC15,13,2,168,115801001|115801001,0,27564250,1517214,1562014,88837,51455,51455,190400,191500,170,93569,187138,0,0,0,0,0,0,0,200,0,0,0,46430700
1089,Grave Wanderer,NPC6.png,NPC6,13,2,169,115801001|115901001,0,28162750,1535131,1579931,91074,53053,53053,195200,194500,170,94067,188134,0,0,0,0,0,0,0,200,0,0,0,47429200
1090,Tomb Guardian,NPC5.png,NPC5,13,3,170,115902001|115902001,0,33326000,1788565,1839765,108347,55717,55717,203200,199500,170,94897,189794,0,0,0,0,0,0,0,200,0,0,0,48427700
1091,Nether Wraith,NPC12.png,NPC12,13,1,171,115601001|114702001,0,29437332,1572480,1617280,95665,56266,56266,205000,200833,180,95083,190166,0,0,0,0,0,0,0,200,0,0,0,49426200
1092,Sand Eagle,NPC8.png,NPC8,13,2,172,114701001|113701001,0,30501330,1599360,1644160,98461,57864,57864,211000,205831,180,95581,191162,0,0,0,0,0,0,0,200,0,0,0,50424700
1093,Tamamo no Mae,NPC9.png,NPC9,13,2,173,113701001|114701001,0,31565327,1626240,1671040,101256,59463,59463,217000,210829,180,96079,192158,0,0,0,0,0,0,0,200,0,0,0,51423200
1094,Evil Governer,NPC13.png,NPC13,13,2,174,114701001|114702001,0,32629324,1653120,1697920,104052,61061,61061,223000,215827,180,96577,193154,0,0,0,0,0,0,0,200,0,0,0,52421700
1095,Corrupted Leviathan,NPC15.png,NPC15,13,2,175,115601001|115901001,0,33693321,2100000,2156000,106848,62660,62660,229000,220825,180,97075,194150,0,0,0,0,0,0,0,200,0,0,0,53420200
1096,Frost Giant,NPC8.png,NPC8,13,2,176,114701001|115901001,0,34757318,1706880,1751680,109642,64258,64258,235000,225823,180,97573,195146,0,0,0,0,0,0,0,200,0,0,0,54418700
1097,Soul Ripper,NPC1.png,NPC1,13,2,177,115901001|114701001,0,35821316,1733760,1778560,112438,65856,65856,241000,230821,180,98071,196142,0,0,0,0,0,0,0,200,0,0,0,55417200
1098,Tomb Guard,NPC9.png,NPC9,13,2,178,115601001|115601001,0,36885314,1760640,1805440,115234,67455,67455,247000,235819,180,98569,197138,0,0,0,0,0,0,0,200,0,0,0,56415700
1099,Carrion Vulture,NPC6.png,NPC6,13,2,179,115601001|113001001,0,37949311,1787520,1832320,118030,69053,69053,253000,240817,180,99067,198134,0,0,0,0,0,0,0,200,0,0,0,57414200
1100,Hairy Lady,NPC10.png,NPC10,13,3,180,114701001|113001001,0,51071965,2355840,2413440,157743,71717,71717,263000,249147,180,99897,219773,0,0,0,0,0,0,0,200,0,0,0,58412700
1101,Infernal hangman,NPC14.png,NPC14,13,2,181,113902001|113902001,0,45853331,2101760,2152960,141331,72266,72266,265000,250833,190,100083,220183,0,0,0,0,0,0,0,800,0,0,0,59411200
1102,Bone Giant,NPC2.png,NPC2,13,2,182,113901001|113902001,0,47373325,2117120,2168320,144526,73864,73864,271000,255831,190,100581,221278,0,0,0,0,0,0,0,800,0,0,0,60409700
1103,Witch Hunter,NPC7.png,NPC7,13,2,183,115501001|113902001,0,48893320,2132480,2183680,147722,75463,75463,277000,260829,190,101079,222374,0,0,0,0,0,0,0,800,0,0,0,61408200
1104,Bloodthirst Priest,NPC15.png,NPC15,13,2,184,123602001|113902001,0,50413314,2147840,2199040,150917,77061,77061,283000,265827,190,101577,223469,0,0,0,0,0,0,0,800,0,0,0,62406700
1105,Evil Governer,NPC13.png,NPC13,13,2,185,123602001|115502001,0,51933307,2704000,2768000,154112,78660,78660,289000,270825,190,102075,224565,0,0,0,0,0,0,0,800,0,0,0,63405200
1106,Nightmare Weaver,NPC7.png,NPC7,13,2,186,115501001|115502001,0,53453301,2178560,2229760,157306,80258,80258,295000,275823,190,102573,225661,0,0,0,0,0,0,0,800,0,0,0,64403700
1107,Plague Knight,NPC17.png,NPC17,13,2,187,115501001|115502001,0,54973294,2193920,2245120,160501,81856,81856,301000,280821,190,103071,226756,0,0,0,0,0,0,0,800,0,0,0,65402200
1108,Oblivion Guadian,NPC15.png,NPC15,13,2,188,115501001|115502001,0,56493290,2209280,2260480,163696,83455,83455,307000,285819,190,103569,227852,0,0,0,0,0,0,0,800,0,0,0,66400700
1109,Dragon Priest,NPC14.png,NPC14,13,2,189,123601001|113902001,0,58013283,2224640,2275840,166891,85053,85053,313000,290817,190,104067,228947,0,0,0,0,0,0,0,800,0,0,0,67399200
1110,Kingslayer,NPC9.png,NPC9,13,3,190,123601001|123602001,0,68114932,2531520,2589120,193743,87717,87717,323000,299147,190,104897,230773,0,0,0,0,0,0,0,800,0,0,0,68397700
1111,Soul Reaper,NPC4.png,NPC4,13,1,191,125202001|113902001,0,60926666,2254504,2305704,173331,88266,88266,325000,300833,195,105083,231183,0,0,0,0,0,0,0,800,0,0,0,69396200
1112,Eye of Samsara,NPC16.png,NPC16,13,2,192,113902001|125202001,0,62446659,2274976,2326176,179722,91463,91463,337000,310829,195,106079,233374,0,0,0,0,0,0,0,800,0,0,0,70394700
1113,Pandora,2013.png,PDL2,13,2,193,123601001|125202001,0,63966653,2869312,2933312,186112,94660,94660,349000,320825,195,107075,235565,0,0,0,0,0,0,0,800,0,0,0,71393200
1114,Minotaur,NPC4.png,NPC4,13,2,194,115501001|125202001,0,65486646,2315920,2367120,192501,97856,97856,361000,330821,195,108071,237756,0,0,0,0,0,0,0,800,0,0,0,72391700
1115,Mammoth Giant,NPC4.png,NPC4,13,2,195,115501001|125202001,0,67006642,2336392,2387592,198891,101053,101053,373000,340817,195,109067,239947,0,0,0,0,0,0,0,800,0,0,0,73390200
1116,Ear of Stasis,NPC16.png,NPC16,13,2,196,125202001|115501001,0,68780000,2358611,2409811,205651,104266,104266,385600,352500,200,110666,243465,0,0,0,0,0,0,0,800,0,0,0,74388700
1117,Wraith,NPC6.png,NPC6,13,2,197,123602001|115502001,0,73340000,2399568,2450768,215882,107463,107463,404800,382500,200,118658,261048,0,0,0,0,0,0,0,800,0,0,0,75387200
1118,Hades,2048.png,HDS2,13,2,198,115501001|123602001,0,77900000,3050656,3114656,226112,110660,110660,424000,412500,200,126650,278630,0,0,0,0,0,0,0,800,0,0,0,76385700
1119,Dark Elf,NPC6.png,NPC6,13,2,199,115501001|123602001,0,82460000,2481478,2532678,236341,113856,113856,443200,442500,200,134642,296212,0,0,0,0,0,0,0,800,0,0,0,77384200
1120,Witch Hunter,NPC7.png,NPC7,13,2,200,123602001|123602001,0,108775000,3153044,3217044,308214,117053,117053,462400,472500,200,142634,342322,0,0,0,0,0,0,0,800,0,0,0,77982700
1121,Hephaestus,2041.png,HFSTS2,13,3,200,100000001|110302001,0,98325000,3551976,3623976,278352,117320,117320,464000,475000,200,143300,343920,0,0,0,0,0,0,0,600,0,0,0,78581200
1122,Evil Knight,NPC2.png,NPC2,13,1,200,100000002|110302001,0,98752500,2845418,2903018,279310,117586,117586,465600,477500,200,143966,345518,0,0,0,0,0,0,0,600,0,0,0,79179700
1123,Nightmare Weaver,NPC7.png,NPC7,13,2,200,100000001|114502001,0,99180000,2849258,2906858,280269,117852,117852,467200,480000,200,144632,347117,0,0,0,0,0,0,0,600,0,0,0,79778200
1124,Ripper,NPC13.png,NPC13,13,3,200,100000002|114502001,0,99607500,2853099,2910699,281228,118119,118119,468800,482500,200,145298,348715,0,0,0,0,0,0,0,600,0,0,0,80376700
1125,Lady of Snow,NPC10.png,NPC10,13,1,200,100000001|100000001,0,100035000,2856938,2914538,282188,118385,118385,470400,485000,200,145964,350314,0,0,0,0,0,0,0,600,0,0,0,80975200
1126,Valkyrie,2016.png,WEJL2,13,2,200,100000001|110302001,0,100462500,3575974,3647974,283147,118652,118652,472000,487500,200,146630,351912,0,0,0,0,0,0,0,600,0,0,0,81573700
1127,Mist Walker,NPC10.png,NPC10,13,3,200,100000002|110302001,0,100890000,2864617,2922217,284105,118918,118918,473600,490000,200,147296,353510,0,0,0,0,0,0,0,600,0,0,0,82172200
1128,Mandrill,NPC12.png,NPC12,13,1,200,100000001|114502001,0,101317500,2868457,2926057,285064,119184,119184,475200,492500,200,147962,355109,0,0,0,0,0,0,0,600,0,0,0,82770700
1129,Plague Follower,NPC4.png,NPC4,13,2,200,100000002|114502001,0,101745000,2872296,2929896,286024,119451,119451,476800,495000,200,148628,356707,0,0,0,0,0,0,0,600,0,0,0,83369200
1130,Frost Dragon,NPC1.png,NPC1,13,1,201,100000002|100000002,0,130597500,4523750,4608443,388293,138000,138000,484500,518747,205,153753,369007,0,0,0,0,30,0,0,600,0,0,0,83967700
1131,Geb,2009.png,GB2,13,2,201,100000003|110302001,0,119250000,4125000,4201660,356660,140000,140000,485000,520830,205,154170,370008,0,0,0,0,50,0,0,600,0,0,0,84566200
1132,Famine Knight,NPC11.png,NPC11,13,3,201,100000004|110302001,0,119775000,4137500,4213826,360326,142000,142000,485500,522913,205,154587,371009,0,0,0,0,50,0,0,600,0,0,0,85164700
1133,Death Knight,NPC10.png,NPC10,13,1,201,100000003|114502001,0,120300000,4150000,4225992,363992,144000,144000,486000,524996,205,155004,372010,0,0,0,0,50,0,0,600,0,0,0,85763200
1134,Eye of Samsara,NPC16.png,NPC16,13,2,201,100000004|114502001,0,120825000,4162500,4238158,367658,146000,146000,486500,527079,205,155421,373010,0,0,0,0,50,0,0,600,0,0,0,86361700
1135,Kappa Virginis,NPC6.png,NPC6,13,1,201,100000003|100000003,0,121350000,4175000,4250324,371324,148000,148000,487000,529162,205,155838,374011,0,0,0,0,50,0,0,600,0,0,0,86960200
1136,Nuit,2011.png,NT2,13,3,201,100000003|110302001,0,121875000,4187500,4262490,374990,150000,150000,487500,531245,205,156255,375012,0,0,0,0,70,0,0,600,0,0,0,87558700
1137,Ear of Stasis,NPC16.png,NPC16,13,2,201,100000004|110302001,0,122400000,4200000,4274656,378656,152000,152000,488000,533328,205,156672,376013,0,0,0,0,70,0,0,600,0,0,0,88157200
1138,Mouth of Rebellion,NPC6.png,NPC6,13,3,201,100000003|114502001,0,122925000,4212500,4286822,382322,154000,154000,488500,535411,205,157089,377014,0,0,0,0,70,0,0,600,0,0,0,88755700
