npc_id,name,avatar_path,spine_name,spine_name_shenhe,role,job,level,skill_id_list,skill_id_normal_attack,hp,minatk,maxatk,pdef,mdef,def,defend_ignore_level,hit,dhit,cir,dcir,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
10016,侍魂,2038.png,WN0,WN0,24,1,120,112902001,0,3591000,145600,160160,6720,8557,8557,20160,25760,62,19600,19600,0,0,0,0,0,0,0,3000,0,0,0
10017,西王母,2027.png,XWM1,XWM1,24,2,120,100109001,0,1859625,75400,82940,3480,4431,4431,10440,13340,32,10150,10150,0,0,0,0,0,0,0,3000,0,0,0
10018,月夜见尊,NPC30.png,NPC30,NPC30,24,3,120,100101001,0,3719250,150800,165880,6960,8863,8863,20880,26680,64,20300,20300,0,0,0,0,0,0,0,3000,0,0,0
10019,霜巨人,NPC39.png,NPC39,NPC39,24,1,120,112202001,0,2116125,85800,94380,3960,5043,5043,11880,15180,36,11550,11550,0,0,0,0,0,0,0,3000,0,0,0
10020,巫灵,NPC18.png,NPC18,NPC18,24,2,120,112901001,0,4232250,171600,188760,7920,10085,10085,23760,30360,73,23100,23100,0,0,0,0,0,0,0,3000,0,0,0
10021,蓝龙王,NPC48.png,NPC48,NPC48,24,3,120,112801001,0,1987875,80600,88660,3720,4737,4737,11160,14260,34,10850,10850,0,0,0,0,0,0,0,3000,0,0,0
10022,魔神侍女,2019.png,NMXS0,NMXS0,24,1,120,112902001,0,3975750,161200,177320,7440,9474,9474,22320,28520,68,21700,21700,0,0,0,0,0,0,0,3000,0,0,0
10023,战斗天使,NPC51.png,NPC51,NPC51,24,2,120,110501001,0,2052000,83200,91520,3840,4890,4890,11520,14720,35,11200,11200,0,0,0,0,0,0,0,3000,0,0,0
10024,血婴,NPC19.png,NPC19,NPC19,24,3,120,113301001,0,4104000,166400,183040,7680,9780,9780,23040,29440,70,22400,22400,0,0,0,0,0,0,0,3000,0,0,0
10025,尤利尔,2003.png,LXF0,LXF0,24,1,120,112202001,0,2116125,85800,94380,3960,5043,5043,11880,15180,36,11550,11550,0,0,0,0,0,0,0,3000,0,0,0
10026,阿耳戈斯,2022.png,BLDD0,BLDD0,24,2,120,112901001,0,4232250,171600,188760,7920,10085,10085,23760,30360,73,23100,23100,0,0,0,0,0,0,0,3000,0,0,0
10027,厄瑞玻斯,2031.png,ERBS0,ERBS0,24,3,120,112801001,0,2180250,88400,97240,4080,5196,5196,12240,15640,37,11900,11900,0,0,0,0,0,0,0,3000,0,0,0
10028,无面女妖,NPC20.png,NPC20,NPC20,24,1,120,112902001,0,4360500,176800,194480,8160,10391,10391,24480,31280,75,23800,23800,0,0,0,0,0,0,0,3000,0,0,0
10029,尘世巨蟒,NPC22.png,NPC22,NPC22,24,2,120,110902001,0,2468813,100100,110110,4620,5883,5883,13860,17710,42,13475,13475,0,0,0,0,0,0,0,3000,0,0,0
10030,摄魂典狱长,2035.png,AD0,AD0,24,3,120,110201001,0,4937625,200200,220220,9240,11766,11766,27720,35420,85,26950,26950,0,0,0,0,0,0,0,3000,0,0,0
10031,熊娘,2007.png,XN0,XN0,24,1,120,100304001,0,2308500,93600,102960,4320,5501,5501,12960,16560,40,12600,12600,0,0,0,0,0,0,0,3000,0,0,0
10032,火祭祀,NPC31.png,NPC31,NPC31,24,2,120,112201001,0,4617000,187200,205920,8640,11002,11002,25920,33120,79,25200,25200,0,0,0,0,0,0,0,3000,0,0,0
10033,黑龙王,NPC46.png,NPC46,NPC46,24,3,120,100101001,0,2372625,96200,105820,4440,5654,5654,13320,17020,41,12950,12950,0,0,0,0,0,0,0,3000,0,0,0
10034,墨女,2046.png,YXNM0,YXNM0,24,1,120,112901001,0,4745250,192400,211640,8880,11308,11308,26640,34040,81,25900,25900,0,0,0,0,0,0,0,3000,0,0,0
10035,狐仙,NPC31.png,NPC31,NPC31,24,2,120,100303001,0,2436750,98800,108680,4560,5807,5807,13680,17480,42,13300,13300,0,0,0,0,0,0,0,3000,0,0,0
10036,孔雀女妖,NPC22.png,NPC22,NPC22,24,3,120,112002001,0,4873500,197600,217360,9120,11614,11614,27360,34960,84,26600,26600,0,0,0,0,0,0,0,3000,0,0,0
10037,马面,NPC37.png,NPC37,NPC37,24,1,120,100304001,0,2500875,101400,111540,4680,5960,5960,14040,17940,43,13650,13650,0,0,0,0,0,0,0,3000,0,0,0
10038,地狱女仆,2015.png,YD0,YD0,24,2,120,112201001,0,5001750,202800,223080,9360,11919,11919,28080,35880,86,27300,27300,0,0,0,0,0,0,0,3000,0,0,0
10039,毒蛇王,NPC25.png,NPC25,NPC25,24,3,120,100101001,0,2821500,114400,125840,5280,6724,6724,15840,20240,48,15400,15400,0,0,0,0,0,0,0,3000,0,0,0
10040,树精,NPC23.png,NPC23,NPC23,24,1,120,100304001,0,5643000,228800,251680,10560,13447,13447,31680,40480,97,30800,30800,0,0,0,0,0,0,0,3000,0,0,0
10041,暗影尊者,NPC44.png,NPC44,NPC44,24,2,120,112201001,0,2629125,106600,117260,4920,6265,6265,14760,18860,45,14350,14350,0,0,0,0,0,0,0,3000,0,0,0
10042,伊西斯,2021.png,YXS0,YXS0,24,3,120,100101001,0,5258250,213200,234520,9840,12530,12530,29520,37720,90,28700,28700,0,0,0,0,0,0,0,3000,0,0,0
10043,伊敦,2015.png,YD0,YD0,24,1,120,100304001,0,2693250,109200,120120,5040,6418,6418,15120,19320,46,14700,14700,0,0,0,0,0,0,0,3000,0,0,0
10044,天魔女,NPC24.png,NPC24,NPC24,24,2,120,112201001,0,5386500,218400,240240,10080,12836,12836,30240,38640,92,29400,29400,0,0,0,0,0,0,0,3000,0,0,0
10045,贝露丹迪,2022.png,BLDD1,BLDD1,24,3,120,100101001,0,2757375,111800,122980,5160,6571,6571,15480,19780,47,15050,15050,0,0,0,0,0,0,0,3000,0,0,0
10046,人马女王,2023.png,XF0,XF0,24,1,120,112602001,0,5514750,223600,245960,10320,13142,13142,30960,39560,95,30100,30100,0,0,0,0,0,0,0,3000,0,0,0
10047,希芙,2023.png,XF0,XF0,24,2,120,100110001,0,2821500,114400,125840,5280,6724,6724,15840,20240,48,15400,15400,0,0,0,0,0,0,0,3000,0,0,0
10048,蛇妖,NPC24.png,NPC24,NPC24,24,3,120,112602001,0,5643000,228800,251680,10560,13447,13447,31680,40480,97,30800,30800,0,0,0,0,0,0,0,3000,0,0,0
10049,奥丁,2035.png,AD0,AD0,24,1,120,112202001,0,3174188,128700,141570,5940,7564,7564,17820,22770,54,17325,17325,0,0,0,0,0,0,0,3000,0,0,0
10050,暗蛟龙,NPC28.png,NPC28,NPC28,24,2,120,112901001,0,6348375,257400,283140,11880,15128,15128,35640,45540,109,34650,34650,0,0,0,0,0,0,0,3000,0,0,0
10051,影妖,NPC52.png,NPC52,NPC52,24,3,120,112801001,0,2949750,119600,131560,5520,7029,7029,16560,21160,51,16100,16100,0,0,0,0,0,0,0,3000,0,0,0
10052,鬼婆,NPC26.png,NPC26,NPC26,24,1,120,112902001,0,5899500,239200,263120,11040,14059,14059,33120,42320,101,32200,32200,0,0,0,0,0,0,0,3000,0,0,0
10053,刑天,NPC46.png,NPC46,NPC46,24,2,120,100302001,0,3013875,122200,134420,5640,7182,7182,16920,21620,52,16450,16450,0,0,0,0,0,0,0,3000,0,0,0
10054,努特分身,2011.png,NT0,NT0,24,3,120,112801001,0,6027750,244400,268840,11280,14364,14364,33840,43240,103,32900,32900,0,0,0,0,0,0,0,3000,0,0,0
10055,鹰头狮,NPC34.png,NPC34,NPC34,24,1,120,112901001,0,3078000,124800,137280,5760,7335,7335,17280,22080,53,16800,16800,0,0,0,0,0,0,0,3000,0,0,0
10056,娜迦女妖,NPC27.png,NPC27,NPC27,24,2,120,112801001,0,6156000,249600,274560,11520,14670,14670,34560,44160,106,33600,33600,0,0,0,0,0,0,0,3000,0,0,0
10057,米凯尔,2020.png,MS0,MS0,24,3,120,112902001,0,3142125,127400,140140,5880,7488,7488,17640,22540,54,17150,17150,0,0,0,0,0,0,0,3000,0,0,0
10058,路西法,2024.png,LLS2,LLS2,24,1,120,100302001,0,6284250,254800,280280,11760,14975,14975,35280,45080,108,34300,34300,0,0,0,0,0,0,0,3000,0,0,0
10059,北海妖女,NPC30.png,NPC30,NPC30,24,2,120,112801001,0,3687188,149500,164450,6900,8787,8787,20700,26450,63,20125,20125,0,0,0,0,0,0,0,3000,0,0,0
10060,潘多拉,2013.png,PDL0,PDL0,24,3,120,111801001,0,7374375,299000,328900,13800,17573,17573,41400,52900,127,40250,40250,0,0,0,0,0,0,0,3000,0,0,0
10061,尤利尔,2003.png,LXF0,LXF0,24,1,120,112202001,0,2783025,118482,126945,4948,6655,6655,14843,19530,39,16275,16275,0,0,0,0,0,0,0,3000,0,0,0
10062,阿耳戈斯,2022.png,BLDD0,BLDD0,24,2,120,112901001,0,5301000,225680,241800,9424,12675,12675,28272,37200,74,31000,31000,0,0,0,0,0,0,0,3000,0,0,0
10063,影仆,2017.png,LFE0,LFE0,24,3,120,112801001,0,2872800,122304,131040,5107,6869,6869,15322,20160,40,16800,16800,0,0,0,0,0,0,0,3000,0,0,0
10064,阿佩普,2029.png,APP1,APP1,24,1,120,112902001,0,5472000,232960,249600,9728,13084,13084,29184,38400,77,32000,32000,0,0,0,0,0,0,0,3000,0,0,0
10065,影妖,NPC52.png,NPC52,NPC52,24,2,120,111901001,0,2962575,126126,135135,5267,7084,7084,15800,20790,42,17325,17325,0,0,0,0,0,0,0,3000,0,0,0
10066,鬼婆,NPC26.png,NPC26,NPC26,24,3,120,100310001,0,5643000,240240,257400,10032,13493,13493,30096,39600,79,33000,33000,0,0,0,0,0,0,0,3000,0,0,0
10067,阿努比斯,2034.png,ANBS0,ANBS0,24,1,120,112202001,0,3052350,129948,139230,5426,7299,7299,16279,21420,43,17850,17850,0,0,0,0,0,0,0,3000,0,0,0
10068,法老魂,NPC29.png,NPC29,NPC29,24,2,120,112901001,0,5814000,247520,265200,10336,13902,13902,31008,40800,82,34000,34000,0,0,0,0,0,0,0,3000,0,0,0
10069,鹰头狮,NPC34.png,NPC34,NPC34,24,3,120,112801001,0,3456338,147147,157658,6145,8264,8264,18434,24255,49,20213,20213,0,0,0,0,0,0,0,3000,0,0,0
10070,斯芬克斯,2036.png,FTSS0,FTSS0,24,1,120,112902001,0,6583500,280280,300300,11704,15742,15742,35112,46200,92,38500,38500,0,0,0,0,0,0,0,3000,0,0,0
10071,贝露丹迪,2022.png,BLDD1,BLDD1,24,2,120,110201001,0,3231900,137592,147420,5746,7728,7728,17237,22680,45,18900,18900,0,0,0,0,0,0,0,3000,0,0,0
10072,阿努比斯,2034.png,ANBS0,ANBS0,24,3,120,100302001,0,6156000,262080,280800,10944,14720,14720,32832,43200,86,36000,36000,0,0,0,0,0,0,0,3000,0,0,0
10073,毒蛇王,NPC25.png,NPC25,NPC25,24,1,120,112202001,0,3321675,141414,151515,5905,7942,7942,17716,23310,47,19425,19425,0,0,0,0,0,0,0,3000,0,0,0
10074,树精,NPC23.png,NPC23,NPC23,24,2,120,112901001,0,6327000,269360,288600,11248,15129,15129,33744,44400,89,37000,37000,0,0,0,0,0,0,0,3000,0,0,0
10075,火祭祀,NPC31.png,NPC31,NPC31,24,3,120,112801001,0,3411450,145236,155610,6065,8157,8157,18194,23940,48,19950,19950,0,0,0,0,0,0,0,3000,0,0,0
10076,炎女,NPC30.png,NPC30,NPC30,24,1,120,112902001,0,6498000,276640,296400,11552,15537,15537,34656,45600,91,38000,38000,0,0,0,0,0,0,0,3000,0,0,0
10077,伊敦,2015.png,YD0,YD0,24,2,120,100109001,0,3501225,149058,159705,6224,8372,8372,18673,24570,49,20475,20475,0,0,0,0,0,0,0,3000,0,0,0
10078,天魔女,NPC24.png,NPC24,NPC24,24,3,120,100101001,0,6669000,283920,304200,11856,15946,15946,35568,46800,94,39000,39000,0,0,0,0,0,0,0,3000,0,0,0
10079,巫灵,NPC18.png,NPC18,NPC18,24,1,120,112202001,0,3950100,168168,180180,7022,9445,9445,21067,27720,55,23100,23100,0,0,0,0,0,0,0,3000,0,0,0
10080,娜迦女妖,NPC27.png,NPC27,NPC27,24,2,120,112901001,0,7524000,320320,343200,13376,17991,17991,40128,52800,106,44000,44000,0,0,0,0,0,0,0,3000,0,0,0
10081,尤利尔,2003.png,LXF0,LXF0,24,3,120,112801001,0,3635888,154791,165848,6464,8694,8694,19391,25515,51,21263,21263,0,0,0,0,0,0,0,3000,0,0,0
10082,努特分身,2011.png,NT0,NT0,24,1,120,112902001,0,6925500,294840,315900,12312,16560,16560,36936,48600,97,40500,40500,0,0,0,0,0,0,0,3000,0,0,0
10083,摄魂典狱长,2018.png,MNTLS0,MNTLS0,24,2,120,110501001,0,3680775,156702,167895,6544,8801,8801,19631,25830,52,21525,21525,0,0,0,0,0,0,0,3000,0,0,0
10084,红蛇魔女,NPC31.png,NPC31,NPC31,24,3,120,113301001,0,7011000,298480,319800,12464,16764,16764,37392,49200,98,41000,41000,0,0,0,0,0,0,0,3000,0,0,0
10085,盖布,2009.png,GB0,GB0,24,1,120,112202001,0,3725663,158613,169943,6623,8908,8908,19870,26145,52,21788,21788,0,0,0,0,0,0,0,3000,0,0,0
10086,食人魔,NPC22.png,NPC22,NPC22,24,2,120,112901001,0,7096500,302120,323700,12616,16969,16969,37848,49800,100,41500,41500,0,0,0,0,0,0,0,3000,0,0,0
10087,雷米尔,2003.png,LXF2,LXF2,24,3,120,112801001,0,3770550,160524,171990,6703,9016,9016,20110,26460,53,22050,22050,0,0,0,0,0,0,0,3000,0,0,0
10088,奈芙蒂斯,2005.png,NFDS0,NFDS0,24,1,120,112902001,0,7182000,305760,327600,12768,17173,17173,38304,50400,101,42000,42000,0,0,0,0,0,0,0,3000,0,0,0
10089,巫灵,NPC18.png,NPC18,NPC18,24,2,120,110902001,0,4196981,178679,191441,7461,10035,10035,22384,29453,59,24544,24544,0,0,0,0,0,0,0,3000,0,0,0
10090,斯芬克斯,2036.png,FTSS0,FTSS0,24,3,120,110201001,0,7994250,340340,364650,14212,19115,19115,42636,56100,112,46750,46750,0,0,0,0,0,0,0,3000,0,0,0
10091,女战魔,NPC33.png,NPC33,NPC33,24,1,120,100304001,0,3860325,164346,176085,6863,9230,9230,20588,27090,54,22575,22575,0,0,0,0,0,0,0,3000,0,0,0
10092,大天狗,NPC32.png,NPC32,NPC32,24,2,120,112201001,0,7353000,313040,335400,13072,17582,17582,39216,51600,103,43000,43000,0,0,0,0,0,0,0,3000,0,0,0
10093,火祭祀,NPC31.png,NPC31,NPC31,24,3,120,100101001,0,3905213,166257,178133,6943,9338,9338,20828,27405,55,22838,22838,0,0,0,0,0,0,0,3000,0,0,0
10094,炎女,NPC30.png,NPC30,NPC30,24,1,120,112901001,0,7438500,316680,339300,13224,17786,17786,39672,52200,104,43500,43500,0,0,0,0,0,0,0,3000,0,0,0
10095,毒蛇王,NPC25.png,NPC25,NPC25,24,2,120,100303001,0,3950100,168168,180180,7022,9445,9445,21067,27720,55,23100,23100,0,0,0,0,0,0,0,3000,0,0,0
10096,黑暗女神,NPC38.png,NPC38,NPC38,24,3,120,112002001,0,7524000,320320,343200,13376,17991,17991,40128,52800,106,44000,44000,0,0,0,0,0,0,0,3000,0,0,0
10097,盖布,2009.png,GB0,GB0,24,1,120,100304001,0,3994988,170079,182228,7102,9552,9552,21307,28035,56,23363,23363,0,0,0,0,0,0,0,3000,0,0,0
10098,食人魔,NPC22.png,NPC22,NPC22,24,2,120,112201001,0,7609500,323960,347100,13528,18195,18195,40584,53400,107,44500,44500,0,0,0,0,0,0,0,3000,0,0,0
10099,毒蛇王,NPC25.png,NPC25,NPC25,24,3,120,100101001,0,4443863,189189,202703,7900,10626,10626,23701,31185,62,25988,25988,0,0,0,0,0,0,0,3000,0,0,0
10100,努特,2011.png,NT2,NT2,24,2,120,100304001,0,8464500,360360,386100,15048,20240,20240,45144,59400,119,49500,49500,0,0,0,0,0,0,0,3000,0,0,0
10101,尘世巨蟒,NPC22.png,NPC22,NPC22,24,1,120,112201001,0,4084763,173901,186323,7262,9767,9767,21785,28665,57,23888,23888,0,0,0,0,0,0,0,3000,0,0,0
10102,摄魂典狱长,2035.png,AD0,AD0,24,3,120,100101001,0,7780500,331240,354900,13832,18604,18604,41496,54600,109,45500,45500,0,0,0,0,0,0,0,3000,0,0,0
10103,毒蛇王,NPC25.png,NPC25,NPC25,24,1,120,100304001,0,4129650,175812,188370,7342,9874,9874,22025,28980,58,24150,24150,0,0,0,0,0,0,0,3000,0,0,0
10104,食人魔,NPC22.png,NPC22,NPC22,24,2,120,112201001,0,7866000,334880,358800,13984,18808,18808,41952,55200,110,46000,46000,0,0,0,0,0,0,0,3000,0,0,0
10105,尤利尔,2003.png,LXF0,LXF0,24,3,120,100101001,0,4174538,177723,190418,7421,9982,9982,22264,29295,59,24413,24413,0,0,0,0,0,0,0,3000,0,0,0
10106,努特,2011.png,NT2,NT2,24,1,120,112602001,0,7951500,338520,362700,14136,19013,19013,42408,55800,112,46500,46500,0,0,0,0,0,0,0,3000,0,0,0
10107,天魔女,NPC24.png,NPC24,NPC24,24,2,120,100110001,0,4219425,179634,192465,7501,10089,10089,22504,29610,59,24675,24675,0,0,0,0,0,0,0,3000,0,0,0
10108,巫灵,NPC18.png,NPC18,NPC18,24,3,120,112602001,0,8037000,342160,366600,14288,19217,19217,42864,56400,113,47000,47000,0,0,0,0,0,0,0,3000,0,0,0
10109,火祭祀,NPC31.png,NPC31,NPC31,24,1,120,112202001,0,4690744,199700,213964,8339,11216,11216,25017,32918,66,27431,27431,0,0,0,0,0,0,0,3000,0,0,0
10110,炎女,NPC30.png,NPC30,NPC30,24,2,120,112901001,0,8934750,380380,407550,15884,21364,21364,47652,62700,125,52250,52250,0,0,0,0,0,0,0,3000,0,0,0
10111,加百列,2030.png,WL1,WL1,24,3,120,112801001,0,4309200,183456,196560,7661,10304,10304,22982,30240,60,25200,25200,0,0,0,0,0,0,0,3000,0,0,0
10112,涅墨西斯,2019.png,NMXS0,NMXS0,24,1,120,112902001,0,8208000,349440,374400,14592,19626,19626,43776,57600,115,48000,48000,0,0,0,0,0,0,0,3000,0,0,0
10113,树精,NPC23.png,NPC23,NPC23,24,2,120,100302001,0,4354088,185367,198608,7741,10411,10411,23222,30555,61,25463,25463,0,0,0,0,0,0,0,3000,0,0,0
10114,火祭祀,NPC31.png,NPC31,NPC31,24,3,120,112801001,0,8293500,353080,378300,14744,19831,19831,44232,58200,116,48500,48500,0,0,0,0,0,0,0,3000,0,0,0
10115,炎女,NPC30.png,NPC30,NPC30,24,1,120,112901001,0,4398975,187278,200655,7820,10518,10518,23461,30870,62,25725,25725,0,0,0,0,0,0,0,3000,0,0,0
10116,伊敦,2015.png,YD0,YD0,24,2,120,112801001,0,8379000,356720,382200,14896,20035,20035,44688,58800,118,49000,49000,0,0,0,0,0,0,0,3000,0,0,0
10117,贝露丹迪,2022.png,BLDD1,BLDD1,24,3,120,112902001,0,4443863,189189,202703,7900,10626,10626,23701,31185,62,25988,25988,0,0,0,0,0,0,0,3000,0,0,0
10118,米若陶洛斯,2018.png,MNTLS1,MNTLS1,24,1,120,100302001,0,8464500,360360,386100,15048,20240,20240,45144,59400,119,49500,49500,0,0,0,0,0,0,0,3000,0,0,0
10119,巫灵,NPC18.png,NPC18,NPC18,24,2,120,112801001,0,5162063,219765,235463,9177,12343,12343,27531,36225,72,30188,30188,0,0,0,0,0,0,0,3000,0,0,0
10120,斯芬克斯,2036.png,FTSS0,FTSS0,24,3,120,111801001,0,9832500,418600,448500,17480,23511,23511,52440,69000,138,57500,57500,0,0,0,0,0,0,0,3000,0,0,0
10121,盖布,2009.png,GB0,GB0,24,1,125,112202001,0,3644438,159588,168454,6820,8098,8098,20460,23870,44,20460,20460,0,0,0,0,0,0,0,3000,0,0,0
10122,食人魔,NPC22.png,NPC22,NPC22,24,2,125,112901001,0,6626250,290160,306280,12400,14723,14723,37200,43400,81,37200,37200,0,0,0,0,0,0,0,3000,0,0,0
10123,天马,NPC35.png,NPC35,NPC35,24,3,125,112801001,0,3762000,164736,173888,7040,8359,8359,21120,24640,46,21120,21120,0,0,0,0,0,0,0,3000,0,0,0
10124,地狱魔王,NPC37.png,NPC37,NPC37,24,1,125,112902001,0,6840000,299520,316160,12800,15198,15198,38400,44800,83,38400,38400,0,0,0,0,0,0,0,3000,0,0,0
10125,尘世巨蟒,NPC22.png,NPC22,NPC22,24,2,125,111901001,0,3879563,169884,179322,7260,8620,8620,21780,25410,47,21780,21780,0,0,0,0,0,0,0,3000,0,0,0
10126,美杜莎,2001.png,MDS0,MDS0,24,3,125,100310001,0,7053750,308880,326040,13200,15673,15673,39600,46200,86,39600,39600,0,0,0,0,0,0,0,3000,0,0,0
10127,毒蛇王,NPC25.png,NPC25,NPC25,24,1,125,112202001,0,3997125,175032,184756,7480,8881,8881,22440,26180,49,22440,22440,0,0,0,0,0,0,0,3000,0,0,0
10128,食人魔,NPC22.png,NPC22,NPC22,24,2,125,112901001,0,7267500,318240,335920,13600,16148,16148,40800,47600,88,40800,40800,0,0,0,0,0,0,0,3000,0,0,0
10129,愤怒的美杜莎,2001.png,MDS2,MDS2,24,3,125,112801001,0,4526156,198198,209209,8470,10057,10057,25410,29645,55,25410,25410,0,0,0,0,0,0,0,3000,0,0,0
10130,米若陶洛斯,2018.png,MNTLS1,MNTLS1,24,1,125,112902001,0,8229375,360360,380380,15400,18285,18285,46200,53900,100,46200,46200,0,0,0,0,0,0,0,3000,0,0,0
10131,炎女,NPC30.png,NPC30,NPC30,24,2,125,110201001,0,4232250,185328,195624,7920,9404,9404,23760,27720,51,23760,23760,0,0,0,0,0,0,0,3000,0,0,0
10132,伊敦,2015.png,YD0,YD0,24,3,125,100302001,0,7695000,336960,355680,14400,17098,17098,43200,50400,94,43200,43200,0,0,0,0,0,0,0,3000,0,0,0
10133,贝露丹迪,2022.png,BLDD1,BLDD1,24,1,125,112202001,0,4349813,190476,201058,8140,9665,9665,24420,28490,53,24420,24420,0,0,0,0,0,0,0,3000,0,0,0
10134,内比罗斯,2010.png,NBLS0,NBLS0,24,2,125,112901001,0,7908750,346320,365560,14800,17573,17573,44400,51800,96,44400,44400,0,0,0,0,0,0,0,3000,0,0,0
10135,失魂怪,NPC7.png,NPC7,NPC7,24,3,125,112801001,0,4467375,195624,206492,8360,9926,9926,25080,29260,54,25080,25080,0,0,0,0,0,0,0,3000,0,0,0
10136,天马,NPC35.png,NPC35,NPC35,24,1,125,112902001,0,8122500,355680,375440,15200,18048,18048,45600,53200,99,45600,45600,0,0,0,0,0,0,0,3000,0,0,0
10137,地狱邪神,NPC39.png,NPC39,NPC39,24,2,125,100109001,0,4584938,200772,211926,8580,10187,10187,25740,30030,56,25740,25740,0,0,0,0,0,0,0,3000,0,0,0
10138,双子女妖,NPC41.png,NPC41,NPC41,24,3,125,100101001,0,8336250,365040,385320,15600,18523,18523,46800,54600,101,46800,46800,0,0,0,0,0,0,0,3000,0,0,0
10139,阿佩普,2029.png,APP1,APP1,24,1,125,112202001,0,5172750,226512,239096,9680,11494,11494,29040,33880,63,29040,29040,0,0,0,0,0,0,0,3000,0,0,0
10140,涅墨西斯,2019.png,NMXS2,NMXS2,24,2,125,112901001,0,9405000,411840,434720,17600,20897,20897,52800,61600,114,52800,52800,0,0,0,0,0,0,0,3000,0,0,0
10141,巨口怪,NPC5.png,NPC5,NPC5,24,3,125,112801001,0,4761281,208494,220077,8910,10579,10579,26730,31185,58,26730,26730,0,0,0,0,0,0,0,3000,0,0,0
10142,缪斯分身,2020.png,MS0,MS0,24,1,125,112902001,0,8656875,379080,400140,16200,19235,19235,48600,56700,105,48600,48600,0,0,0,0,0,0,0,3000,0,0,0
10143,混沌之主,NPC44.png,NPC44,NPC44,24,2,125,110501001,0,4820063,211068,222794,9020,10710,10710,27060,31570,59,27060,27060,0,0,0,0,0,0,0,3000,0,0,0
10144,幼神女,2025.png,LHFR0,LHFR0,24,3,125,113301001,0,8763750,383760,405080,16400,19473,19473,49200,57400,107,49200,49200,0,0,0,0,0,0,0,3000,0,0,0
10145,斯芬克斯,2036.png,FTSS0,FTSS0,24,1,125,112202001,0,4878844,213642,225511,9130,10841,10841,27390,31955,59,27390,27390,0,0,0,0,0,0,0,3000,0,0,0
10146,骨龙,NPC40.png,NPC40,NPC40,24,2,125,112901001,0,8870625,388440,410020,16600,19710,19710,49800,58100,108,49800,49800,0,0,0,0,0,0,0,3000,0,0,0
