npc_id,stage,hero_cid,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
200017,1,2037,Ra,2037.png,R0,26,7,5,3,400,123601001|123602001|163601001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200018,2,2037,Sun God,2037_UR.png,R_UR,26,8,5,3,400,123601001|123602001|163601001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200019,3,2037,Blazing Triumph-Ra,2037_UR_PLUS.png,R_UR_PLUS,26,9,5,3,400,123601001|123602001|163601001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200020,4,2037,Nightfall Passion - Ra,2037_MR.png,R_MR,26,15,5,3,400,123601001|123602001|163601001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200021,1,2050,Chaos,2050.png,KES0,26,7,5,2,400,124901001|124902001|164901001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200022,2,2050,Original Creation,2050_UR.png,KES_UR,26,8,5,2,400,124901001|124902001|164901001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200023,3,2050,Primeval Chaos-Chaos,2050_UR_PLUS.png,KES_UR_PLUS,26,9,5,2,400,124901001|124902001|164901001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200024,4,2050,The Queen's Gambit,2050_MR.png,KES_MR,26,15,5,2,400,124901001|124902001|164901001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200025,1,2053,Himiko,2053.png,BMH0,26,7,5,1,400,125201001|125202001|165201001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200026,2,2053,Under the Sky,2053_UR.png,BMH_UR,26,8,5,1,400,125201001|125202001|165201001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200027,3,2053,Sipping Under Moon - Himiko,2053_UR_PLUS.png,BMH_UR_PLUS,26,9,5,1,400,125201001|125202001|165201001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200028,4,2053,Crimson Slayer - Himiko,2053_MR.png,BMH_MR,26,15,5,1,400,125201001|125202001|165201001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200029,1,2051,Heimdall,2051.png,HMDE0,26,7,5,1,400,125001001|125002001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200030,2,2051,Iron Solidarity,2051_UR.png,HMDE_UR,26,8,5,1,400,125001001|125002001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200031,3,2051,Bird of the Golden Cage - Heimdall,2051_UR_PLUS.png,HMDE_UR_PLUS,26,9,5,1,400,125001001|125002001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200032,4,2051,Sacred Maiden - Heimdall,2051_MR.png,HMDE_MR,26,15,5,1,400,125001001|125002001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200033,1,2055,Frost Dragon,2055.png,LB0,26,7,5,3,400,115401001|115402001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200034,2,2055,Ice and Snow,2055_UR.png,LB_UR,26,8,5,3,400,125401001|125402001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200035,3,2055,Glacier Shadow - Frost Dragon,2055_UR_PLUS.png,LB_UR_PLUS,26,9,5,3,400,125401001|125402001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200036,4,2055,Frost Queen,2055_MR.png,LB_MR,26,15,5,3,400,125401001|125402001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200037,1,2054,Enmusubi,2054.png,ZRNZ0,26,7,5,3,400,115301001|115302001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200038,2,2054,情深缱绻-缘结神,2054_UR.png,ZRNZ_UR,26,8,5,3,400,125302001|125302001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200039,3,2054,Sparkling Affection - Enmusubi,2054_UR_PLUS.png,ZRNZ_UR_PLUS,26,9,5,3,400,125302001|125302001|215314001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200040,4,2054,Fate Stitcher - Enmusubi,2054_MR.png,ZRNZ_MR,26,15,5,3,400,125302001|125302001|225314001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200041,1,2056,Ember Dragon,2056.png,LH0,26,7,5,1,400,115501001|115502001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200042,2,2056,Incinerate the Sky,2056_UR.png,LH_UR,26,8,5,1,400,115501001|115502001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200043,3,2056,Charming Party - Ember Dragon,2056_UR_PLUS.png,LH_UR_PLUS,26,9,5,1,400,125501001|125502001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200044,4,2056,Terranean Queen-Ember Dragon,2056_MR.png,LH_MR,26,15,5,1,400,125501001|125502001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200045,1,2065,Gemini,2065.png,YWJ0,26,7,5,3,400,116401001|116402001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200046,2,2065,Dimension Breaker-Gemini,2065_UR.png,YWJ_UR,26,8,5,3,400,116401001|116402001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200047,3,2065,Oceanic Reverie - Gemini,2065_UR_PLUS.png,YWJ_UR_PLUS,26,9,5,3,400,126401001|126402001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200048,4,2065,Twilight Twins-Gemini,2065_MR.png,YWJ_MR,26,15,5,3,400,126401001|126402001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200049,1,2063,Sim Cheong,2063.png,SQE0,26,7,5,3,400,126201001|116202001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200050,2,2063,True Love Guardian,2063_UR.png,SQE_UR,26,8,5,3,400,126201001|116202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200051,3,2063,Floating Lotus - Sim Cheong,2063_UR_PLUS.png,SQE_UR_PLUS,26,9,5,3,400,126201001|126202001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200052,4,2063,Penglai Azure,2063_MR.png,SQE_MR,26,15,5,3,400,126201001|126202001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,10,0
200053,1,2082,Frigga,2082.png,FLJ0,26,7,5,3,400,118201001|118202001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200054,2,2082,Sapphire Bloom - Frigga,2082_UR.png,FLJ_UR,26,8,5,3,400,118201001|118202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200055,3,2082,Blush Fantasy - Frigga,2082_UR_PLUS.png,FLJ_UR_PLUS,26,9,5,3,400,128201001|128202001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200056,4,2082,Rose Enchantress,2082_MR.png,FLJ_MR,26,15,5,3,400,128201001|128202001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200057,1,2086,Hela,2086_UR.png,HLA_UR,26,7,5,3,400,128601001|128602001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200058,2,2086,Secret Pact,2086_UR_PLUS.png,HLA_UR_PLUS,26,8,5,3,400,128601001|128602001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200059,3,2086,Eternal Queen,2086_MR.png,HLA_MR,26,9,5,3,400,128601001|128602001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200060,4,2086,Eternal Queen,2086_MR.png,HLA_MR,26,15,5,3,400,128601001|128602001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,10,0
200061,1,2060,Freyja,2060.jpg,FLY0,26,7,5,3,400,115901001|115902001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200062,2,2060,Dazzling Starlight-Freyja,2060_UR.jpg,FLY_UR,26,8,5,3,400,115901001|125902001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200063,3,2060,Starry Fantasy - Freyja,2060_UR_PLUS.jpg,FLY_UR_PLUS,26,9,5,3,400,125901001|125902001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200064,4,2060,Starry Nocturne-Freyja,2060_MR.jpg,FLY_MR,26,15,5,3,400,125901001|125902001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200065,1,2076,Loki,2076.jpg,LJ0,26,7,5,3,400,117601001|117602001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200066,2,2076,Sweetheart Always - Loki,2076_UR.jpg,LJ_UR,26,8,5,3,400,117601001|117602001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200067,3,2076,Bubble Love-Loki,2076_UR_PLUS.jpg,LJ_UR_PLUS,26,9,5,3,400,117601001|127602001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200068,4,2076,Tender Holidays-Loki,2076_MR.jpg,LJ_MR,26,15,5,3,400,117601001|127602001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200069,1,2067,Chang'e,2067.jpg,CE0,26,7,5,3,400,116601001|116602001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200070,2,2067,Shadowless Moonlight-Chang'e,2067_UR.jpg,CE_UR,26,8,5,3,400,116601001|116602001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200071,3,2067,Garden Strolling - Chang'e,2067_UR_PLUS.jpg,CE_UR_PLUS,26,9,5,3,400,116601001|126602001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200072,4,2067,Spring Moonlight - Chang'e,2067_MR.jpg,CE_MR,26,15,5,3,400,116601001|126602001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200073,1,2068,Asura,2068.jpg,AXL0,26,7,5,3,400,116701001|116702001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200074,2,2068,Master of Their Own Destiny-Asura,2068_UR.jpg,AXL_UR,26,8,5,3,400,116701001|116702001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200075,3,2068,Eternal Fiend - Asura,2068_UR_PLUS.jpg,AXL_UR_PLUS,26,9,5,3,400,126701001|126702001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200076,4,2068,Eternal Fiend - Asura,2068_MR.jpg,AXL_MR,26,15,5,3,400,126701001|126702001,999999999,240000000,4500000,5500000,9999,10999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,30,0
200077,1,2083,Ares,2083.jpg,ARS0,26,7,5,1,400,118301001|118302001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200078,2,2083,Pyroblade Maiden - Ares,2083_UR.jpg,ARS_UR,26,8,5,1,400,118301001|118302001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200079,3,2083,Lounge Lady - Ares,2083_UR_PLUS.jpg,ARS_UR_PLUS,26,9,5,1,400,128301001|128302001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200080,4,2083,Lounge Lady - Ares,2083_MR.jpg,ARS_MR,26,15,5,1,400,128301001|128302001,999999999,240000000,4500000,5500000,9999,10999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,1,0
200081,1,2087,Prometheus,2087_UR.png,PLMXS_UR,26,7,5,1,400,128701001|128702001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200082,2,2087,Prometheus,2087_UR.png,PLMXS_UR,26,8,5,1,400,128701001|128702001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200083,3,2087,Radiant Queen - Prometheus,2087_UR_PLUS.png,PLMXS_UR_PLUS,26,9,5,1,400,128701001|128702001,999999999,105000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200084,4,2087,Mirror Fragrance - Prometheus,2087_MR.png,PLMXS_MR,26,15,5,1,400,128701001|128702001|228711001|228712001,999999999,240000000,4500000,5500000,9999,10999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,5,0
200085,1,2081,Horus,2081_0.png,HLS0,26,7,5,2,400,118101001|118102001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200086,2,2081,Radiance of Truth - Horus,2081_UR.png,HLS_UR,26,8,5,2,400,118101001|118102001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200087,3,2081,Twilight Divinity - Horus,2081_UR_PLUS.png,HLS_UR_PLUS,26,9,5,2,400,128101001|128102001,999999999,105000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200088,4,2081,Frenzied Nocturne - Horus,2081_MR.png,HLS_MR,26,15,5,2,400,128101001|128102001,999999999,240000000,4500000,5500000,9999,10999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,0,40,0
200089,1,2075,Zeus,2075.jpg,ZS0,26,7,5,2,400,117501001|117502001,999999999,10000000,50000,100000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200090,2,2075,Supreme Deity- Zeus,2075_UR.jpg,ZS_UR,26,8,5,2,400,117501001|117502001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200091,3,2075,Carefree Enchantment - Zeus,2075_UR_PLUS.jpg,ZS_UR_PLUS,26,9,5,2,400,127501001|127502001,999999999,105000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,150,0,0,0
200092,4,2075,Divine Covenant - Zeus,2075_MR.jpg,ZS_MR,26,15,5,2,400,127501001|127502001,999999999,280000000,5500000,6500000,9999,10999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,150,10,40,0
