cfg_id,max_count,quality,restore,day_limit_count,limit_group,limit_level,name,show_in_bag,icon,description,icon_kor
3000045,0,4,1,0,0,0,试炼证,0,3000045.png,在每日活动的活跃度宝箱中获得，达到一定数量可在试炼所领取奖励,
3000046,999,4,1,0,0,20,信件,1,3000046.png,众神之母活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000047,999,5,1,0,0,20,花束,1,3000047.png,众神之母活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000048,999,5,1,0,0,60,史诗召唤券,1,3000013.png,召唤界面使用，史诗召唤必须道具,
3000049,999,6,1,0,0,100,传说召唤券,1,3000014.png,召唤界面使用，传说召唤必须道具,
3000050,999,4,1,0,0,20,海星,1,3000050.png,守护海洋活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000051,999,5,1,0,0,20,贝壳,1,3000051.png,守护海洋活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000052,999,5,1,0,0,0,神王钥匙,1,3000052.png,战斗号角活动使用,
3000053,999,4,1,0,0,0,幸运币,1,3000053.png,幸运峡谷活动使用,
3000054,999,4,1,0,0,20,雪糕,1,3000054.png,泳装派对活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000055,999,5,1,0,0,20,甜筒,1,3000055.png,泳装派对活动期间战场挂机、挑战或扫荡boss掉落，可以在活动界面兑换道具。,
3000056,999,6,1,0,0,0,泳池之约,1,3000056.png,皮肤界面使用，可以兑换主角泳装派对的皮肤。,
3000057,999,6,1,0,0,0,卑弥呼的信物,1,3000057.png,皮肤界面使用，可以兑换卑弥呼的女神派对皮肤。,
3000058,999,4,1,0,0,20,花瓣,1,3000058.png,Peace & Love活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000059,999,5,1,0,0,20,橄榄枝,1,3000059.png,Peace & Love活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000060,0,4,1,0,0,70,宝石精华,0,3000060.png,在星辰试炼玩法通过试炼获得，积累后在宝石猎人玩法中领取奖励,
3000061,0,4,1,0,0,30,神核精华,0,3000061.png,在冒险和奇遇玩法中获得，积累后在神核猎人玩法中领取奖励,
3000062,999,4,1,0,0,60,恢复药水,1,3000062.png,深渊秘境中，可用来恢复一个女神50%的血量,
3000063,999,4,1,0,0,60,复活药水,1,3000063.png,深渊秘境中，可用来满血复活一个女神,
3000064,999,4,1,0,0,60,圣物召唤券,1,3000064.png,用来召唤圣物,
3000065,999,6,1,0,0,100,许愿符,1,3000065.png,许愿界面使用，可以直接召唤龙神,
3000066,999999999,6,1,0,0,100,龙鳞,1,3000066.png,龙神的鳞片，用来强化内饰，增加1200点内饰经验,
3000067,999,6,1,0,0,0,雨神信物,1,3000067.png,皮肤界面使用，可以兑换缘结神雨神皮肤。,
3000068,9999999,6,1,0,0,0,祝福,1,3000068.png,祝福女神，使得女神的魅力值提高30%。仅限金苹果之战中起效。,
3000069,9999999,6,1,0,0,0,奉献,1,3000069.png,女神奉献自己，使得魅力值变为500%，但只能战斗一次即退场。仅限金苹果之战中起效。,
3000070,9999999,6,1,0,0,0,持久,1,3000070.png,女神连胜退场的次数变为10次。仅限金苹果之战中起效。,
3000071,9999999,6,1,0,0,0,克隆,1,3000071.png,复制一个自身20%实力的克隆体代替自己出战，克隆死亡后自己才会出场。仅限金苹果之战中起效。,
3000072,99999,5,1,0,0,20,指南针,1,3000072.png,扬帆起航活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000073,99999,4,1,0,0,20,藏宝图,1,3000073.png,扬帆起航活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000074,999,6,1,0,0,0,阿努比斯的信物,1,3000074.png,皮肤界面使用，可以兑换阿努比斯的皮肤,
3000075,999,6,1,0,0,0,丘比特的信物,1,3000075.png,皮肤界面使用，可以兑换丘比特的皮肤。,
3000076,999,5,1,0,0,20,清酒,1,3000076.png,樱花节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000077,999,4,1,0,0,20,便当,1,3000077.png,樱花节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000078,999,6,1,0,0,0,瓦尔基里的信物,1,3000078.png,皮肤界面使用，可以兑换瓦尔基里的皮肤。,
3000079,999,6,1,0,0,0,猫又召唤券,1,3000079.png,猫又召唤活动期间使用，猫又召唤必须道具,
3000080,999,4,1,0,0,20,鲤鱼旗,1,3000080.png,五月好礼活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000081,999,5,1,0,0,20,和果子,1,3000081.png,五月好礼活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000082,999,6,1,0,0,0,传说号角,1,3000082.png,使本方所有队伍在使用号角的城市里战斗时，攻击+50%，防御+50%,
3000083,999,5,1,0,0,0,史诗号角,1,3000083.png,使本方所有队伍在使用号角的城市里战斗时，攻击+30%，防御+30%,
3000084,999,4,1,0,0,0,高级号角,1,3000084.png,使本方所有队伍在使用号角的城市里战斗时，攻击+10%，防御+20%,
3000085,999,3,1,0,0,0,初级号角,1,3000085.png,使本方所有队伍在使用号角的城市里战斗时，攻击+5%，防御+10%,
3000086,999,6,1,0,0,20,BOSS挑战券,1,3000086.png,活动期间副本挂机掉落，可用来挑战活动BOSS,
3000087,999,5,1,0,0,20,捧花,1,3000142.png,五月花季活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000088,999,6,1,0,0,0,限定召唤五折券,1,3000088.png,在限定召唤中使用后可对限定召唤所需要消耗的钻石进行打五折,
3000089,999,6,1,0,0,0,限定召唤七折券,1,3000089.png,在限定召唤中使用后可对限定召唤所需要消耗的钻石进行打七折,
3000090,999,6,1,0,0,0,限定召唤八折券,1,3000090.png,在限定召唤中使用后可对限定召唤所需要消耗的钻石进行打八折,
3000091,999,6,1,0,0,0,限定召唤九折券,1,3000091.png,在限定召唤中使用后可对限定召唤所需要消耗的钻石进行打九折,
3000092,999999,4,1,0,0,100,符文精华,1,3000092.png,通用天赋升级所需要的材料,
3000093,999999,4,1,0,0,100,战士符文,1,3000093.png,战士天赋升级所需要的材料,
3000094,999999,4,1,0,0,100,法师符文,1,3000094.png,法师天赋升级所需要的材料,
3000095,999999,4,1,0,0,100,射手符文,1,3000095.png,射手天赋升级所需要的材料,
3000096,999,6,1,0,0,0,幻想星戒,1,3000096.png,女神誓约所需的珍贵材料,
3000099,999,6,1,0,0,0,浪漫海滩,0,3000099.png,可解锁浪漫海滩背景,
3000100,0,6,1,0,0,0,万圣狂欢,0,3000100.png,可解锁万圣狂欢背景,
3000101,999999,4,1,0,0,20,星星碎片,1,3000101.png,天空派对活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000102,999999,5,1,0,0,20,月亮碎片,1,3000102.png,天空派对活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000103,999999,6,1,0,0,60,圣物重铸券,1,3000103.png,可以重铸圣物,
3000104,999999,2,1,0,0,60,灵气果实,1,3000104.png,增加幻兽100点经验值,
3000105,999999,3,1,0,0,60,宝玉果实,1,3000105.png,增加幻兽200点经验值,
3000106,999999,4,1,0,0,60,龙血果实,1,3000106.png,增加幻兽400点经验值,
3000107,999999,5,1,0,0,60,神界果实,1,3000107.png,增加幻兽800点经验值,
3000108,999999,2,1,0,0,60,逗兽棒,1,3000108.png,85%概率增加幻兽150点经验值,
3000109,999999,3,1,0,0,60,高贵的丝带,1,3000109.png,90%概率增加幻兽300点经验值,
3000110,999999,4,1,0,0,60,迷情蜡烛,1,3000110.png,95%概率增加幻兽500点经验值,
3000111,999999,5,1,0,0,60,灵魂之鞭,1,3000111.png,100%概率增加幻兽1000点经验值,
3000112,999999,5,1,0,0,20,月饼,,9000.png,中秋节活动专属兑换道具，可通过活动和日常挂机获取,
3000113,999999,5,1,0,0,20,女巫的体力药剂,1,3000113.png,恢复合成女巫活动中50点体力,
3000114,999999,5,1,0,0,20,女巫的排序魔法卡,1,3000114.png,可以在合成女巫活动中进行一次排序操作,
3000115,999999,5,1,0,0,20,女巫的消除魔法卡,1,3000115.png,可以在合成女巫活动中消除任意一个幽灵,
3000116,999999,5,1,0,0,20,南瓜灯,1,3000116.png,万圣节狂欢派对的美食，活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000117,999999,5,1,0,0,20,纸杯蛋糕,1,3000117.png,万圣节狂欢派对的美食，活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000118,999999,5,1,0,0,20,小幽灵,1,3000118.png,万圣节活动专属小幽灵，可通过活动和日常挂机获取,
3000119,999999,5,1,0,0,20,刀叉餐具,1,3000119.png,使用刀叉餐具分享美食，可获得钻石和积分,
3000120,999999,5,1,0,0,20,盲盒兑换券,1,3000120.png,使用此兑换券可用用来开启盲盒获取奖励,
3000121,999999,5,1,0,0,20,拐杖糖,1,3000121.png,圣诞节拐杖糖，可通过活动和日常挂机获取，快去享受圣诞狂欢吧。,
3000122,999999,5,1,0,0,110,许愿石,1,3000122.png,使用此道具可以去许愿池进行许愿。,
3000123,999999,5,1,0,0,20,祈福灯,1,3000123.png,新春祈福灯，可通过活动和日常挂机获取，快去享受新春快乐吧,
3000124,999,6,1,0,0,0,丘比特限定时装信物,1,3000124.png,皮肤界面使用，可以兑换丘比特限定时装。,
3000125,999,6,1,0,0,0,火神祝融限定时装信物,1,3000125.png,皮肤界面使用，可以兑换火神祝融限定时装。,
3000126,999999,5,1,0,0,20,箭矢,1,3000126.png,在幻兽狩猎活动中使用，用来对怪物造成伤害,
3000127,999999,6,1,0,0,60,元素之石,1,3000127.png,在上古卷轴中使用，用于元素精灵、诸神黄昏系列幻兽的合成。,
3000128,999999,5,1,0,0,20,祝福水晶,1,3000128.png,在许愿池中使用，用于幻石兑换。,
3000129,999999,5,1,0,0,110,试炼水晶,0,3000129.png,试炼殿开启试炼位所消耗的道具,
3000130,0,5,1,0,0,100,一阶战令活跃度,0,3000130.png,用于解锁战令奖励,
3000131,0,5,1,0,0,100,二阶战令活跃度,0,3000131.png,用于解锁战令奖励,
3000132,0,5,1,0,0,100,三阶战令活跃度,0,3000132.png,用于解锁战令奖励,
3000133,0,5,1,0,0,100,四阶战令活跃度,0,3000133.png,用于解锁战令奖励,
3000134,0,5,1,0,0,100,五阶战令活跃度,0,3000134.png,用于解锁战令奖励,
3000135,0,5,1,0,0,100,六阶战令活跃度,0,3000135.png,用于解锁战令奖励,
3000136,0,5,1,0,0,100,七阶战令活跃度,0,3000136.png,用于解锁战令奖励,
3000137,0,5,1,0,0,100,八阶战令活跃度,0,3000137.png,用于解锁战令奖励,
3000138,0,5,1,0,0,100,九阶战令活跃度,0,3000138.png,用于解锁战令奖励,
3000139,999999,4,1,0,0,100,共鸣石,1,3000139.png,恐惧深渊中普通的资源，可以提升圣物觉醒等级,
3000140,999999,5,1,0,0,100,共鸣水晶,1,3000140.png,恐惧深渊中稀有的资源，可以提升圣物觉醒等级,
3000141,999,4,1,0,0,20,风铃,1,3000141.png,花嫁典礼活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000142,999,5,1,0,0,20,捧花,1,3000142.png,花嫁典礼活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000143,999999,5,1,0,0,20,蜡烛,1,3000143.png,点燃蜡烛，获得钻石和贺卡,
3000144,999999,5,1,0,0,20,贺卡,1,3000144.png,快用贺卡去兑换心仪的奖励吧,
3000145,999999,5,1,0,0,0,幸运骰子,1,3000145.png,用于在每日福利活动的幸运棋盘中投掷骰子前进，获得奖励,
3000146,999999,5,1,0,0,20,炼金药剂,1,3000146.png,炼金大师的专属药剂，加入炼药炉获得共鸣石和奥术之尘,
3000147,999999,5,1,0,0,20,奥术之尘,1,3000147.png,炼金产物，可以在炼金大师的商店里兑换心仪的东西,
3000148,999999,6,1,0,0,0,神圣殿堂信物,1,3000148.png,皮肤界面使用，可解锁任意一个已经契约且拥有婚纱皮肤的女神皮肤,
3000149,999999,5,1,0,0,20,河灯,1,3000149.png,中秋节活动专属兑换道具，可通过活动和日常挂机获取,
3000150,99999999,6,1,0,0,60,赫拉的记忆晶元,0,3000150.png,用于提升赫拉的梦境中记忆宝珠的等级,
3000151,999,4,1,0,0,20,桂花,1,3000151.png,中秋节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000152,999,5,1,0,0,20,清酒,1,3000152.png,中秋节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000153,999,5,1,0,0,60,寻觅之心,0,3000153.png,增加一点寻觅之门能量值（购买后即刻生效）,
3000154,99999999,6,1,0,0,60,卡俄斯的记忆晶元,0,3000154.png,用于提升卡俄斯的梦境中记忆宝珠的等级,
3000155,999,6,1,0,0,0,2022万圣节表情包,0,3000155.png,兑换后自动解锁8个2022万圣节限定表情,
3000156,999999,5,1,0,0,20,蝙蝠,1,3000156.png,在惊魂之旅活动中使用，用于翻牌获得南瓜道具奖励。(活动结束后会被回收),
3000157,999999,5,1,0,0,20,南瓜头,1,3000157.png,在惊魂之旅活动中使用，用于在商店中兑换物品。(活动结束后会被回收),
3000158,99999999,6,1,0,0,60,丘比特的记忆晶元,0,3000158.png,用于提升丘比特的梦境中记忆宝珠的等级,
3000159,999999,4,1,0,0,20,女巫帽,1,3000159.png,幽灵之夜活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000160,999999,5,1,0,0,20,幽灵,1,3000160.png,幽灵之夜活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000161,0,6,1,0,0,0,万圣狂欢,0,3000161.png,可解锁万圣狂欢背景,
3000162,99999999,6,1,0,0,60,拉的记忆晶元,0,3000162.png,用于提升拉的梦境中记忆宝珠的等级,
3000163,99999999,4,1,0,0,0,南瓜饼,1,3000163.png,感恩节活动期间挂机掉落，用于制作感恩晚宴，活动结束后自动回收,
3000164,99999999,5,1,0,0,0,火鸡,1,3000164.png,感恩节活动期间挂机掉落，用于制作感恩晚宴，活动结束后自动回收,
3000165,99999999,5,1,0,0,0,晚宴积分,0,3000165.png,用于感恩商店兑换道具,
3000166,999,6,1,0,0,0,2022感恩节表情包,0,3000166.png,兑换后自动解锁4个2022感恩节限定表情,
3000167,99999999,4,1,0,0,0,南瓜饼copy,1,3000167.png,感恩节活动期间挂机掉落，用于制作感恩晚宴，活动结束后自动回收,
3000168,99999999,5,1,0,0,0,火鸡copy,0,3000168.png,感恩节活动期间挂机掉落，用于制作感恩晚宴，活动结束后自动回收,
3000169,99999999,5,1,0,0,0,晚宴积分copy,1,3000169.png,用于感恩商店兑换道具,
3000170,99999999,5,1,0,0,0,圣诞袜,0,3000170.png,圣诞节活动期间限时掉落，开启可获得随机道具和圣诞雪花奖励,
3000171,99999999,5,1,0,0,0,圣诞雪花,0,3000171.png,圣诞节活动期间参与相关活动获得，可以用于活动期间开启圣诞大宝箱,
3000172,99999999,5,1,0,0,0,圣诞币,0,3000172.png,圣诞节活动货币，可以用于活动期间在商店内购买物品,
3000173,99999999,6,1,0,0,60,伊卡璐斯的记忆晶元,0,3000173.png,用于提升伊卡璐斯的梦境中记忆宝珠的等级,
3000174,99999999,5,1,0,0,0,copy圣诞袜,0,3000174.png,圣诞节活动期间限时掉落，开启可获得随机道具和圣诞雪花奖励,
3000175,99999999,5,1,0,0,0,copy圣诞雪花,0,3000175.png,圣诞节活动期间参与相关活动获得，可以用于活动期间开启圣诞大宝箱,
3000176,99999999,5,1,0,0,0,copy圣诞币,0,3000176.png,圣诞节活动货币，可以用于活动期间在商店内购买物品,
3000177,99999999,5,1,0,0,0,2022圣诞节表情包,0,3000177.png,兑换后自动解锁8个2022圣诞节限定表情,
3000178,0,6,1,0,0,0,随机SSR+女神,0,3000178.png,随机1个SSR+女神,
3000179,999999999,4,1,0,0,100,盾片,1,3000179.png,用来强化内饰，增加30点内饰经验,
3000180,999,4,1,0,0,0,红包,1,3000180.png,春节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000181,999,5,1,0,0,0,礼盒,1,3000181.png,春节活动期间战场挂机掉落，可以在活动界面兑换道具。,
3000182,999999,5,1,0,0,0,新年福灯,1,3000182.png,春节活动期间战场挂机掉落，可以在春节活动界面内使用。,
3000183,99999999,6,1,0,0,60,卑弥呼的记忆晶元,0,3000183.png,用于提升卑弥呼的梦境中记忆宝珠的等级,
3000184,99999999,6,1,0,0,60,海姆达尔的记忆晶元,0,3000184.png,用于提升海姆达尔的梦境中记忆宝珠的等级,
3000185,99999999,4,1,0,0,0,野生玫瑰,1,3000185.png,情人节活动期间挂机掉落，用于进行女神邀约，活动结束后自动回收,
3000186,99999999,5,1,0,0,0,扎花纸,1,3000186.png,情人节活动期间挂机掉落，用于进行女神邀约，活动结束后自动回收,
3000187,99999999,5,1,0,0,0,甜蜜积分,0,3000187.png,用于甜蜜商店兑换道具,
3000188,99999999,6,1,0,0,0,星魂石,0,3000188.png,用于幻兽觉醒,
3000189,99999999,6,1,0,0,60,风暴之龙的记忆晶元,0,3000189.png,用于提升风暴之龙的梦境中记忆宝珠的等级,
3000190,99999999,6,1,0,0,60,灰烬龙女的记忆晶元,0,3000190.png,用于提升灰烬龙女的梦境中记忆宝珠的等级,
3000191,99999999,5,1,0,0,60,神迹精华,0,3000191.png,用于神迹卡升星消耗,
3000192,99999999,5,1,0,0,60,神迹积分,0,3000192.png,用于神迹商店内商品的购买,
3000193,0,3,1,0,0,60,普通神迹卡碎片,0,3000193.png,普通神迹卡随机碎片,
3000194,0,4,1,0,0,60,史诗神迹卡碎片,0,3000194.png,史诗神迹卡随机碎片,
3000195,0,5,1,0,0,60,稀有神迹卡碎片,0,3000195.png,稀有神迹卡随机碎片,
3000196,99999999,6,1,0,0,60,冰霜龙母的记忆晶元,0,3000196.png,用于提升冰霜龙母的梦境中记忆宝珠的等级,
3000197,99999999,6,1,0,0,60,荷鲁斯的记忆晶元,0,3000197.png,用于提升荷鲁斯的梦境中记忆宝珠的等级,
3000198,99999999,5,1,0,0,0,爱心,0,3000198.png,复活节活动期间挂机掉落，用于复活节活动孵化彩蛋，获得钻石和道具奖励,
3000199,99999999,6,1,0,0,60,沈青儿的记忆晶元,0,3000199.png,用于提升沈青儿的梦境中记忆宝珠的等级,
3000200,99999999,6,1,0,0,60,嫦娥的记忆晶元,0,3000200.png,用于提升嫦娥的梦境中记忆宝珠的等级,
3000201,0,3,1,0,0,60,初级口粮,0,3000201.png,初级口粮,
3000202,0,4,1,0,0,60,中级口粮,0,3000202.png,中级口粮,
3000203,0,5,1,0,0,60,高级口粮,0,3000203.png,高级口粮,
3000204,99999999,6,1,0,0,60,双子座的记忆晶元,0,3000204.png,用于提升双子座的梦境中记忆宝珠的等级,
3000205,99999999,3,1,0,0,105,初级口粮,0,3000205.png,用于寻宝秘境幻兽寻宝,
3000206,99999999,4,1,0,0,105,中级口粮,0,3000206.png,用于寻宝秘境幻兽寻宝，可获得一定的收益加成,
3000207,99999999,5,1,0,0,105,高级口粮,0,3000207.png,用于寻宝秘境幻兽寻宝，可获得高额的收益加成,
3000208,99999999,5,1,0,0,105,镐子,0,3000208.png,黄沙秘宝的基础道具，能对目标一格进行挖掘。,
3000209,99999999,6,1,0,0,105,炸弹,0,3000209.png,黄沙秘宝的高级道具，能清理目标上下左右各一个地块。,
3000210,99999999,5,1,0,0,105,秘宝积分,1,3000210.png,黄沙秘宝商店兑换所需道具,
3000211,99999999,5,1,0,0,0,随机骰子,0,3000211.png,嘉年华巡游活动道具，使用后随机前进1~6格,
3000212,99999999,5,1,0,0,0,万能骰子,0,3000212.png,嘉年华巡游活动道具，使用后任意前进1~6格,
3000213,99999999,5,1,0,0,0,嘉年华彩券,0,3000213.png,用于嘉年华商店商品购买,
3000214,99999999,5,1,0,0,120,星之沙,0,3000214.png,可用于女神命星升级,
3000215,99999999,6,1,0,0,0,生日礼盒,0,3000215.png,三周年活动期间挂机掉落，可在蛋糕礼盒中开启,
3000216,99999999,5,1,0,0,0,蛋糕,0,3000216.png,蛋糕大宝箱活动道具，可用来开启蛋糕宝箱,
3000217,99999999,5,1,0,0,0,三周年纪念币,0,3000217.png,活动道具，可在蛋糕大宝箱活动中兑换物品奖励,
4000015,99999999,6,1,0,0,60,芙蕾雅的记忆晶元,0,4000015.png,用于提升芙蕾雅的梦境中记忆宝珠的等级,
4000016,99999999,6,1,0,0,60,弗丽嘉的记忆晶元,0,4000016.png,用于提升弗丽嘉的梦境中记忆宝珠的等级,
8000000,99999999,6,1,0,0,0,代金券,1,8000000.png,通过充值获取代金券，用于支付项购买,
