id,show_bg_icon,show_name,spine_x_offset,spine_y_offset,spine_scale,spine_name,open_level,spine_bg,hero_cid,active_ur_plus_can_use,active_mr_can_use,active_incarnation_can_use
129,img_loading_flj_UR_plus.png,Blush Fantasy - Frigga,-50,600,0.77,FLJ_UR_PLUS,0,LOADING.jpg,2082,1,0,0
130,img_loading_flj_MR.png,Rose Enchantress,-150,370,0.73,FLJ_MR,0,LOADING.jpg,2082,0,1,0
131,img_loading_hla_UR_plus.png,Secret Pact,-50,420,0.77,HLA_UR_PLUS,0,LOADING.jpg,2086,1,0,0
132,img_loading_hla_MR.png,Eternal Queen,-80,480,0.73,HLA_MR,0,LOADING.jpg,2086,0,1,0
133,img_loading_fly_UR_plus.png,Starry Fantasy - Freyja,-100,450,0.82,FLY_UR_PLUS,0,LOADING.jpg,2060,1,0,0
134,img_loading_fly_MR.png,Starry Nocturne-Freyja,-80,620,0.78,FLY_MR,0,LOADING.jpg,2060,0,1,0
135,img_loading_user_UR_plus.png,Radiant Reverie,-50,240,0.82,USER_UR_PLUS,0,LOADING.jpg,1001,1,0,0
136,img_loading_user_MR.png,Supreme Elect,-170,430,0.73,USER_MR,0,LOADING.jpg,1001,0,1,0
137,img_loading_lj_UR_plus.png,Bubble Love-Loki,-100,550,0.72,LJ_UR_PLUS,0,LOADING.jpg,2076,1,0,0
138,img_loading_lj_MR.png,Tender Holidays-Loki,-80,400,0.88,LJ_MR,0,LOADING.jpg,2076,0,1,0
139,img_loading_ce_UR_plus.png,Garden Strolling - Chang'e,-70,380,0.82,CE_UR_PLUS,0,LOADING.jpg,2067,1,0,0
140,img_loading_ce_MR.png,Spring Moonlight - Chang'e,-50,400,0.77,CE_MR,0,LOADING.jpg,2067,0,1,0
141,img_loading_axl_UR_plus.png,Eternal Fiend - Asura,-30,550,0.74,AXL_UR_PLUS,0,LOADING.jpg,2068,1,0,0
142,img_loading_axl_MR.png,Grand Sovereign - Asura,-80,430,0.77,AXL_MR,0,LOADING.jpg,2068,0,1,0
143,img_loading_ars_UR_plus.png,Lounge Lady - Ares,-50,360,0.74,ARS_UR_PLUS,0,LOADING.jpg,2083,1,0,0
144,img_loading_ars_MR.png,Sanctum Blade - Ares,-50,400,0.75,ARS_MR,0,LOADING.jpg,2083,0,1,0
145,img_loading_zs_UR_plus.png,Carefree Enchantment - Zeus,0,420,0.74,ZS_UR_PLUS,0,LOADING.jpg,2075,1,0,0
146,img_loading_zs_MR.png,Divine Covenant - Zeus,-80,450,0.8,ZS_MR,0,LOADING.jpg,2075,0,1,0
147,img_loading_hls_UR_plus.png,Twilight Divinity - Horus,-90,240,0.88,HLS_UR_PLUS,0,LOADING.jpg,2081,1,0,0
148,img_loading_hls_MR.png,Frenzied Nocturne - Horus,-110,540,0.75,HLS_MR,0,LOADING.jpg,2081,0,1,0
149,img_loading_plmxs_UR_plus.png,Mirror Fragrance - Prometheus,-90,610,0.7,PLMXS_UR_PLUS,0,LOADING.jpg,2087,1,0,0
150,img_loading_plmxs_MR.png,Radiant Queen - Prometheus,-110,360,0.71,PLMXS_MR,0,LOADING.jpg,2087,0,1,0
151,img_loading_ydn_UR_plus.png,Wings of War - Athena,-90,280,0.88,YDN_UR_PLUS,0,LOADING.jpg,2069,1,0,0
152,img_loading_ydn_MR.png,Holiday Aura - Athena,0,400,0.8,YDN_MR,0,LOADING.jpg,2069,0,1,0
153,img_loading_mjz_UR_plus.png,Aqua Starlight - Capricornus,-90,610,0.77,MJZ_UR_PLUS,0,LOADING.jpg,2071,1,0,0
154,img_loading_mjz_MR.png,Summer Mirage - Capricornus,-110,420,0.78,MJZ_MR,0,LOADING.jpg,2071,0,1,0
155,img_loading_syz_UR_plus.png,Galaxy Dancer - Pisces,-140,500,0.7,SYZ_UR_PLUS,0,LOADING.jpg,2073,1,0,0
156,img_loading_syz_MR.png,Abyssal Whimsy - Pisces,-130,420,0.76,SYZ_MR,0,LOADING.jpg,2073,0,1,0
157,img_loading_abl_UR_plus.png,Luminous Lyre-Apollo,-140,630,0.74,ABL_UR_PLUS,0,LOADING.jpg,2078,1,0,0
158,img_loading_abl_MR.png,Sunny Afternoon - Apollo,-100,560,0.76,ABL_MR,0,LOADING.jpg,2078,0,1,0
159,img_loading_wns_UR_plus.png,Moonlight Maiden - Venus,-140,530,0.84,WNS_UR_PLUS,0,LOADING.jpg,2074,1,0,0
160,img_loading_wns_MR.png,Floral Dream - Venus,-130,420,0.74,WNS_MR,0,LOADING.jpg,2074,0,1,0
161,img_loading_ll_UR_plus.png,Graceful Wind - Storm Dragon,0,280,0.74,LL_UR_PLUS,0,LOADING.jpg,2057,1,0,0
162,img_loading_ll_MR.png,Hidden Fragrance - Storm Dragon,-110,660,0.74,LL_MR,0,LOADING.jpg,2057,0,1,0
163,img_loading_ztslfe_MR.png,Raphael the Archangel,-30,360,0.7,ZTSLFE_MR,0,LOADING.jpg,2088,0,1,0
164,img_loading_se_UR_plus.png,Winterland Lord - Thor,-40,350,0.7,SE_UR_PLUS,0,LOADING.jpg,2077,1,0,0
165,img_loading_se_MR.png,Phantom Gambler-Thor,-60,290,0.68,SE_MR,0,LOADING.jpg,2077,0,1,0
166,img_loading_yxzlls_MR.png,Lilith the Night Walker,-60,420,0.69,YZMNLLS,0,LOADING.jpg,2090,0,1,0
167,img_loading_dtslxf_MR.png,Lucifer the Fallen Angel,45,160,0.71,DTSLXF,0,LOADING.jpg,2091,0,1,0
2001,img_loading_hl_CSHS.png,Creation Radiance - Hera,-20,580,0.66,HL_CSHS,0,LOADING.jpg,2039,0,0,1
2002,img_loading_qbt_CSHS.png,Creator's Incarnation-Cupid,-80,690,0.65,QBT_CSHS,0,LOADING.jpg,2047,0,0,1
2003,img_loading_r_CSHS.png,Dawn Light - Ra,-60,710,0.6,R_CSHS,0,LOADING.jpg,2037,0,0,1
2004,img_loading_kes_CSHS.png,Origin Firmament - Chaos,-20,490,0.64,KES_CSHS,0,LOADING.jpg,2050,0,0,1
2005,img_loading_ykls_CSHS.png,Wings of Truth - Icarus,-90,460,0.69,YKLS_CSHS,0,LOADING.jpg,2049,0,0,1
2006,img_loading_bmh_CSHS.png,Abyssal Maiden - Himiko,-90,490,0.69,BMH_CSHS,0,LOADING.jpg,2053,0,0,1
2007,img_loading_ztslfe_CSHS.png,Heaven’s Watcher – Archangel Raphael,0,390,0.66,ZTSLFE_CSHS,0,LOADING.jpg,2088,0,0,1
2008,img_loading_hmde_CSHS.png,Polar Glory - Heimdall,-60,350,0.66,HMDE_CSHS,0,LOADING.jpg,2051,0,0,1
2009,img_loading_se_CSHS.png,Ragnarök Day-Thor,-75,675,0.66,SE_CSHS,0,LOADING.jpg,2077,0,0,1
2010,img_loading_sqe_CSHS.png,Phantom Lotus - Sim Cheong,-50,685,0.69,SQE_CSHS,0,LOADING.jpg,2063,0,0,1
2011,img_loading_abl_CSHS.png,Eternal Radiance - Apollo,-200,450,0.77,ABL_CSHS,0,LOADING.jpg,2078,0,0,1
2012,img_loading_yxzlls_CSHS.png,Shadow’s Allure - Lilith the Night Walker,40,420,0.8,YZMNLLS_CSHS,0,LOADING.jpg,2090,0,0,1
2013,img_loading_lb_CSHS.png,Frostborn Radiance - Frost Dragon,-50,440,0.78,LB_CSHS,0,LOADING.jpg,2055,0,0,1
2014,img_loading_hla_CSHS.png,Doom Inscription - Hela,-170,470,0.78,HLA_CSHS,0,LOADING.jpg,2086,0,0,1
2015,img_loading_zrnz_CSHS.png,Threads of Illusion - Enmusubi,-30,485,0.78,ZRNZ_CSHS,0,LOADING.jpg,2054,0,0,1
2016,img_loading_dtslxf_CSHS.png,Morningstar Embers - Lucifer the Fallen Angel,-30,400,0.78,DTSLXF_CSHS,0,LOADING.jpg,2091,0,0,1
2017,img_loading_wle_CSHS.png,Judgment Dancer - Uriel,-100,92,0.75,WLE_CSHS,0,LOADING.jpg,2084,0,0,1
2018,img_loading_fly_CSHS.png,Brilliance of All Stars - Freyja,-80,700,0.78,FLY_CSHS,0,LOADING.jpg,2060,0,0,1
2019,img_loading_flj_CSHS.png ,Rose of Asgard - Frigga,-125,500,0.8,FLJ_CSHS,0,LOADING.jpg,2082,0,0,1
2020,img_loading_SSZZD_MR.png,Jeanne d'Arc the Sworn Warrior,-55,140,0.8,SSZZD,0,LOADING.jpg,2092,0,0,1
2021,img_loading_SSZZD_CSHS.png,Hand of Faith - Jeanne d'Arc the Sworn Warrior,-40,280,0.8,SSZZD_CSHS,0,LOADING.jpg,2092,0,0,1
2022,img_loading_ywj_CSHS.png,Oath of Morning and Dusk - Gemini,-40,180,0.8,YWJ_CSHS,0,LOADING.jpg,2065,0,0,1
2023,img_loading_lj_CSHS.png,Evil Creator - Loki,-40,550,0.8,LJ_CSHS,0,LOADING.jpg,2076,0,0,1
2024,img_loading_hhbsd_MR.png,Poseidon the Sea Sovereign,-100,100,0.8,HHBSD,0,LOADING.jpg,2093,0,0,1
2025,img_loading_hhbsd_CSHS.png,Tide Tamer - Poseidon the Sea Sovereign,-20,260,0.8,HHBSD_CSHS,0,LOADING.jpg,2093,0,0,1
2026,img_loading_hls_CSHS.png,Horus the Truth Guardian,-100,400,0.8,HLS_CSHS,0,LOADING.jpg,2081,0,0,1
