npc_id,hero_cid,hero_level,awake,if_advance,god_awake,if_super,super_awake,if_mr,mr_awake,name,avatar_path,spine_name,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
500204,2047,400,5,1,5,0,0,0,0,Cupid,2047_MR.png,QBT_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1700
500205,2060,400,5,1,5,0,0,0,0,Freyja,2060_MR.png,FLY_MR,22725737,1728618,2379979,632257,485987,1322444,1382664,455711,134481,700855,751112,0,0,600,300,2000,3000,3000,500,0,300,1700
500206,1001,400,26,1,5,0,0,0,0,Player,1000_MR.png,USER_MR,22725737,1728618,2379979,632257,485987,1322444,1382664,455711,134481,700855,751112,0,0,600,300,2000,3000,3000,500,0,300,1700
500301,2081,400,5,1,5,0,0,0,0,Horus,2081_MR.png,HLS_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1700
500302,2087,400,5,1,5,0,0,0,0,Prometheus,2087_MR.png,PLMXS_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1700
500303,2050,400,5,1,5,0,0,0,0,Chaos,2050_MR.png,KES_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1700
500304,2039,400,5,1,5,0,0,0,0,Hera,2039_MR.png,HL_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1700
500305,2049,400,5,1,5,0,0,0,0,伊卡,2049_MR.png,YKLS_MR,22725737,1728618,2379979,632257,485987,1322444,1382664,455711,134481,700855,751112,0,0,600,300,2000,3000,3000,500,0,300,1700
500306,2068,400,5,1,5,0,0,0,0,Asura,2068_MR.png,AXL_MR,22725737,1728618,2379979,632257,485987,1322444,1382664,455711,134481,700855,751112,0,0,600,300,2000,3000,3000,500,0,300,1700
600101,2063,400,5,1,5,0,0,0,0,Sim Cheong,2063_MR.png,SQE_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600102,2078,400,5,1,5,0,0,0,0,Apollo,2078_MR.png,ABL_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600103,2055,400,5,1,5,0,0,0,0,冰龙,2055_MR.png,LB_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600104,2074,400,5,1,5,0,0,0,0,Venus,2074_MR.png,WNS_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600105,2037,400,5,1,5,0,0,0,0,Ra,2037_MR.png,R_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
600106,2082,400,5,1,5,0,0,0,0,Frigga,2082_MR.png,FLJ_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
600201,2054,400,5,1,5,0,0,0,0,Enmusubi,2054_MR.png,ZRNZ_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600202,2053,400,5,1,5,0,0,0,0,Himiko,2053_MR.png,BMH_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600203,1001,400,26,1,5,0,0,0,0,Player,1000_MR.png,USER_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600204,2081,400,5,1,5,0,0,0,0,Horus,2081_MR.png,HLS_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600205,2067,400,5,1,5,0,0,0,0,Chang'e,2067_MR.png,CE_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
600206,2084,400,5,1,5,0,0,0,0,Uriel,2084_MR.png,WLE_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
600301,2071,400,5,1,5,0,0,0,0,Capricornus,2071_MR.png,MJZ_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600302,2060,400,5,1,5,0,0,0,0,Freyja,2060_MR.png,FLY_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1500
600303,2050,400,5,1,5,0,0,0,0,Chaos,2050_MR.png,KES_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600304,2086,400,5,1,5,0,0,0,0,Hela,2086_MR.png,HLA_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1500
600305,2087,400,5,1,5,0,0,0,0,Prometheus,2087_MR.png,PLMXS_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
600306,2068,400,5,1,5,0,0,0,0,Asura,2068_MR.png,AXL_MR,20200655,1536549,2115537,562006,431988,1175506,1229034,405076,119539,622982,667655,0,0,600,300,2000,3000,3000,500,0,300,1500
700101,2047,400,5,0,0,0,0,0,0,Cupid,2047_MR.png,QBT_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700102,2049,400,5,0,0,0,0,0,0,伊卡,2049_MR.png,YKLS_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700103,2068,400,5,0,0,0,0,0,0,Asura,2068_MR.png,AXL_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700104,2081,400,5,0,0,0,0,0,0,Horus,2081_MR.png,HLS_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700105,2060,400,5,0,0,0,0,0,0,Freyja,2060_MR.png,FLY_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
700106,2055,400,5,0,0,0,0,0,0,冰龙,2055_MR.png,LB_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
700201,2039,400,5,0,0,0,0,0,0,Hera,2039_MR.png,HL_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700202,2037,400,5,0,0,0,0,0,0,Ra,2037_MR.png,R_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700203,2084,400,5,0,0,0,0,0,0,Uriel,2084_MR.png,WLE_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700204,2063,400,5,0,0,0,0,0,0,Sim Cheong,2063_MR.png,SQE_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700205,2087,400,5,0,0,0,0,0,0,Prometheus,2087_MR.png,PLMXS_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
700206,2082,400,5,0,0,0,0,0,0,Frigga,2082_MR.png,FLJ_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
700301,2086,400,5,0,0,0,0,0,0,Hela,2086_MR.png,HLA_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700302,2053,400,5,0,0,0,0,0,0,Himiko,2053_MR.png,BMH_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,1300
700303,1001,400,20,0,0,0,0,0,0,Player,1000_MR.png,USER_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700304,2054,400,5,0,0,0,0,0,0,Enmusubi,2054_MR.png,ZRNZ_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,1300
700305,2067,400,5,0,0,0,0,0,0,Chang'e,2067_MR.png,CE_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
700306,2050,400,5,0,0,0,0,0,0,Chaos,2050_MR.png,KES_MR,17675573,1344481,1851095,491756,377990,1028568,1075405,354442,104597,545109,584198,0,0,600,300,2000,3000,3000,500,0,300,1300
800101,2074,400,5,0,0,0,0,0,0,Venus,2074_MR.png,WNS_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
