npc_id,hero_cid,hero_level,hero_awake,name,avatar_path,spine_name,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
10022,2022,60,2,Belldandy,2022.png,BLDD,6446359,1143922,1240772,601626,601626,621928,621928,146532,30844,177661,177661,150,200,480,240,1800,1700,1700,360,0,240,500
10023,2023,60,2,Sif,2023.png,XF,5569841,997022,1077856,526423,526423,538011,538011,142263,29421,148282,148282,150,200,480,240,1800,1700,1700,360,0,240,500
10024,2024,60,2,Lucifer,2024.png,LLS,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10025,2025,60,2,Nuwa,2025.png,LHFR,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10026,2026,60,2,Fuxi,2026.png,FX,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10027,2027,60,2,Xiwangmu,2027.png,XWM,6446359,1143922,1240772,601626,601626,621928,621928,146532,30844,177661,177661,150,200,480,240,1800,1700,1700,360,0,240,500
10028,2028,60,2,Princess Bari,2028.png,BLGZ,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10029,2029,60,2,Apep,2029.png,APP,5569841,997022,1077856,526423,526423,538011,538011,142263,29421,148282,148282,150,200,480,240,1800,1700,1700,360,0,240,500
10030,2030,60,2,Gabriel,2030.png,WL,4714041,851268,917231,451220,451220,455903,455903,138030,28010,121003,121003,150,200,480,240,1800,1700,1700,360,0,240,500
10031,2031,60,2,Erebus,2031.png,ERBS,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10032,2032,60,2,Amaterasu,2032.png,TZDS,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10033,2033,60,2,Nyx,2033.png,NKS,6446359,1143922,1240772,601626,601626,621928,621928,146532,30844,177661,177661,150,200,480,240,1800,1700,1700,360,0,240,500
10034,2034,60,2,Anubis,2034.png,ANBS,6446359,1143922,1240772,601626,601626,621928,621928,146532,30844,177661,177661,150,200,480,240,1800,1700,1700,360,0,240,500
10035,2035,60,2,Odin,2035.png,AD,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10036,2036,60,2,Phantasos,2036.png,FTSS,7432863,1296902,1415849,676829,676829,715449,715449,155016,33672,218195,218195,150,200,480,240,1800,1700,1700,360,0,240,500
10037,2037,60,2,Ra,2037.png,R,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10038,2038,60,2,Izu Dancer,2038.png,WN,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10039,2039,60,2,Hera,2039.png,HL,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10040,2040,60,2,Zhu Rong,2040.png,HSZR,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10041,2041,60,2,Hephaestus,2041.png,HFSTS,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10042,2042,60,2,Xmas Angel,2042.png,SDNS,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10043,2046,60,2,Izanami,2046.png,YXNM,8461655,1452220,1595600,752033,752033,812663,812663,163590,36530,263016,263016,150,200,480,240,1800,1700,1700,360,0,240,500
10044,2047,60,2,Cupid,2047.png,QBT,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10045,2048,60,2,Hades,2048.png,HDS,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10046,2049,60,2,Icarus,2049.png,YKLS,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10047,2050,60,2,Chaos,2050.png,KES,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10048,2051,60,2,Heimdall,2051.png,HMDE,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10049,2052,60,2,Michael,2052.png,MJL,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10050,2053,60,2,Himiko,2053.png,BMH,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10051,2054,60,2,Enmusubi,2054.png,ZRNZ,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10052,2055,60,2,Frost Dragon,2055.png,LB,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10053,2056,60,2,Ember Dragon,2056.png,LH,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10054,2057,60,2,Storm Dragon,2057.png,LL,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10055,2058,60,2,Nekomata,2058.png,MY,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10056,2059,60,2,Zodiac Ox,2059.png,CN,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10057,2060,60,2,Freyja,2060.png,FLY,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10058,2061,60,2,Kingyo,2061.png,JYJ,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10059,2062,60,2,Princess Kaguya,2062.png,HYJ,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10060,2063,60,2,Sim Cheong,2063.png,SQE,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10061,2065,60,2,Gemini,2065.png,YWJ,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10062,2067,60,2,Chang'e,2067.png,CE,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10063,2068,60,2,Asura,2068.png,AXL,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10064,2069,60,2,Athena,2069.png,YDN,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10065,2070,60,2,Zodiac Tiger,2070.png,YH,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10066,2071,60,2,Capricornus,2071.png,MJZ,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10067,2073,60,2,Pisces,2073.png,SYZ,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10068,2074,60,2,Venus,2074.png,WNS,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10069,2075,60,2,Zeus,2075.png,ZS,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10070,2076,60,2,Loki,2076.png,LJ,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10071,2077,60,2,Thor,2077.png,SE,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10072,2078,60,2,Apollo,2078.png,ABL,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10073,2079,60,2,Sakura Spirit,2079.png,YHY,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10074,2080,60,2,Zodiac Rabbit,2080.png,MT,9533842,1609937,1780150,827236,827236,913666,913666,172272,39424,312238,312238,150,200,480,240,1800,1700,1700,360,0,240,500
10075,2081,60,2,Horus,2081.png,HLS,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10076,2082,60,2,Frigga,2082.png,FLJ,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
10077,2083,60,2,Ares,2083.png,ARS,10892670,1783500,1996392,902439,902439,1039700,1039700,189600,45200,390528,390528,150,200,480,240,1800,1700,1700,360,0,240,500
