npc_id,name,avatar_path,spine_name,spine_name_shenhe,role,job,level,skill_id_list,skill_id_normal_attack,hp,minatk,maxatk,pdef,mdef,def,defend_ignore_level,hit,dhit,cir,dcir,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,game_play_damage_add,game_play_damage_minus
43,Space Challenge3,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,150,125201001|125202001|154801001|44445101,0,171849600,10917645,12130845,1833408,1833408,51840,51840,3649540,11981,1833063,11405722,150,250,20,20,600,600,600,320,150,20,368,3000,3000
44,Space Challenge4,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,170,125201001|125202001|154801001|44445101,0,481991310,30620916,34023456,2650665,2650665,62208,62208,5300640,17381,2685333,16708742,150,300,30,30,700,700,700,330,150,30,520,3400,3400
45,Space Challenge5,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,190,125201001|125202001|154801001|158801001|44445101,0,1137677400,72276327,80307342,5019906,5019906,89580,89580,10049400,33048,5205060,32387040,150,350,50,50,900,900,900,350,150,50,650,3800,3800
46,Space Challenge6,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,210,125201001|125202001|154801001|158801001|44445101,0,2214216000,140668260,156298470,7905174,7905174,128994,128994,15837340,52099,8361921,52029734,150,400,70,70,1100,1100,1100,370,150,70,930,4200,4200
47,Space Challenge7,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,230,125201001|125202001|154801001|158801001|44445101,0,7427538000,471868020,524298690,12208830,12208830,222906,222906,24401300,80352,13258080,82494720,150,450,100,100,1400,1400,1400,400,150,100,1110,4600,4600
48,Space Challenge8,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,250,125201001|125202001|154801001|158801001|44445101,0,20182413600,1282178880,1424644920,15543402,15543402,320982,320982,31036820,102125,17156967,106754458,150,500,120,120,1600,1600,1600,420,150,120,1290,5000,5000
49,Space Challenge9,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,270,125201001|125202001|154801001|158801001|157802001|44445101,0,38759612400,2462378040,2735977950,22709586,22709586,665580,665580,45005980,148291,25802670,160549940,150,550,160,160,2000,2000,2000,460,150,160,1568,5400,5400
50,Space Challenge10,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,290,125201001|125202001|154801001|158801001|157802001|44445101,0,48963182400,3110605020,3456230400,26988603,26988603,1150122,1150122,53020440,174557,31158390,193874420,150,600,190,190,2300,2300,2300,490,150,190,1760,5800,5800
51,Space Challenge11,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,310,125201001|125202001|154801001|158801001|157802001|44445101,0,134693856000,8557026750,9507812220,53500962,53500962,2208234,2208234,104982050,346368,62865792,391164928,150,650,210,210,2500,2500,2500,510,150,210,2044,6200,6200
52,Space Challenge12,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,320,125201001|125202001|154801001|158801001|157802001|44445101,0,173675502000,11033508600,12259459440,67368930,67368930,3577332,3577332,131056700,432432,79783704,496431936,150,700,230,230,2700,2700,2700,530,150,230,2144,6400,6400
53,Space Challenge13,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,330,125201001|125202001|154801001|158801001|157802001|155602001|44445101,0,208961280000,13275194130,14750221860,80162841,80162841,4769784,4769784,155264040,512160,95261760,592739840,150,750,240,240,2800,2800,2800,540,150,240,2245,6600,6600
54,Space Challenge14,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,340,125201001|125202001|154801001|158801001|157802001|155602001|44445101,0,247889070000,15748254540,17498067480,94140876,94140876,6296112,6296112,181407600,598224,112167000,697928000,150,800,250,250,2900,2900,2900,550,150,250,2345,6800,6800
55,Space Challenge15,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,350,125201001|125202001|154801001|158801001|157802001|155602001|44445101,0,330204600000,20977712550,23308577100,123489525,123489525,8242176,8242176,237742130,784800,148327200,922924800,150,800,260,260,3000,3000,3000,560,150,260,2446,7000,7000
56,Space Challenge16,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,360,125201001|125202001|154801001|158801001|157802001|155602001|44445101,0,367567200000,23351337270,25945938540,137290317,137290317,8929032,8929032,264783170,873600,165110400,1027353600,150,800,260,260,3000,3000,3000,560,150,260,2546,8200,8200
57,Space Challenge17,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,370,125201001|125202001|154801001|158801001|157802001|155602001|154901001|44445101,0,423366300000,26896222170,29884700340,156757335,156757335,11539056,11539056,300505460,991200,188823600,1174902400,150,800,270,270,3100,3100,3100,570,150,270,2647,8400,8400
58,Space Challenge18,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,380,125201001|125202001|154801001|158801001|157802001|155602001|154901001|44445101,0,585225000000,37179010980,41310022050,212885151,212885151,14835936,14835936,408456000,1350000,259200000,1612800000,150,800,280,280,3200,3200,3200,580,150,280,2840,8600,8600
59,Space Challenge19,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,390,125201001|125202001|154801001|158801001|157802001|155602001|154901001|44445101,0,622335150000,39536597250,43929562320,224682186,224682186,17803128,17803128,427896000,1414800,273763800,1703419200,150,800,290,290,3300,3300,3300,590,150,290,2840,8800,8800
60,Space Challenge20,2053_CSHS.png,BMH_CSHS,BMH_CSHS,34,1,400,125201001|125202001|154801001|158801001|157802001|155602001|154901001|44445101,0,660271500000,41946671340,46607422680,236894619,236894619,21363762,21363762,447336000,1479600,288522000,1795248000,150,800,300,300,3400,3400,3400,600,150,300,2840,9000,9000
61,Chaos Challenge1,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,110,127701001|127702001|154801001|44445101,0,4896000,155574,172908,0,0,0,0,23184,384,38400,358400,150,150,0,0,0,0,0,0,0,0,46,2200,2200
62,Chaos Challenge2,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,130,127701001|127702001|154801001|44445101,0,25806000,1639545,1821795,356400,356400,36000,36000,680400,2208,223008,2081408,150,200,10,10,500,500,500,310,150,10,230,2600,2600
63,Chaos Challenge3,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,150,127701001|127702001|154801001|44445101,0,171849600,10917645,12130845,1833408,1833408,51840,51840,3649540,11981,1833063,11405722,150,250,20,20,600,600,600,320,150,20,368,3000,3000
64,Chaos Challenge4,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,170,127701001|127702001|154801001|44445101,0,481991310,30620916,34023456,2650665,2650665,62208,62208,5300640,17381,2685333,16708742,150,300,30,30,700,700,700,330,150,30,520,3400,3400
65,Chaos Challenge5,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,190,127701001|127702001|154801001|158801001|44445101,0,1137677400,72276327,80307342,5019906,5019906,89580,89580,10049400,33048,5205060,32387040,150,350,50,50,900,900,900,350,150,50,650,3800,3800
66,Chaos Challenge6,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,210,127701001|127702001|154801001|158801001|44445101,0,2214216000,140668260,156298470,7905174,7905174,128994,128994,15837340,52099,8361921,52029734,150,400,70,70,1100,1100,1100,370,150,70,930,4200,4200
67,Chaos Challenge7,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,230,127701001|127702001|154801001|158801001|44445101,0,7427538000,471868020,524298690,12208830,12208830,222906,222906,24401300,80352,13258080,82494720,150,450,100,100,1400,1400,1400,400,150,100,1110,4600,4600
68,Chaos Challenge8,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,250,127701001|127702001|154801001|158801001|44445101,0,20182413600,1282178880,1424644920,15543402,15543402,320982,320982,31036820,102125,17156967,106754458,150,500,120,120,1600,1600,1600,420,150,120,1290,5000,5000
69,Chaos Challenge9,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,270,127701001|127702001|154801001|158801001|157802001|44445101,0,38759612400,2462378040,2735977950,22709586,22709586,665580,665580,45005980,148291,25802670,160549940,150,550,160,160,2000,2000,2000,460,150,160,1568,5400,5400
70,Chaos Challenge10,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,290,127701001|127702001|154801001|158801001|157802001|44445101,0,48963182400,3110605020,3456230400,26988603,26988603,1150122,1150122,53020440,174557,31158390,193874420,150,600,190,190,2300,2300,2300,490,150,190,1760,5800,5800
71,Chaos Challenge11,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,310,127701001|127702001|154801001|158801001|157802001|44445101,0,134693856000,8557026750,9507812220,53500962,53500962,2208234,2208234,104982050,346368,62865792,391164928,150,650,210,210,2500,2500,2500,510,150,210,2044,6200,6200
72,Chaos Challenge12,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,320,127701001|127702001|154801001|158801001|157802001|44445101,0,173675502000,11033508600,12259459440,67368930,67368930,3577332,3577332,131056700,432432,79783704,496431936,150,700,230,230,2700,2700,2700,530,150,230,2144,6400,6400
73,Chaos Challenge13,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,330,127701001|127702001|154801001|158801001|157802001|155602001|44445101,0,208961280000,13275194130,14750221860,80162841,80162841,4769784,4769784,155264040,512160,95261760,592739840,150,750,240,240,2800,2800,2800,540,150,240,2245,6600,6600
74,Chaos Challenge14,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,340,127701001|127702001|154801001|158801001|157802001|155602001|44445101,0,247889070000,15748254540,17498067480,94140876,94140876,6296112,6296112,181407600,598224,112167000,697928000,150,800,250,250,2900,2900,2900,550,150,250,2345,6800,6800
75,Chaos Challenge15,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,350,127701001|127702001|154801001|158801001|157802001|155602001|44445101,0,330204600000,20977712550,23308577100,123489525,123489525,8242176,8242176,237742130,784800,148327200,922924800,150,800,260,260,3000,3000,3000,560,150,260,2446,7000,7000
76,Chaos Challenge16,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,360,127701001|127702001|154801001|158801001|157802001|155602001|44445101,0,367567200000,23351337270,25945938540,137290317,137290317,8929032,8929032,264783170,873600,165110400,1027353600,150,800,260,260,3000,3000,3000,560,150,260,2546,8200,8200
77,Chaos Challenge17,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,370,127701001|127702001|154801001|158801001|157802001|155602001|154901001|44445101,0,423366300000,26896222170,29884700340,156757335,156757335,11539056,11539056,300505460,991200,188823600,1174902400,150,800,270,270,3100,3100,3100,570,150,270,2647,8400,8400
78,Chaos Challenge18,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,380,127701001|127702001|154801001|158801001|157802001|155602001|154901001|44445101,0,585225000000,37179010980,41310022050,212885151,212885151,14835936,14835936,408456000,1350000,259200000,1612800000,150,800,280,280,3200,3200,3200,580,150,280,2840,8600,8600
79,Chaos Challenge19,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,390,127701001|127702001|154801001|158801001|157802001|155602001|154901001|44445101,0,622335150000,39536597250,43929562320,224682186,224682186,17803128,17803128,427896000,1414800,273763800,1703419200,150,800,290,290,3300,3300,3300,590,150,290,2840,8800,8800
80,Chaos Challenge20,2077_CSHS.png,SE_CSHS,SE_CSHS,34,1,400,127701001|127702001|154801001|158801001|157802001|155602001|154901001|44445101,0,660271500000,41946671340,46607422680,236894619,236894619,21363762,21363762,447336000,1479600,288522000,1795248000,150,800,300,300,3400,3400,3400,600,150,300,2840,9000,9000
81,Life Challenge1,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,110,127801001|127802001|154801001|44445101,0,4896000,155574,172908,0,0,0,0,23184,384,38400,358400,150,150,0,0,0,0,0,0,0,0,46,2200,2200
82,Life Challenge2,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,130,127801001|127802001|154801001|44445101,0,25806000,1639545,1821795,356400,356400,36000,36000,680400,2208,223008,2081408,150,200,10,10,500,500,500,310,150,10,230,2600,2600
83,Life Challenge3,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,150,127801001|127802001|154801001|44445101,0,171849600,10917645,12130845,1833408,1833408,51840,51840,3649540,11981,1833063,11405722,150,250,20,20,600,600,600,320,150,20,368,3000,3000
84,Life Challenge4,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,170,127801001|127802001|154801001|44445101,0,481991310,30620916,34023456,2650665,2650665,62208,62208,5300640,17381,2685333,16708742,150,300,30,30,700,700,700,330,150,30,520,3400,3400
85,Life Challenge5,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,190,127801001|127802001|154801001|158801001|44445101,0,1137677400,72276327,80307342,5019906,5019906,89580,89580,10049400,33048,5205060,32387040,150,350,50,50,900,900,900,350,150,50,650,3800,3800
86,Life Challenge6,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,210,127801001|127802001|154801001|158801001|44445101,0,2214216000,140668260,156298470,7905174,7905174,128994,128994,15837340,52099,8361921,52029734,150,400,70,70,1100,1100,1100,370,150,70,930,4200,4200
87,Life Challenge7,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,230,127801001|127802001|154801001|158801001|44445101,0,7427538000,471868020,524298690,12208830,12208830,222906,222906,24401300,80352,13258080,82494720,150,450,100,100,1400,1400,1400,400,150,100,1110,4600,4600
88,Life Challenge8,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,250,127801001|127802001|154801001|158801001|44445101,0,20182413600,1282178880,1424644920,15543402,15543402,320982,320982,31036820,102125,17156967,106754458,150,500,120,120,1600,1600,1600,420,150,120,1290,5000,5000
89,Life Challenge9,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,270,127801001|127802001|154801001|158801001|157802001|44445101,0,38759612400,2462378040,2735977950,22709586,22709586,665580,665580,45005980,148291,25802670,160549940,150,550,160,160,2000,2000,2000,460,150,160,1568,5400,5400
90,Life Challenge10,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,290,127801001|127802001|154801001|158801001|157802001|44445101,0,48963182400,3110605020,3456230400,26988603,26988603,1150122,1150122,53020440,174557,31158390,193874420,150,600,190,190,2300,2300,2300,490,150,190,1760,5800,5800
91,Life Challenge11,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,310,127801001|127802001|154801001|158801001|157802001|44445101,0,134693856000,8557026750,9507812220,53500962,53500962,2208234,2208234,104982050,346368,62865792,391164928,150,650,210,210,2500,2500,2500,510,150,210,2044,6200,6200
92,Life Challenge12,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,320,127801001|127802001|154801001|158801001|157802001|44445101,0,173675502000,11033508600,12259459440,67368930,67368930,3577332,3577332,131056700,432432,79783704,496431936,150,700,230,230,2700,2700,2700,530,150,230,2144,6400,6400
93,Life Challenge13,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,330,127801001|127802001|154801001|158801001|157802001|155602001|44445101,0,208961280000,13275194130,14750221860,80162841,80162841,4769784,4769784,155264040,512160,95261760,592739840,150,750,240,240,2800,2800,2800,540,150,240,2245,6600,6600
94,Life Challenge14,2078_CSHS.png,ABL_CSHS,ABL_CSHS,34,2,340,127801001|127802001|154801001|158801001|157802001|155602001|44445101,0,247889070000,15748254540,17498067480,94140876,94140876,6296112,6296112,181407600,598224,112167000,697928000,150,800,250,250,2900,2900,2900,550,150,250,2345,6800,6800
