id,quality,quality_level_init,quality_level_max,awake_level_max,strengthen_skill_1,strengthen_skill_awake_1,strengthen_skill_2,strengthen_skill_awake_2,relic_pvp_skill,attr_fixd_type_type,attr_fixd_type,attr_fixd_value,attr_exclusive_id,name,icon_path,desc
150020,5,4,14,0,0,0,0,0,0,2,23,80,11,无情神罚,150020.png,罪孽会化为丝线，逐渐缠绕包裹着你让你喘不过气，直到被涅墨西斯用她无情的正义斩开，连带着你的躯体和灵魂。
150021,5,4,14,0,0,0,0,0,0,3,2,60,12,天穹,150021.png,日月星辰都在她的穹顶之下消亡又再生、大地上的亿万生命在她的庇护下一代一代的轮回。
150022,5,4,14,0,0,0,0,0,0,2,16,50,13,反抗之旗,150022.png,贞德在村后的大树下遇见天使，得到了“上帝的启示”，她举起了反抗的军棋，率领她的将兵打赢了战争。这面旗子跟着她战斗在战争的第一线却从来没有被折断，时常能降下神谕，给予贞德帮助。
150023,5,4,14,0,0,0,0,0,0,2,23,80,14,青春苹果,150023.png,当青春之鸟不在，当青春被秋风掳去。\n唯有青春苹果能带给人们那繁茂的春之元气。
150024,5,4,14,0,0,0,0,0,0,2,23,80,15,庇佑灵药,150024.png,还是襁褓中的婴儿被遗弃，生命本该如此折损。\n但喜鹊飞来守护，金龟背着游进大海，佛祖搭救并交给花子收养。\n当有一天长大成人，其成长将会带给生灵治愈更多。
150025,5,4,14,0,0,0,0,0,0,2,18,10,16,八卦,150025.png,“古者包牺氏之王天下也，仰则观象雨天，俯则观法于地；观鸟兽之文与地之宜；近则诸身，远取诸物，于是始做八卦，以通神明之德，以类万物之情。”——《周易·系辞下》
150026,5,4,14,0,0,0,0,0,0,2,22,80,17,傲慢之翼,150026.png,天使，堕落的天使。我们无法透过她美丽的脸庞察觉到她有何罪过。\n直到她展开她傲慢的、不羁的翅膀。
150027,5,4,14,0,0,0,0,0,0,2,21,80,18,潘多拉魔盒,150027.png,人面对已知的危险也会克制不住自己的欲望，使潘多拉魔盒带来了许多苦难。\n但是人类仍在不断的打开一个个潘多拉魔盒，不过永远也别忘了那潘多拉魔盒里最后潜藏的希望。
150028,5,4,14,0,0,0,0,0,0,2,15,50,19,星火石,150028.png,大自然的鬼斧神工下，诞生了这颗延续了代代华夏文明的星石。\n平静时躺匿于丛林山野，激烈时迸发出星光火花。\n它既文明的延续者，也是危险的终结者。
150029,5,4,14,90,1134010011,1134010011,1134020011,1134020011,88888802,2,22,120,20,冈格尼尔,150029.png,单纯且强大——世界的真理也被这句话所概括。\n对冈格尼尔许下你的誓言，永不能反悔且毕将实现，对敌人时百发百中。\n投射时宛若流星划破天际，必将击穿一切，哪怕是圣剑格拉姆也难逃此劫。
150030,5,4,14,90,1130010011,1130010011,1130020011,1130020011,88888805,2,22,120,21,幽冥披风,150030.png,幽冥神厄瑞玻斯是永久黑暗的化身，她用她的披风阻隔了人间与冥界。\n没有一丝丝的光能穿过幽冥披风到达厄瑞玻斯的地盘，永远的处于黑暗之中。
150031,5,4,14,90,1111010011,1111010011,1111020011,1111020011,88888802,2,21,120,22,微缩宇宙,150031.png,脚下踩着坚实的大地，耳边萦绕着城市的喧嚣，大家都生活在自己的忙忙碌碌中、计较着一件件鸡毛蒜皮的事。\n但宇宙的浩瀚也告诉我们谦卑，我们都生活在盖亚的俯视下，只不过在这个混沌的宇宙中我们是被盖亚偏爱的存在。
150032,5,4,14,90,1124010011,1124010011,1124020011,1124020011,88888805,2,21,120,23,五色石,150032.png,四根天柱倾倒，九州大地毁裂，大火蔓延不熄，洪水泛滥不止。\n平凡的人类已经失去了生活的希望，是女娲用炼出的五色石补好了天空。\n正如我们的母亲一样，用着各式的五色石撑起了我们成长的天空。
150033,5,4,14,0,0,0,0,0,0,2,23,80,24,挚爱玩偶,150035.png,伊邪那美虽与天照大神难有缘分，但却也产生了无比的思恋。\n这份感情，浇灌在天照玩偶上，飘荡于高天原的一草一木之中。
150034,5,4,14,90,1115010011,1115010011,1115020011,1115020011,88888805,2,23,120,25,英灵殿,150034.png,垂死的勇士们接受了瓦尔基里的死亡之吻，被领向了英灵殿瓦尔哈拉。\n唯有勇敢的战死者能够到达梦想中的英灵殿，享受着白天战斗至死，夜晚复生宴饮的最美满的生活。\n英灵殿中都是能与诸神抗衡的英灵，当英灵殿的大门打开时，就准备接受你的挑战吧。
150035,5,4,14,90,1131010011,1131010011,1131020011,1131020011,88888812,2,18,20,26,八尺琼勾玉,150033.png,八尺琼勾玉能庇佑人们远离灾祸，让人们获得神力保佑。\n协调了万物生长，代表了日月光芒，为伊邪那岐所赐。
150036,5,4,14,90,1136010011,1236010011,133602001,143602001,88888802,2,15,100,27,真理之秤,150036.png,阿努比斯的真理之秤落入了调皮的拉手中，而等待着亡者们的是一场奇妙的灵魂称量之旅。
151001,5,4,14,90,130111007,140111008,130112007,140112008,88888802,2,1,20000,1001,天使之心,151001.png,在卑劣的人看来，天使之心是充满危险的刺猬；但是心怀善意的人，能将其化为手中的利剑，斩杀那一个个卑劣的灵魂。
150037,5,4,14,90,133801001,143801001,133802001,143802001,88888804,3,4,60,28,至高权杖,150037.png,是否想拥有至高无上的权利？\n是否想得到宙斯的尊敬？\n即使是短暂的犹豫，赫拉也不会允许。直到灰飞烟灭才罢休。
150038,5,4,14,90,134601001,144601001,134602001,144602001,88888811,2,18,25,29,爱情之箭,150038.png,在这浪漫的夜晚，将爱情的祝福送给亲爱的你们\n丘比特正在用箭矢编织的一张只属于这对情侣的情网。
150039,5,4,14,90,135001001,145001001,135002001,145002001,88888809,3,2,80,30,奥拉尔号角,150039.png,在诸神的黄昏中，奥拉尔号角发出了最后的警告。\n既然没人能够逃掉，不如血战至最后一刻。\n海姆达尔最终与洛基展开了对决，也成为了最后倒下的神。
150040,5,4,14,90,134901001,144901001,134902001,144902001,88888812,2,15,60,31,混沌之灵,150040.png,混沌对于世界开端的描述真是再合适不过了。\n世界诞生于混沌，逐渐形成秩序，最终又归于混沌。\n没有人能够逃脱宇宙的法则，就像没有人能够逃脱卡俄斯的掌控。
150041,5,4,14,90,135201001,145201001,135202001,145202001,88888802,3,1,60,32,鬼刀,150041.png,青空下有一位少女在练习着剑法，时而心不在焉，时而心无旁骛。\n向着天空挥舞几刀，劈开心中的困惑，但少女的困惑又何止这一两点。
150042,5,4,14,90,134801001,144801001,134802001,144802001,88888803,3,1,60,33,命运之轮,150042.png,命运的轮盘永远无法停止转动。\n命运因她的起伏不定，才显得更加迷人。正因为她的无法掌控，才值得去挑战。\n最终才明白，追逐自己命运的过程远比结果更加有趣。
150043,5,4,14,90,135401001,145401001,135402001,145402001,88888810,3,2,80,34,寂静之枪,150043.png,远离了天空烦闷，远离了地表的喧闹。\n冰龙静静的卧在深邃的冰窟中。\n这寂静，让思想变得更加深沉，赋予了冰枪幻想的力量。
150044,5,4,14,90,1153010011,1253010011,1153020011,1253020011,88888805,3,2,60,35,缘结伞,150044.png,雨下大了，你在担心一把伞是否不够，怕她淋湿。\n缘结神可不建议，一把缘结伞足够。\n这是属于爱情的雨。搂住她，让彼此靠得更近。
150045,5,4,14,90,1141010011,1241010011,1141020011,1241020011,88888802,3,2,60,36,惊喜花环,150045.png,圣诞女神发出了疑问，到底什么是惊喜。\n圣诞女神盯着手中的花环思索着，貌似发现了一个全新的花草世界一般兴奋了起来。\n她仍在思索着，去找寻一个没有答案的答案。
150046,5,4,14,90,1147010011,1147010011,1147020011,1147020011,88888802,3,1,50,37,死神面纱,150046.png,虽然哈迪斯有很多面纱，但这件在其中也属于比较特殊的。\n难道是因为面纱本身？不不不，而是送给我面纱的人赋予了此面纱独特的意义。
150047,5,4,14,90,1151010011,1151010011,1151020011,1151020011,88888803,3,1,50,38,审判之刃,150047.png,没有人能逃避他的审判，即使你是地狱之王也不行。\n四十九年，即使时间比这更长，米迦勒也不会放弃对黑暗的审判。
150048,5,4,14,90,135501001,145501001,135502001,145502001,88888802,3,1,60,39,灰烬之灵,150048.png,据说，灰烬龙女也是一位爱干净的女孩子。\n的确如此，处理敌人剩下的灰尘往往是更加简单的事情。\n只是又要麻烦风暴龙女了，怪不好意思的。
150049,5,4,14,90,135601001,145601001,135602001,145602001,88888802,3,1,60,40,风暴之灵,150049.png,风暴龙女时而也喜欢为春天送来一阵复苏的暖风，为干渴的大地送去及时的暴雨。\n但是你要是敢亵渎自然，龙女会让你感受最原始的恐怖。
150050,5,4,14,90,135901001,145901001,135902001,145902001,88888802,2,15,60,41,日月光华,150050.png,太过梦幻，太过迷人，代表星空中的缥缈，代表宇宙的永恒。\n满怀朝气的人类，用勇气拾起日月光华探索于这片危险的宇宙吧。
150051,5,4,14,90,1157010011,1157010011,1157020011,1157020011,88888805,3,2,60,42,粉红蝴蝶,150051.png,蝴蝶结上的铃铛正在优雅的发出叮叮当当的声音，渐渐的声音越来越近。\n刻意的想回避这温柔陷阱，你眼神开始变得游离，却都是假象。
150052,5,4,14,90,150111007,160111008,150112007,160112008,88888802,3,2,80,43,天使灵刃,150052.png,在这个弱肉强食的世界；黑恶势力猖獗的世界，我将不再仁慈。\n对待无法用心感化的敌人，以暴制暴将会是不错的选择，一起上吧灵刃！
150053,5,4,14,90,136201001,146201001,136202001,146202001,88888809,3,1,60,44,红莲凤冠,150053.png,对未来已不会恐惧，不论是悲惨的还是欢乐的，都将为平静的人生添加彩色。\n意外和惊喜不论哪个先来，红莲力量都会为我的朋友们保驾护航，直到我们都渐渐老去。
150054,5,4,14,90,136601001,146601001,136602001,146602001,88888802,2,15,100,45,月宫玉兔,150054.png,嫦娥孤独的守在这月亮上，遥望着对面的繁华、喧闹的蓝色星球，很难不有万千思绪涌上心头。\n直到玉兔来到她的身边，带给嫦娥的不仅仅是陪伴，还有萦绕在这广寒宫的欢声笑语。
150055,5,4,14,90,136701001,146701001,136702001,146702001,88888801,3,1,60,46,引路冥灯,150055.png,在这条孤独的道路上，总归需要有个指引，不论它是否是心中所想的那道光。\n阿修罗对待的敌人的灵魂貌似也没那么残忍，对于修罗场上遍体鳞伤的肉体也算是一点藉慰。
150056,5,4,14,90,136401001,146401001,136402001,146402001,88888802,2,16,50,47,位面透镜,150056.png,见过无数各不相同的未来，喜怒哀乐在各个平行世界中交替。\n双子座总是在默默的观测，不断寻找着宇宙的奥秘，那个潜藏在你我中的终极答案。
150057,5,4,14,90,136801001,146801001,136802001,146802001,88888803,3,1,60,48,贯穿圣枪,150057.png,就像光芒射穿黑暗，像春风融化积雪，圣枪带来了力量，带来了希望。\n战争总是残酷的，我不愿参与战争，但是也最好别试图激怒我。
150058,5,4,14,90,137101001,147101001,137102001,147102001,88888806,3,2,80,49,献祭之心,150058.png,仁慈不代表软弱，牺牲的代价换来的往往是令对手胆寒的力量，在以自我为祭品的献祭仪式完成之时，也是战场上的敌人陷入修罗炼狱之刻。
150059,5,4,14,90,137301001,147301001,137302001,147302001,88888807,2,18,25,50,深渊辉玉,150059.png,大海给与恩泽，也暗藏危险，没有人知道深渊中闪耀的诱人光辉是价值连城的宝藏，还是等待无知小鱼上钩的狩猎者目光。
150060,5,4,14,90,137401001,147401001,137402001,147402001,88888812,3,2,80,51,爱神之冠,150060.png,无名艺术家所创造的金色冠冕，蕴含着对美的无限遐想，以及对爱神如痴似醉的迷恋，其中灌注着由感情升华而来的、无与伦比的魔力。
150061,5,4,14,90,137501001,147501001,137502001,147502001,88888803,3,1,60,52,雷霆权杖,150061.png,由独眼巨人打造，即便是再强悍的神明也会为其力量所惊叹，闪电是希腊王权的象征，这柄权杖曾帮助宙斯获得了无数场象征荣耀与尊严的胜利。
150062,5,4,14,90,137601001,147601001,137602001,147602001,88888807,3,1,60,53,命运神骰,150062.png,阿萨神域的禁忌神器，据说其中蕴含着改变神族命运的力量。是生存，还是毁灭，一切都隐藏在这枚神骰之中。
150063,5,4,14,90,137701001,147701001,137702001,147702001,88888807,2,18,25,54,雷神之锤,150063.png,雷神之锤是阿萨神族威力最为强大的武器。它的锤头是由阿斯加德神域最坚硬的钢铁所打造，握柄部分则是以世界之树的木材作成。它可以砸碎任何东西，将其扔出去，击中目标之后还会自动飞回持有者的手中。
150064,5,4,14,90,137801001,147801001,137802001,147802001,88888805,3,1,60,55,太阳之轮,150064.png,散发着璀璨光芒的金色轮盘，上面附着来自太阳之神的力量，被其光芒照射者，皆会被太阳之火燃烧成灰烬。
150065,5,4,14,90,138101001,148101001,138102001,148102001,88888812,3,1,60,56,荷鲁斯之眼,150065.png,埃及神话中至高无上的神器，它代表着神明的庇佑与至高无上的君权，也代表着最为真实的目光。
150066,5,4,14,90,138201001,148201001,138202001,148202001,88888812,3,2,80,57,碎愿者之锤,150066.png,巨龙流出的血液凝结而成的强大金属，有一天终将会为诸神带来毁灭……
150999,5,4,14,0,0,0,0,0,0,2,1,20000,0,圣物之灵,150999.png,主要用于圣物进阶的材料
