npc_id,name,avatar_path,spine_name,spine_name_shenhe,role,job,level,skill_id_list,skill_id_normal_attack,hp,minatk,maxatk,pdef,mdef,def,defend_ignore_level,hit,dhit,cir,dcir,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,game_play_damage_add,game_play_damage_minus
205001,Black Dragon,NPC46.jpg,NPC46,LB_UR_SH,32,3,200,110002001|115102001,0,852087600,54132780,60147660,8700834,8700834,77397,77397,17434660,57283,9279879,57741466,150,150,80,80,1200,1200,1200,380,150,80,884,3400,3400
205002,Fox Fairy,NPC31.jpg,NPC31,YXNM1,32,2,200,114001001|115101001,0,852087600,54132780,60147660,8700834,8700834,77397,77397,17434660,57283,9279879,57741466,150,150,80,80,1200,1200,1200,380,150,80,884,3400,3400
205501,Peacock banshee,NPC22.jpg,NPC22,YD0,32,3,200,112701001|124102001,0,574828650,51734710,57483120,7615764,7615764,84285,84285,15219160,49985,8247543,50484952,150,150,100,100,1400,1400,1400,400,150,100,962,3600,3600
205502,Horse Face,NPC37.jpg,NPC37,ZRNZ_YS1,32,1,200,115102001|110102001,0,546087220,49147970,54608960,7234977,7234977,80070,80070,14458200,47486,7835163,47960698,150,150,100,100,1400,1400,1400,400,150,100,962,3600,3600
206001,Venomous King,NPC25.jpg,NPC25,USER_MAIN_WSJ3,32,3,200,124102001|124101001,0,1076814000,68409530,76010740,10070430,10070430,111453,111453,20124500,66096,10905840,67858560,150,150,100,100,1400,1400,1400,400,150,100,962,3700,3700
206002,Tree Essence,NPC23.jpg,NPC23,HFSTS0,32,1,200,113901001|111201001,0,1076814000,68409530,76010740,10070430,10070430,111453,111453,20124500,66096,10905840,67858560,150,150,100,100,1400,1400,1400,400,150,100,962,3700,3700
206501,Shadow Sage,NPC44.jpg,NPC44,R_UR_PLUS_SH,32,2,200,110002001|110102001,0,859003200,77310440,85900640,9004239,9004239,84285,84285,18008350,59242,9774864,59834016,150,150,100,100,1400,1400,1400,400,150,100,988,3700,3700
206502,Witch,NPC24.jpg,NPC24,USER_GEJ_SH,32,2,200,114001001|113701001,0,816053040,73444920,81605600,8554026,8554026,80070,80070,17107940,56280,9286122,56842316,150,150,100,100,1400,1400,1400,400,150,100,988,3700,3700
207001,Snake Demon,NPC24.jpg,NPC24,HFSTS0,32,3,200,111201001|112701001,0,1609152000,102228680,113587620,11906430,11906430,111453,111453,23812700,78336,12925440,80424960,150,150,100,100,1400,1400,1400,400,150,100,988,3800,3800
207002,Dark Dragon,NPC28.jpg,NPC28,YXS0,32,1,200,112302001|112301001,0,1609152000,102228680,113587620,11906430,11906430,111453,111453,23812700,78336,12925440,80424960,150,150,100,100,1400,1400,1400,400,150,100,988,3800,3800
207501,Shadow Demon,NPC52.jpg,NPC52,HFSTS0,32,2,200,116001001|111201001,0,1034985600,93148870,103498890,10491453,10491453,101145,101145,20961070,68999,11488341,70322564,150,150,110,110,1500,1500,1500,410,150,110,1200,3900,3900
207502,Shadow Lady,NPC26.jpg,NPC26,YXS0,32,1,200,115102001|110002001,0,983236320,88491430,98323940,9966882,9966882,96087,96087,19913010,65549,10913922,66806430,150,150,110,110,1500,1500,1500,410,150,110,1200,3900,3900
208001,Criminal God,NPC46.jpg,NPC46,MJL0,32,2,200,115101001|114001001,0,1938816000,123172060,136858030,13872996,13872996,133743,133743,27717120,91238,15191193,94522982,150,150,110,110,1500,1500,1500,410,150,110,1200,4000,4000
208002,Eagle Head,NPC34.jpg,NPC34,YXS0,32,1,200,124102001|112701001,0,1938816000,123172060,136858030,13872996,13872996,133743,133743,27717120,91238,15191193,94522982,150,150,110,110,1500,1500,1500,410,150,110,1200,4000,4000
208501,Naga Banshee,NPC27.jpg,NPC27,LB_UR_SH,32,2,200,113102001|112401001,0,1197094140,107738640,119709760,11754699,11754699,121371,121371,23471600,77232,12974958,79422462,150,150,120,120,1600,1600,1600,420,150,120,1290,4200,4200
208502,Beihai Demon,NPC30.jpg,NPC30,YD0,32,2,200,111801001|111802001,0,1137239430,102351710,113724260,11166963,11166963,115302,115302,22298020,73370,12326211,75451344,150,150,120,120,1600,1600,1600,420,150,120,1290,4200,4200
209001,Yan,NPC30.jpg,NPC30,HFSTS0,32,1,200,112901001|100303001,0,2242490400,142464320,158293880,15543402,15543402,160491,160491,31036820,102125,17156967,106754458,150,150,120,120,1600,1600,1600,420,150,120,1290,4300,4300
209002,Witch Elf,NPC18.jpg,NPC18,USER_HF,32,2,200,100304001|110401001,0,2242490400,142464320,158293880,15543402,15543402,160491,160491,31036820,102125,17156967,106754458,150,150,120,120,1600,1600,1600,420,150,120,1290,4300,4300
209501,Red snake witch,NPC31.jpg,NPC31,HFSTS0,32,3,200,100303001|112902001,0,1690476480,152143090,169048070,15653427,15653427,203904,203904,31139200,102453,17519481,107240466,150,150,140,140,1800,1800,1800,440,150,140,1426,4500,4500
209502,Ogre,NPC22.jpg,NPC22,MJL0,32,2,200,110201001|112301001,0,1605952660,144535940,160595670,14870757,14870757,193710,193710,29582230,97330,16643511,101878458,150,150,140,140,1800,1800,1800,440,150,140,1426,4500,4500
210001,Female Warfare,NPC33.jpg,NPC33,YXS0,32,1,200,112002001|112802001,0,3166732800,201180950,223534630,20698746,20698746,269625,269625,41175790,135475,23166258,144145612,150,150,140,140,1800,1800,1800,440,150,140,1426,4600,4600
210002,Sky Dog,NPC32.jpg,NPC32,LB_UR_SH,32,2,200,113301001|112202001,0,3166732800,201180950,223534630,20698746,20698746,269625,269625,41175790,135475,23166258,144145612,150,150,140,140,1800,1800,1800,440,150,140,1426,4600,4600
210501,Headless Knight,NPC1.jpg,NPC1,USER_HF,32,3,200,112602001|112001001,0,3065302680,275877540,306530860,22898832,22898832,335565,335565,45381030,149527,26017692,159259810,150,150,160,160,2000,2000,2000,460,150,160,1617,4800,4800
210502,Blackwing Angel,NPC9.jpg,NPC9,USER_GEJ_SH,32,1,200,112202001|110301001,0,2912037550,262083670,291204320,21753891,21753891,318786,318786,43111970,142051,24716805,151296808,150,150,160,160,2000,2000,2000,460,150,160,1617,4800,4800
211001,Witch Hunter,NPC7.jpg,NPC7,BMH_HS_SH,32,2,200,113301001|111202001,0,5742164800,364796750,405330070,30279444,30279444,443721,443721,60007970,197722,34403559,214066586,150,150,160,160,2000,2000,2000,460,150,160,1617,4900,4900
211002,Evil Knight,NPC2.jpg,NPC2,MJL0,32,1,200,100303001|100203001,0,5742164800,364796750,405330070,30279444,30279444,443721,443721,60007970,197722,34403559,214066586,150,150,160,160,2000,2000,2000,460,150,160,1617,4900,4900
211501,Nightmare Weaver,NPC7.jpg,NPC7,HFSTS0,32,2,200,112602001|112901001,0,4037002200,363330560,403700960,29508378,29508378,480471,480471,58374160,192238,33737805,206516256,150,150,170,170,2100,2100,2100,470,150,170,1716,5100,5100
211502,Ripper,NPC13.jpg,NPC13,YXS0,32,3,200,112202001|100304001,0,3835152090,345164040,383515900,28032960,28032960,456447,456447,55455460,182626,32050914,196190440,150,150,170,170,2100,2100,2100,470,150,170,1716,5100,5100
212001,Lady of Snow,NPC10.jpg,NPC10,MJL0,32,1,200,112901001|113201001,0,7130289600,452983560,503315470,36789666,36789666,599025,599025,72778180,239674,42062718,261723572,150,150,170,170,2100,2100,2100,470,150,170,1716,5200,5200
212002,Mist Walker,NPC10.jpg,NPC10,YXS0,32,3,200,100208001|100302001,0,7130289600,452983560,503315470,36789666,36789666,599025,599025,72778180,239674,42062718,261723572,150,150,170,170,2100,2100,2100,470,150,170,1716,5200,5200
212501,Mandrill,NPC12.jpg,NPC12,MJL0,32,3,200,110702001|100210001,0,4986990800,448829580,498699910,35047701,35047701,746781,746781,68852940,226681,40462629,247680340,150,150,190,190,2300,2300,2300,490,150,190,1815,5400,5400
212502,Plague Follower,NPC4.jpg,NPC4,HFSTS0,32,2,200,113201001|112801001,0,4737641260,426388110,473764910,33295317,33295317,709440,709440,65410290,215347,38439498,235296326,150,150,190,190,2300,2300,2300,490,150,190,1815,5400,5400
213001,Mad Disciple,NPC9.jpg,NPC9,YXS0,32,1,200,100109001|112602001,0,9067256000,576037970,640042660,44981007,44981007,958434,958434,88367400,290928,51930648,323124032,150,150,190,190,2300,2300,2300,490,150,190,1815,5500,5500
213002,Blue Dragon King,NPC48.jpg,NPC48,WL_SP,32,3,200,112801001|112202001,0,9067256000,576037970,640042660,44981007,44981007,958434,958434,88367400,290928,51930648,323124032,150,150,190,190,2300,2300,2300,490,150,190,1815,5500,5500
213501,Maid of Demonlord,2019.jpg,NMXS0,YXNM1,32,1,200,112201001|111702001,0,6294420000,566498270,629442920,43342848,43342848,985749,985749,84963560,279752,50355360,308235840,150,150,200,200,2400,2400,2400,500,150,200,2001,5700,5700
