id,big_step,small_step,npc_team_ids,reward
366,2,66,20131|20132,5:3000262:20
367,2,67,20133|20134,5:3000262:20
368,2,68,20135|20136,5:3000262:20
369,2,69,20137|20138,5:3000262:20
370,2,70,20139|20140,5:3000262:25
371,2,71,20141|20142,5:3000262:20
372,2,72,20143|20144,5:3000262:20
373,2,73,20145|20146,5:3000262:20
374,2,74,20147|20148,5:3000262:20
375,2,75,20149|20150,5:3000262:25
376,2,76,20151|20152,5:3000262:20
377,2,77,20153|20154,5:3000262:20
378,2,78,20155|20156,5:3000262:20
379,2,79,20157|20158,5:3000262:20
380,2,80,20159|20160,5:3000262:25
381,2,81,20161|20162,5:3000262:20
382,2,82,20163|20164,5:3000262:20
383,2,83,20165|20166,5:3000262:20
384,2,84,20167|20168,5:3000262:20
385,2,85,20169|20170,5:3000262:25
386,2,86,20171|20172,5:3000262:20
387,2,87,20173|20174,5:3000262:20
388,2,88,20175|20176,5:3000262:20
389,2,89,20177|20178,5:3000262:20
390,2,90,20179|20180,5:3000262:25
391,2,91,20181|20182,5:3000262:25
392,2,92,20183|20184,5:3000262:25
393,2,93,20185|20186,5:3000262:25
394,2,94,20187|20188,5:3000262:25
395,2,95,20189|20190,5:3000262:30
396,2,96,20191|20192,5:3000262:25
397,2,97,20193|20194,5:3000262:25
398,2,98,20195|20196,5:3000262:25
399,2,99,20197|20198,5:3000262:25
400,2,100,20199|20200,5:3000262:30
401,2,101,20201|20202,5:3000262:25
402,2,102,20203|20204,5:3000262:25
403,2,103,20205|20206,5:3000262:25
404,2,104,20207|20208,5:3000262:25
405,2,105,20209|20210,5:3000262:30
406,2,106,20211|20212,5:3000262:25
407,2,107,20213|20214,5:3000262:25
408,2,108,20215|20216,5:3000262:25
409,2,109,20217|20218,5:3000262:25
410,2,110,20219|20220,5:3000262:30
411,2,111,20221|20222,5:3000262:25
412,2,112,20223|20224,5:3000262:25
413,2,113,20225|20226,5:3000262:25
414,2,114,20227|20228,5:3000262:25
415,2,115,20229|20230,5:3000262:30
416,2,116,20231|20232,5:3000262:25
417,2,117,20233|20234,5:3000262:25
418,2,118,20235|20236,5:3000262:25
419,2,119,20237|20238,5:3000262:25
420,2,120,20239|20240,5:3000262:30
421,2,121,20241|20242,5:3000262:30
422,2,122,20243|20244,5:3000262:30
423,2,123,20245|20246,5:3000262:30
424,2,124,20247|20248,5:3000262:30
425,2,125,20249|20250,5:3000262:35
426,2,126,20251|20252,5:3000262:30
427,2,127,20253|20254,5:3000262:30
428,2,128,20255|20256,5:3000262:30
429,2,129,20257|20258,5:3000262:30
430,2,130,20259|20260,5:3000262:35
431,2,131,20261|20262,5:3000262:30
432,2,132,20263|20264,5:3000262:30
433,2,133,20265|20266,5:3000262:30
434,2,134,20267|20268,5:3000262:30
435,2,135,20269|20270,5:3000262:35
436,2,136,20271|20272,5:3000262:30
437,2,137,20273|20274,5:3000262:30
438,2,138,20275|20276,5:3000262:30
439,2,139,20277|20278,5:3000262:30
440,2,140,20279|20280,5:3000262:35
441,2,141,20281|20282,5:3000262:30
442,2,142,20283|20284,5:3000262:30
443,2,143,20285|20286,5:3000262:30
444,2,144,20287|20288,5:3000262:30
445,2,145,20289|20290,5:3000262:35
446,2,146,20291|20292,5:3000262:30
447,2,147,20293|20294,5:3000262:30
448,2,148,20295|20296,5:3000262:30
449,2,149,20297|20298,5:3000262:30
450,2,150,20299|20300,5:3000262:35
451,2,151,20301|20302,5:3000262:35
452,2,152,20303|20304,5:3000262:35
453,2,153,20305|20306,5:3000262:35
454,2,154,20307|20308,5:3000262:35
455,2,155,20309|20310,5:3000262:40
456,2,156,20311|20312,5:3000262:35
457,2,157,20313|20314,5:3000262:35
458,2,158,20315|20316,5:3000262:35
459,2,159,20317|20318,5:3000262:35
460,2,160,20319|20320,5:3000262:40
461,2,161,20321|20322,5:3000262:35
462,2,162,20323|20324,5:3000262:35
463,2,163,20325|20326,5:3000262:35
464,2,164,20327|20328,5:3000262:35
465,2,165,20329|20330,5:3000262:40
466,2,166,20331|20332,5:3000262:35
467,2,167,20333|20334,5:3000262:35
468,2,168,20335|20336,5:3000262:35
469,2,169,20337|20338,5:3000262:35
470,2,170,20339|20340,5:3000262:40
471,2,171,20341|20342,5:3000262:35
472,2,172,20343|20344,5:3000262:35
473,2,173,20345|20346,5:3000262:35
474,2,174,20347|20348,5:3000262:35
475,2,175,20349|20350,5:3000262:40
476,2,176,20351|20352,5:3000262:35
477,2,177,20353|20354,5:3000262:35
478,2,178,20355|20356,5:3000262:35
479,2,179,20357|20358,5:3000262:35
480,2,180,20359|20360,5:3000262:40
481,2,181,20361|20362,5:3000262:40
482,2,182,20363|20364,5:3000262:40
483,2,183,20365|20366,5:3000262:40
484,2,184,20367|20368,5:3000262:40
485,2,185,20369|20370,5:3000262:45
486,2,186,20371|20372,5:3000262:40
487,2,187,20373|20374,5:3000262:40
488,2,188,20375|20376,5:3000262:40
489,2,189,20377|20378,5:3000262:40
490,2,190,20379|20380,5:3000262:45
491,2,191,20381|20382,5:3000262:40
492,2,192,20383|20384,5:3000262:40
493,2,193,20385|20386,5:3000262:40
494,2,194,20387|20388,5:3000262:40
495,2,195,20389|20390,5:3000262:45
496,2,196,20391|20392,5:3000262:40
497,2,197,20393|20394,5:3000262:40
498,2,198,20395|20396,5:3000262:40
499,2,199,20397|20398,5:3000262:40
500,2,200,20399|20400,5:3000262:45
501,3,1,30001|30002|30003,5:3000262:10
502,3,2,30004|30005|30006,5:3000262:10
503,3,3,30007|30008|30009,5:3000262:10
504,3,4,30010|30011|30012,5:3000262:10
505,3,5,30013|30014|30015,5:3000262:20
506,3,6,30016|30017|30018,5:3000262:20
507,3,7,30019|30020|30021,5:3000262:20
508,3,8,30022|30023|30024,5:3000262:20
509,3,9,30025|30026|30027,5:3000262:20
510,3,10,30028|30029|30030,5:3000262:30
511,3,11,30031|30032|30033,5:3000262:30
512,3,12,30034|30035|30036,5:3000262:30
513,3,13,30037|30038|30039,5:3000262:30
514,3,14,30040|30041|30042,5:3000262:30
515,3,15,30043|30044|30045,5:3000262:40
516,3,16,30046|30047|30048,5:3000262:40
517,3,17,30049|30050|30051,5:3000262:40
518,3,18,30052|30053|30054,5:3000262:40
519,3,19,30055|30056|30057,5:3000262:40
520,3,20,30058|30059|30060,5:3000262:50
521,3,21,30061|30062|30063,5:3000262:50
522,3,22,30064|30065|30066,5:3000262:50
523,3,23,30067|30068|30069,5:3000262:50
524,3,24,30070|30071|30072,5:3000262:50
525,3,25,30073|30074|30075,5:3000262:60
526,3,26,30076|30077|30078,5:3000262:60
527,3,27,30079|30080|30081,5:3000262:60
528,3,28,30082|30083|30084,5:3000262:60
529,3,29,30085|30086|30087,5:3000262:60
530,3,30,30088|30089|30090,5:3000262:70
531,3,31,30091|30092|30093,5:3000262:70
532,3,32,30094|30095|30096,5:3000262:70
533,3,33,30097|30098|30099,5:3000262:70
534,3,34,30100|30101|30102,5:3000262:70
535,3,35,30103|30104|30105,5:3000262:80
536,3,36,30106|30107|30108,5:3000262:80
537,3,37,30109|30110|30111,5:3000262:80
538,3,38,30112|30113|30114,5:3000262:80
539,3,39,30115|30116|30117,5:3000262:80
540,3,40,30118|30119|30120,5:3000262:90
541,3,41,30121|30122|30123,5:3000262:90
542,3,42,30124|30125|30126,5:3000262:90
543,3,43,30127|30128|30129,5:3000262:90
544,3,44,30130|30131|30132,5:3000262:90
545,3,45,30133|30134|30135,5:3000262:100
546,3,46,30136|30137|30138,5:3000262:100
547,3,47,30139|30140|30141,5:3000262:100
548,3,48,30142|30143|30144,5:3000262:100
549,3,49,30145|30146|30147,5:3000262:100
550,3,50,30148|30149|30150,5:3000262:110
551,3,51,30151|30152|30153,5:3000262:110
552,3,52,30154|30155|30156,5:3000262:110
553,3,53,30157|30158|30159,5:3000262:110
554,3,54,30160|30161|30162,5:3000262:110
555,3,55,30163|30164|30165,5:3000262:120
556,3,56,30166|30167|30168,5:3000262:120
557,3,57,30169|30170|30171,5:3000262:120
558,3,58,30172|30173|30174,5:3000262:120
559,3,59,30175|30176|30177,5:3000262:120
560,3,60,30178|30179|30180,5:3000262:130
561,3,61,30181|30182|30183,5:3000262:130
562,3,62,30184|30185|30186,5:3000262:130
563,3,63,30187|30188|30189,5:3000262:130
564,3,64,30190|30191|30192,5:3000262:130
565,3,65,30193|30194|30195,5:3000262:140
566,3,66,30196|30197|30198,5:3000262:140
567,3,67,30199|30200|30201,5:3000262:140
568,3,68,30202|30203|30204,5:3000262:140
569,3,69,30205|30206|30207,5:3000262:140
570,3,70,30208|30209|30210,5:3000262:150
571,3,71,30211|30212|30213,5:3000262:150
572,3,72,30214|30215|30216,5:3000262:150
573,3,73,30217|30218|30219,5:3000262:150
574,3,74,30220|30221|30222,5:3000262:150
575,3,75,30223|30224|30225,5:3000262:160
576,3,76,30226|30227|30228,5:3000262:160
577,3,77,30229|30230|30231,5:3000262:160
578,3,78,30232|30233|30234,5:3000262:160
579,3,79,30235|30236|30237,5:3000262:160
580,3,80,30238|30239|30240,5:3000262:170
581,3,81,30241|30242|30243,5:3000262:170
582,3,82,30244|30245|30246,5:3000262:170
583,3,83,30247|30248|30249,5:3000262:170
584,3,84,30250|30251|30252,5:3000262:170
585,3,85,30253|30254|30255,5:3000262:180
586,3,86,30256|30257|30258,5:3000262:180
587,3,87,30259|30260|30261,5:3000262:180
588,3,88,30262|30263|30264,5:3000262:180
589,3,89,30265|30266|30267,5:3000262:180
590,3,90,30268|30269|30270,5:3000262:190
591,3,91,30271|30272|30273,5:3000262:190
592,3,92,30274|30275|30276,5:3000262:190
593,3,93,30277|30278|30279,5:3000262:190
594,3,94,30280|30281|30282,5:3000262:190
595,3,95,30283|30284|30285,5:3000262:200
596,3,96,30286|30287|30288,5:3000262:200
597,3,97,30289|30290|30291,5:3000262:200
598,3,98,30292|30293|30294,5:3000262:200
599,3,99,30295|30296|30297,5:3000262:200
600,3,100,30298|30299|30300,5:3000262:210
601,4,1,40001|40002|40003,
