npc_id,hero_cid,quality_level,level,awake,if_advance,god_awake,if_super,super_awake,if_mr,mr_awake,if_incarnation,incarnation_awake,max_hp,max_mp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,game_play_damage_add,game_play_damage_minus
100501,1001,8,10,5,1,5,0,0,0,0,0,0,44000,44000,3961,4403,0,0,0,0,2657,880,4400,44400,150,150,0,0,0,0,0,0,0,0,46,0,0
100601,2080,6,10,5,0,0,0,0,0,0,0,0,72000,72000,4322,4803,0,0,0,0,2898,960,4800,48000,150,150,0,0,0,0,0,0,0,0,46,20,20
100602,2039,7,10,5,0,0,0,0,0,0,0,0,72480,72480,4365,4851,0,0,0,0,2927,970,4848,48048,150,150,0,0,0,0,0,0,0,0,46,20,20
100603,2070,6,10,5,0,0,0,0,0,0,0,0,72000,72000,4322,4803,0,0,0,0,2898,960,4800,48000,150,150,0,0,0,0,0,0,0,0,46,20,20
100604,2035,6,10,5,0,0,0,0,0,0,0,0,72480,72480,4365,4851,0,0,0,0,2927,970,4848,48048,150,150,0,0,0,0,0,0,0,0,46,20,20
100605,2013,5,10,5,0,0,0,0,0,0,0,0,72000,72000,4322,4803,0,0,0,0,2898,960,4800,48000,150,150,0,0,0,0,0,0,0,0,46,20,20
100606,2052,6,10,5,0,0,0,0,0,0,0,0,72480,72480,4365,4851,0,0,0,0,2927,970,4848,48048,150,150,0,0,0,0,0,0,0,0,46,20,20
100701,2082,7,10,5,0,0,0,0,0,0,0,0,96000,96000,5762,6404,0,0,0,0,3864,1280,6400,64000,150,150,0,0,0,0,0,0,0,0,46,60,60
100702,2031,6,10,5,0,0,0,0,0,0,0,0,96640,96640,5820,6468,0,0,0,0,3903,1293,6464,64064,150,150,0,0,0,0,0,0,0,0,46,60,60
100703,2040,5,10,5,0,0,0,0,0,0,0,0,96000,96000,5762,6404,0,0,0,0,3864,1280,6400,64000,150,150,0,0,0,0,0,0,0,0,46,60,60
100704,2042,7,10,5,0,0,0,0,0,0,0,0,96640,96640,5820,6468,0,0,0,0,3903,1293,6464,64064,150,150,0,0,0,0,0,0,0,0,46,60,60
100705,2062,6,10,5,0,0,0,0,0,0,0,0,96000,96000,5762,6404,0,0,0,0,3864,1280,6400,64000,150,150,0,0,0,0,0,0,0,0,46,60,60
100706,2048,6,10,5,0,0,0,0,0,0,0,0,96640,96640,5820,6468,0,0,0,0,3903,1293,6464,64064,150,150,0,0,0,0,0,0,0,0,46,60,60
100801,2038,5,10,5,0,0,0,0,0,0,0,0,120000,120000,7203,8005,0,0,0,0,4830,1600,8000,80000,150,150,0,0,0,0,0,0,0,0,46,100,100
100802,2031,6,10,5,0,0,0,0,0,0,0,0,120800,120800,7275,8085,0,0,0,0,4878,1616,8080,80080,150,150,0,0,0,0,0,0,0,0,46,100,100
100803,2076,7,10,5,0,0,0,0,0,0,0,0,120000,120000,7203,8005,0,0,0,0,4830,1600,8000,80000,150,150,0,0,0,0,0,0,0,0,46,100,100
100804,2080,6,10,5,0,0,0,0,0,0,0,0,120800,120800,7275,8085,0,0,0,0,4878,1616,8080,80080,150,150,0,0,0,0,0,0,0,0,46,100,100
100805,2012,6,10,5,0,0,0,0,0,0,0,0,120000,120000,7203,8005,0,0,0,0,4830,1600,8000,80000,150,150,0,0,0,0,0,0,0,0,46,100,100
100806,2048,6,10,5,0,0,0,0,0,0,0,0,120800,120800,7275,8085,0,0,0,0,4878,1616,8080,80080,150,150,0,0,0,0,0,0,0,0,46,100,100
100901,2052,6,10,5,0,0,0,0,0,0,0,0,144000,144000,8643,9606,0,0,0,0,5796,1920,9600,96000,150,150,0,0,0,0,0,0,0,0,46,140,140
100902,2065,7,10,5,0,0,0,0,0,0,0,0,144960,144960,8729,9702,0,0,0,0,5854,1939,9696,96096,150,150,0,0,0,0,0,0,0,0,46,140,140
100903,2013,5,10,5,0,0,0,0,0,0,0,0,144000,144000,8643,9606,0,0,0,0,5796,1920,9600,96000,150,150,0,0,0,0,0,0,0,0,46,140,140
100904,2062,6,10,5,0,0,0,0,0,0,0,0,144960,144960,8729,9702,0,0,0,0,5854,1939,9696,96096,150,150,0,0,0,0,0,0,0,0,46,140,140
100905,2061,6,10,5,0,0,0,0,0,0,0,0,144000,144000,8643,9606,0,0,0,0,5796,1920,9600,96000,150,150,0,0,0,0,0,0,0,0,46,140,140
100906,2054,6,10,5,0,0,0,0,0,0,0,0,144960,144960,8729,9702,0,0,0,0,5854,1939,9696,96096,150,150,0,0,0,0,0,0,0,0,46,140,140
101001,1001,8,10,5,1,5,0,0,0,0,0,0,272000,272000,17286,19212,0,0,0,0,11592,3840,19200,179200,150,150,0,0,0,0,0,0,0,0,46,200,200
101101,2013,5,30,5,0,0,0,0,0,0,0,0,264000,264000,15843,17606,0,0,17600,17600,10692,3520,17600,176000,150,150,0,0,0,0,0,0,0,0,92,240,240
101102,2065,7,30,5,0,0,0,0,0,0,0,0,265760,265760,16001,17782,0,0,17776,17776,10799,3555,17776,176176,150,150,0,0,0,0,0,0,0,0,92,240,240
101103,2032,6,30,5,0,0,0,0,0,0,0,0,264000,264000,15843,17606,0,0,17600,17600,10692,3520,17600,176000,150,150,0,0,0,0,0,0,0,0,92,240,240
101104,2031,6,30,5,0,0,0,0,0,0,0,0,265760,265760,16001,17782,0,0,17776,17776,10799,3555,17776,176176,150,150,0,0,0,0,0,0,0,0,92,240,240
101105,2080,6,30,5,0,0,0,0,0,0,0,0,264000,264000,15843,17606,0,0,17600,17600,10692,3520,17600,176000,150,150,0,0,0,0,0,0,0,0,92,240,240
101106,2062,6,30,5,0,0,0,0,0,0,0,0,265760,265760,16001,17782,0,0,17776,17776,10799,3555,17776,176176,150,150,0,0,0,0,0,0,0,0,92,240,240
101201,2058,6,30,5,0,0,0,0,0,0,0,0,288000,288000,17283,19206,0,0,19200,19200,11664,3840,19200,192000,150,150,0,0,0,0,0,0,0,0,92,280,280
101202,2060,7,30,5,0,0,0,0,0,0,0,0,289920,289920,17456,19398,0,0,19392,19392,11781,3878,19392,192192,150,150,0,0,0,0,0,0,0,0,92,280,280
101203,2016,6,30,5,0,0,0,0,0,0,0,0,288000,288000,17283,19206,0,0,19200,19200,11664,3840,19200,192000,150,150,0,0,0,0,0,0,0,0,92,280,280
101204,2026,5,30,5,0,0,0,0,0,0,0,0,289920,289920,17456,19398,0,0,19392,19392,11781,3878,19392,192192,150,150,0,0,0,0,0,0,0,0,92,280,280
101205,2080,6,30,5,0,0,0,0,0,0,0,0,288000,288000,17283,19206,0,0,19200,19200,11664,3840,19200,192000,150,150,0,0,0,0,0,0,0,0,92,280,280
101206,2048,6,30,5,0,0,0,0,0,0,0,0,289920,289920,17456,19398,0,0,19392,19392,11781,3878,19392,192192,150,150,0,0,0,0,0,0,0,0,92,280,280
101301,2047,7,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,320,320
101302,2035,6,30,5,0,0,0,0,0,0,0,0,338240,338240,20366,22631,0,0,22624,22624,13744,4525,22624,224224,150,150,0,0,0,0,0,0,0,0,92,320,320
101303,2070,6,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,320,320
101304,2046,5,30,5,0,0,0,0,0,0,0,0,338240,338240,20366,22631,0,0,22624,22624,13744,4525,22624,224224,150,150,0,0,0,0,0,0,0,0,92,320,320
101305,2042,7,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,320,320
101306,2048,6,30,5,0,0,0,0,0,0,0,0,314080,314080,18910,21015,0,0,21008,21008,12762,4202,21008,208208,150,150,0,0,0,0,0,0,0,0,92,320,320
101401,2076,7,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,360,360
101402,2031,6,30,5,0,0,0,0,0,0,0,0,338240,338240,20366,22631,0,0,22624,22624,13744,4525,22624,224224,150,150,0,0,0,0,0,0,0,0,92,360,360
101403,2032,6,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,360,360
101404,2085,6,30,5,0,0,0,0,0,0,0,0,338240,338240,20366,22631,0,0,22624,22624,13744,4525,22624,224224,150,150,0,0,0,0,0,0,0,0,92,360,360
101405,2046,5,30,5,0,0,0,0,0,0,0,0,336000,336000,20164,22407,0,0,22400,22400,13608,4480,22400,224000,150,150,0,0,0,0,0,0,0,0,92,360,360
101406,2052,6,30,5,0,0,0,0,0,0,0,0,338240,338240,20366,22631,0,0,22624,22624,13744,4525,22624,224224,150,150,0,0,0,0,0,0,0,0,92,360,360
101501,1001,8,10,5,1,5,0,0,0,0,0,0,264000,264000,23764,26409,0,0,26400,26400,16038,5280,26400,266400,150,150,0,0,0,0,0,0,0,0,92,400,400
101601,2032,6,30,5,0,0,0,0,0,0,0,0,384000,384000,23044,25608,0,0,25600,25600,15552,5120,25600,256000,150,150,0,0,0,0,0,0,0,0,92,440,440
101602,2070,6,30,5,0,0,0,0,0,0,0,0,386560,386560,23274,25864,0,0,25856,25856,15708,5171,25856,256256,150,150,0,0,0,0,0,0,0,0,92,440,440
101603,2080,6,30,5,0,0,0,0,0,0,0,0,384000,384000,23044,25608,0,0,25600,25600,15552,5120,25600,256000,150,150,0,0,0,0,0,0,0,0,92,440,440
101604,2046,5,30,5,0,0,0,0,0,0,0,0,386560,386560,23274,25864,0,0,25856,25856,15708,5171,25856,256256,150,150,0,0,0,0,0,0,0,0,92,440,440
101605,2087,8,30,5,1,5,0,0,0,0,0,0,384000,384000,23044,25608,0,0,25600,25600,15552,5120,25600,256000,150,150,0,0,0,0,0,0,0,0,92,440,440
101606,2035,6,30,5,0,0,0,0,0,0,0,0,386560,386560,23274,25864,0,0,25856,25856,15708,5171,25856,256256,150,150,0,0,0,0,0,0,0,0,92,440,440
101701,2038,5,30,5,0,0,0,0,0,0,0,0,408000,408000,24484,27209,0,0,27200,27200,16524,5440,27200,272000,150,150,0,0,0,0,0,0,0,0,92,480,480
101702,2025,6,30,5,0,0,0,0,0,0,0,0,410720,410720,24729,27481,0,0,27472,27472,16689,5494,27472,272272,150,150,0,0,0,0,0,0,0,0,92,480,480
101703,2054,6,30,5,0,0,0,0,0,0,0,0,408000,408000,24484,27209,0,0,27200,27200,16524,5440,27200,272000,150,150,0,0,0,0,0,0,0,0,92,480,480
101704,2037,7,30,5,0,0,0,0,0,0,0,0,410720,410720,24729,27481,0,0,27472,27472,16689,5494,27472,272272,150,150,0,0,0,0,0,0,0,0,92,480,480
101705,2052,6,30,5,0,0,0,0,0,0,0,0,408000,408000,24484,27209,0,0,27200,27200,16524,5440,27200,272000,150,150,0,0,0,0,0,0,0,0,92,480,480
101706,2012,6,30,5,0,0,0,0,0,0,0,0,410720,410720,24729,27481,0,0,27472,27472,16689,5494,27472,272272,150,150,0,0,0,0,0,0,0,0,92,480,480
101801,2026,5,30,5,0,0,0,0,0,0,0,0,432000,432000,25925,28809,0,0,28800,28800,17496,5760,28800,288000,150,150,0,0,0,0,0,0,0,0,92,520,520
101802,2078,7,30,5,0,0,0,0,0,0,0,0,434880,434880,26184,29097,0,0,29088,29088,17671,5818,29088,288288,150,150,0,0,0,0,0,0,0,0,92,520,520
101803,2054,6,30,5,0,0,0,0,0,0,0,0,432000,432000,25925,28809,0,0,28800,28800,17496,5760,28800,288000,150,150,0,0,0,0,0,0,0,0,92,520,520
101804,2042,7,30,5,0,0,0,0,0,0,0,0,434880,434880,26184,29097,0,0,29088,29088,17671,5818,29088,288288,150,150,0,0,0,0,0,0,0,0,92,520,520
101805,2035,6,30,5,0,0,0,0,0,0,0,0,432000,432000,25925,28809,0,0,28800,28800,17496,5760,28800,288000,150,150,0,0,0,0,0,0,0,0,92,520,520
101806,2052,6,30,5,0,0,0,0,0,0,0,0,434880,434880,26184,29097,0,0,29088,29088,17671,5818,29088,288288,150,150,0,0,0,0,0,0,0,0,92,520,520
101901,2013,5,30,5,0,0,0,0,0,0,0,0,456000,456000,27365,30410,0,0,30400,30400,18468,6080,30400,304000,150,150,0,0,0,0,0,0,0,0,92,580,580
101902,2082,7,30,5,0,0,0,0,0,0,0,0,459040,459040,27639,30714,0,0,30704,30704,18653,6141,30704,304304,150,150,0,0,0,0,0,0,0,0,92,580,580
101903,2062,6,30,5,0,0,0,0,0,0,0,0,456000,456000,27365,30410,0,0,30400,30400,18468,6080,30400,304000,150,150,0,0,0,0,0,0,0,0,92,580,580
101904,2061,6,30,5,0,0,0,0,0,0,0,0,459040,459040,27639,30714,0,0,30704,30704,18653,6141,30704,304304,150,150,0,0,0,0,0,0,0,0,92,580,580
101905,2016,6,30,5,0,0,0,0,0,0,0,0,456000,456000,27365,30410,0,0,30400,30400,18468,6080,30400,304000,150,150,0,0,0,0,0,0,0,0,92,580,580
101906,2048,6,30,5,0,0,0,0,0,0,0,0,459040,459040,27639,30714,0,0,30704,30704,18653,6141,30704,304304,150,150,0,0,0,0,0,0,0,0,92,580,580
102001,1001,8,10,5,1,5,0,0,0,0,0,0,544000,544000,34566,38412,0,0,38400,38400,23328,7680,38400,358400,150,150,0,0,0,0,0,0,0,0,92,600,600
102101,2035,6,50,5,0,0,0,0,0,0,0,0,1381380,1381380,82888,92102,4550,4550,90090,90090,51597,16744,84557,845570,150,150,10,10,500,500,500,310,150,10,230,820,820
102102,2061,6,50,5,0,0,0,0,0,0,0,0,1390589,1390589,83717,93023,4596,4596,90991,90991,52113,16911,85403,846416,150,150,10,10,500,500,500,310,150,10,230,820,820
102103,2042,7,50,5,0,0,0,0,0,0,0,0,1381380,1381380,82888,92102,4550,4550,90090,90090,51597,16744,84557,845570,150,150,10,10,500,500,500,310,150,10,230,820,820
102104,2049,7,50,5,0,0,0,0,0,0,0,0,1390589,1390589,83717,93023,4596,4596,90991,90991,52113,16911,85403,846416,150,150,10,10,500,500,500,310,150,10,230,820,820
102105,2053,7,50,5,0,0,0,0,0,0,0,0,1381380,1381380,82888,92102,4550,4550,90090,90090,51597,16744,84557,845570,150,150,10,10,500,500,500,310,150,10,230,820,820
102106,2085,6,50,5,0,0,0,0,0,0,0,0,1390589,1390589,83717,93023,4596,4596,90991,90991,52113,16911,85403,846416,150,150,10,10,500,500,500,310,150,10,230,820,820
102201,2060,7,50,5,0,0,0,0,0,0,0,0,1396560,1396560,83799,93114,4600,4600,91080,91080,52164,16928,85486,854860,150,150,10,10,500,500,500,310,150,10,230,840,840
102202,2059,6,50,5,0,0,0,0,0,0,0,0,1405870,1405870,84637,94045,4646,4646,91991,91991,52686,17097,86341,855715,150,150,10,10,500,500,500,310,150,10,230,840,840
102203,2057,7,50,5,0,0,0,0,0,0,0,0,1396560,1396560,83799,93114,4600,4600,91080,91080,52164,16928,85486,854860,150,150,10,10,500,500,500,310,150,10,230,840,840
102204,2054,6,50,5,0,0,0,0,0,0,0,0,1405870,1405870,84637,94045,4646,4646,91991,91991,52686,17097,86341,855715,150,150,10,10,500,500,500,310,150,10,230,840,840
102205,2042,7,50,5,0,0,0,0,0,0,0,0,1396560,1396560,83799,93114,4600,4600,91080,91080,52164,16928,85486,854860,150,150,10,10,500,500,500,310,150,10,230,840,840
102206,2052,6,50,5,0,0,0,0,0,0,0,0,1405870,1405870,84637,94045,4646,4646,91991,91991,52686,17097,86341,855715,150,150,10,10,500,500,500,310,150,10,230,840,840
102301,2065,7,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,860,860
102302,2055,7,50,5,0,0,0,0,0,0,0,0,1436433,1436433,86477,96089,4747,4747,93991,93991,53831,17469,88218,874323,150,150,10,10,500,500,500,310,150,10,230,860,860
102303,2085,6,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,860,860
102304,2031,6,50,5,0,0,0,0,0,0,0,0,1436433,1436433,86477,96089,4747,4747,93991,93991,53831,17469,88218,874323,150,150,10,10,500,500,500,310,150,10,230,860,860
102305,2012,6,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,860,860
102306,2042,7,50,5,0,0,0,0,0,0,0,0,1421152,1421152,85557,95067,4697,4697,92991,92991,53258,17283,87280,865024,150,150,10,10,500,500,500,310,150,10,230,860,860
102401,2061,6,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,880,880
102402,2060,7,50,5,0,0,0,0,0,0,0,0,1436433,1436433,86477,96089,4747,4747,93991,93991,53831,17469,88218,874323,150,150,10,10,500,500,500,310,150,10,230,880,880
102403,2073,7,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,880,880
102404,2032,6,50,5,0,0,0,0,0,0,0,0,1436433,1436433,86477,96089,4747,4747,93991,93991,53831,17469,88218,874323,150,150,10,10,500,500,500,310,150,10,230,880,880
102405,2031,6,50,5,0,0,0,0,0,0,0,0,1426920,1426920,85621,95138,4700,4700,93060,93060,53298,17296,87345,873450,150,150,10,10,500,500,500,310,150,10,230,880,880
102406,2012,6,50,5,0,0,0,0,0,0,0,0,1436433,1436433,86477,96089,4747,4747,93991,93991,53831,17469,88218,874323,150,150,10,10,500,500,500,310,150,10,230,880,880
102501,1001,8,10,5,1,5,0,0,0,0,0,0,1057540,1057540,95185,105765,5225,5225,103455,103455,59252,19228,97101,979841,150,150,10,10,500,500,500,310,150,10,230,900,900
102601,2073,7,50,5,0,0,0,0,0,0,0,0,1457280,1457280,87443,97163,4800,4800,95040,95040,54432,17664,89203,892030,150,150,10,10,500,500,500,310,150,10,230,920,920
102602,2062,6,50,5,0,0,0,0,0,0,0,0,1466995,1466995,88317,98135,4848,4848,95990,95990,54976,17841,90095,892922,150,150,10,10,500,500,500,310,150,10,230,920,920
102603,2080,6,50,5,0,0,0,0,0,0,0,0,1457280,1457280,87443,97163,4800,4800,95040,95040,54432,17664,89203,892030,150,150,10,10,500,500,500,310,150,10,230,920,920
102604,2057,7,50,5,0,0,0,0,0,0,0,0,1466995,1466995,88317,98135,4848,4848,95990,95990,54976,17841,90095,892922,150,150,10,10,500,500,500,310,150,10,230,920,920
102605,2035,6,50,5,0,0,0,0,0,0,0,0,1457280,1457280,87443,97163,4800,4800,95040,95040,54432,17664,89203,892030,150,150,10,10,500,500,500,310,150,10,230,920,920
102606,2048,6,50,5,0,0,0,0,0,0,0,0,1466995,1466995,88317,98135,4848,4848,95990,95990,54976,17841,90095,892922,150,150,10,10,500,500,500,310,150,10,230,920,920
102701,2052,6,50,5,0,0,0,0,0,0,0,0,1472460,1472460,88353,98175,4850,4850,96030,96030,54999,17848,90132,901320,150,150,10,10,500,500,500,310,150,10,230,940,940
102702,2067,7,50,5,0,0,0,0,0,0,0,0,1482276,1482276,89237,99157,4899,4899,96990,96990,55549,18026,91033,902221,150,150,10,10,500,500,500,310,150,10,230,940,940
102703,2078,7,50,5,0,0,0,0,0,0,0,0,1472460,1472460,88353,98175,4850,4850,96030,96030,54999,17848,90132,901320,150,150,10,10,500,500,500,310,150,10,230,940,940
102704,2061,6,50,5,0,0,0,0,0,0,0,0,1482276,1482276,89237,99157,4899,4899,96990,96990,55549,18026,91033,902221,150,150,10,10,500,500,500,310,150,10,230,940,940
102705,2025,6,50,5,0,0,0,0,0,0,0,0,1472460,1472460,88353,98175,4850,4850,96030,96030,54999,17848,90132,901320,150,150,10,10,500,500,500,310,150,10,230,940,940
102706,2062,6,50,5,0,0,0,0,0,0,0,0,1482276,1482276,89237,99157,4899,4899,96990,96990,55549,18026,91033,902221,150,150,10,10,500,500,500,310,150,10,230,940,940
102801,2016,6,50,5,0,0,0,0,0,0,0,0,1487640,1487640,89264,99187,4900,4900,97020,97020,55566,18032,91062,910620,150,150,10,10,500,500,500,310,150,10,230,960,960
102802,2049,7,50,5,0,0,0,0,0,0,0,0,1497558,1497558,90157,100179,4949,4949,97990,97990,56122,18212,91973,911531,150,150,10,10,500,500,500,310,150,10,230,960,960
102803,2012,6,50,5,0,0,0,0,0,0,0,0,1487640,1487640,89264,99187,4900,4900,97020,97020,55566,18032,91062,910620,150,150,10,10,500,500,500,310,150,10,230,960,960
102804,2081,7,50,5,0,0,0,0,0,0,0,0,1497558,1497558,90157,100179,4949,4949,97990,97990,56122,18212,91973,911531,150,150,10,10,500,500,500,310,150,10,230,960,960
102805,2062,6,50,5,0,0,0,0,0,0,0,0,1487640,1487640,89264,99187,4900,4900,97020,97020,55566,18032,91062,910620,150,150,10,10,500,500,500,310,150,10,230,960,960
102806,2032,6,50,5,0,0,0,0,0,0,0,0,1497558,1497558,90157,100179,4949,4949,97990,97990,56122,18212,91973,911531,150,150,10,10,500,500,500,310,150,10,230,960,960
102901,2032,6,50,5,0,0,0,0,0,0,0,0,1502820,1502820,90175,100199,4950,4950,98010,98010,56133,18216,91991,919910,150,150,10,10,500,500,500,310,150,10,230,980,980
102902,2035,6,50,5,0,0,0,0,0,0,0,0,1512839,1512839,91077,101201,5000,5000,98990,98990,56694,18398,92911,920830,150,150,10,10,500,500,500,310,150,10,230,980,980
102903,2085,6,50,5,0,0,0,0,0,0,0,0,1502820,1502820,90175,100199,4950,4950,98010,98010,56133,18216,91991,919910,150,150,10,10,500,500,500,310,150,10,230,980,980
102904,2031,6,50,5,0,0,0,0,0,0,0,0,1512839,1512839,91077,101201,5000,5000,98990,98990,56694,18398,92911,920830,150,150,10,10,500,500,500,310,150,10,230,980,980
102905,2082,7,50,5,0,0,0,0,0,0,0,0,1502820,1502820,90175,100199,4950,4950,98010,98010,56133,18216,91991,919910,150,150,10,10,500,500,500,310,150,10,230,980,980
102906,2087,8,50,5,1,5,0,0,0,0,0,0,1512839,1512839,91077,101201,5000,5000,98990,98990,56694,18398,92911,920830,150,150,10,10,500,500,500,310,150,10,230,980,980
103001,1001,8,10,5,1,5,0,0,0,0,0,0,1720400,1720400,109303,121453,6000,6000,118800,118800,68040,22080,111504,1040704,150,150,10,10,500,500,500,310,150,10,230,1000,1000
103101,2081,7,65,5,0,0,0,0,0,0,0,0,6125400,6125400,367531,408372,4920,4920,333576,333576,198507,65338,329955,3299550,150,150,10,10,500,500,500,310,150,10,299,1120,1120
103102,2063,7,65,5,0,0,0,0,0,0,0,0,6166236,6166236,371206,412456,4969,4969,336912,336912,200492,65991,333255,3302850,150,150,10,10,500,500,500,310,150,10,299,1120,1120
103103,2058,6,65,5,0,0,0,0,0,0,0,0,6125400,6125400,367531,408372,4920,4920,333576,333576,198507,65338,329955,3299550,150,150,10,10,500,500,500,310,150,10,299,1120,1120
