id,level,level_id,zhanling_point,general_award,advanced_award
52,2,22,3000131:2200,1:2:200,1:2:100|5:6000001:5
53,2,23,3000131:2300,1:2:200,1:2:100|5:2000007:2
54,2,24,3000131:2400,1:2:200,1:2:100|1:2:500
55,2,25,3000131:2500,1:2:200,1:2:100|5:3000027:5
56,2,26,3000131:2700,1:2:200,1:2:100|5:3000066:2
57,2,27,3000131:2900,1:2:200,1:2:100|5:3000011:2
58,2,28,3000131:3100,1:2:200,1:2:100|5:1000041:2
59,2,29,3000131:3300,1:2:200,1:2:100|5:2000007:2
60,2,30,3000131:3500,1:2:200,1:2:100|5:3000027:10
61,3,1,3000132:100,1:2:300,1:2:100|5:3000027:5
62,3,2,3000132:200,1:2:300,1:2:100|5:1000009:2
63,3,3,3000132:300,1:2:300,1:2:100|5:6000001:5
64,3,4,3000132:400,1:2:300,1:2:100|5:2000007:2
65,3,5,3000132:500,1:2:300,1:2:100|5:3000027:5
66,3,6,3000132:600,1:2:300,1:2:100|5:3000066:2
67,3,7,3000132:700,1:2:300,1:2:100|5:3000011:2
68,3,8,3000132:800,1:2:300,1:2:100|5:1000041:5
69,3,9,3000132:900,1:2:300,1:2:100|5:2000007:2
70,3,10,3000132:1000,1:2:300,1:2:100|5:3000027:5
71,3,11,3000132:1100,1:2:300,1:2:100|5:1000008:2
72,3,12,3000132:1200,1:2:300,1:2:100|5:6000001:5
73,3,13,3000132:1300,1:2:300,1:2:100|5:2000007:2
74,3,14,3000132:1400,1:2:300,1:2:100|1:2:999
75,3,15,3000132:1500,1:2:300,1:2:100|5:3000027:5
76,3,16,3000132:1600,1:2:300,1:2:100|5:3000066:2
77,3,17,3000132:1700,1:2:300,1:2:100|5:3000011:2
78,3,18,3000132:1800,1:2:300,1:2:100|5:1000041:2
79,3,19,3000132:1900,1:2:300,1:2:100|5:2000007:2
80,3,20,3000132:2000,1:2:300,1:2:100|5:3000027:5
81,3,21,3000132:2200,1:2:300,1:2:100|5:1000008:2
82,3,22,3000132:2400,1:2:300,1:2:100|5:6000001:5
83,3,23,3000132:2600,1:2:300,1:2:100|5:2000007:2
84,3,24,3000132:2800,1:2:300,1:2:100|1:2:500
85,3,25,3000132:3000,1:2:300,1:2:100|5:3000027:5
86,3,26,3000132:3200,1:2:300,1:2:100|5:3000066:2
87,3,27,3000132:3400,1:2:300,1:2:100|5:3000011:2
88,3,28,3000132:3600,1:2:300,1:2:100|5:1000041:2
89,3,29,3000132:3800,1:2:300,1:2:100|5:2000007:2
90,3,30,3000132:4000,1:2:300,1:2:100|5:3000027:10
91,4,1,3000133:150,1:2:200,1:2:250|5:3000027:5
92,4,2,3000133:300,1:2:200,1:2:250|5:1000009:2
93,4,3,3000133:450,1:2:200,1:2:250|5:6000008:1
94,4,4,3000133:600,1:2:200,1:2:250|5:3000139:2000
95,4,5,3000133:750,1:2:200,1:2:250|5:3000027:5
96,4,6,3000133:900,1:2:200,1:2:250|1:2:888
97,4,7,3000133:1050,1:2:200,1:2:250|5:3000011:2
98,4,8,3000133:1200,1:2:200,1:2:250|5:2000007:2
99,4,9,3000133:1350,1:2:200,1:2:250|5:3000140:10
100,4,10,3000133:1500,1:2:200,1:2:250|5:3000027:5
101,4,11,3000133:1650,1:2:200,1:2:250|5:3000066:2
102,4,12,3000133:1800,1:2:200,1:2:250|5:1000009:2
103,4,13,3000133:1950,1:2:200,1:2:250|5:6000008:1
104,4,14,3000133:2100,1:2:200,1:2:250|5:3000139:2000
105,4,15,3000133:2250,1:2:200,1:2:250|5:3000027:5
106,4,16,3000133:2400,1:2:200,1:2:250|1:2:888
107,4,17,3000133:2550,1:2:200,1:2:250|5:3000011:2
108,4,18,3000133:2700,1:2:200,1:2:250|5:2000007:2
109,4,19,3000133:2850,1:2:200,1:2:250|5:3000140:2
110,4,20,3000133:3000,1:2:200,1:2:250|5:3000027:5
111,4,21,3000133:3150,1:2:200,1:2:250|5:3000066:2
112,4,22,3000133:3300,1:2:200,1:2:250|5:1000009:2
113,4,23,3000133:3450,1:2:200,1:2:250|5:6000008:1
114,4,24,3000133:3600,1:2:200,1:2:250|5:3000139:2000
115,4,25,3000133:3750,1:2:200,1:2:250|5:3000027:5
116,4,26,3000133:3900,1:2:200,1:2:250|1:2:888
117,4,27,3000133:4050,1:2:200,1:2:250|5:3000011:2
118,4,28,3000133:4200,1:2:200,1:2:250|5:2000007:2
119,4,29,3000133:4350,1:2:200,1:2:250|5:3000140:10
120,4,30,3000133:4500,1:2:200,1:2:250|5:3000027:10
121,5,1,3000134:150,1:2:200,1:2:250|5:3000027:5
122,5,2,3000134:300,1:2:200,1:2:250|5:1000009:2
123,5,3,3000134:450,1:2:200,1:2:250|5:6000008:1
124,5,4,3000134:600,1:2:200,1:2:250|5:3000139:2000
125,5,5,3000134:750,1:2:200,1:2:250|5:3000027:5
126,5,6,3000134:900,1:2:200,1:2:250|1:2:888
127,5,7,3000134:1050,1:2:200,1:2:250|5:3000011:2
128,5,8,3000134:1200,1:2:200,1:2:250|5:2000007:2
129,5,9,3000134:1350,1:2:200,1:2:250|5:3000140:10
130,5,10,3000134:1500,1:2:200,1:2:250|5:3000027:5
131,5,11,3000134:1650,1:2:200,1:2:250|5:3000066:2
132,5,12,3000134:1800,1:2:200,1:2:250|5:1000009:2
133,5,13,3000134:1950,1:2:200,1:2:250|5:6000008:1
134,5,14,3000134:2100,1:2:200,1:2:250|5:3000139:2000
135,5,15,3000134:2250,1:2:200,1:2:250|5:3000027:5
136,5,16,3000134:2400,1:2:200,1:2:250|1:2:888
137,5,17,3000134:2550,1:2:200,1:2:250|5:3000011:2
138,5,18,3000134:2700,1:2:200,1:2:250|5:2000007:2
139,5,19,3000134:2850,1:2:200,1:2:250|5:3000140:2
140,5,20,3000134:3000,1:2:200,1:2:250|5:3000027:5
141,5,21,3000134:3150,1:2:200,1:2:250|5:3000066:2
142,5,22,3000134:3300,1:2:200,1:2:250|5:1000009:2
143,5,23,3000134:3450,1:2:200,1:2:250|5:6000008:1
144,5,24,3000134:3600,1:2:200,1:2:250|5:3000139:2000
145,5,25,3000134:3750,1:2:200,1:2:250|5:3000027:5
146,5,26,3000134:3900,1:2:200,1:2:250|1:2:888
147,5,27,3000134:4050,1:2:200,1:2:250|5:3000011:2
148,5,28,3000134:4200,1:2:200,1:2:250|5:2000007:2
149,5,29,3000134:4350,1:2:200,1:2:250|5:3000140:10
150,5,30,3000134:4500,1:2:200,1:2:250|5:3000027:10
151,6,1,3000135:150,1:2:200,1:2:250|5:3000027:5
152,6,2,3000135:300,1:2:200,1:2:250|5:1000009:2
153,6,3,3000135:450,1:2:200,1:2:250|5:6000008:1
154,6,4,3000135:600,1:2:200,1:2:250|5:3000139:2000
155,6,5,3000135:750,1:2:200,1:2:250|5:3000027:5
156,6,6,3000135:900,1:2:200,1:2:250|1:2:888
157,6,7,3000135:1050,1:2:200,1:2:250|5:3000011:2
158,6,8,3000135:1200,1:2:200,1:2:250|5:2000007:2
159,6,9,3000135:1350,1:2:200,1:2:250|5:3000140:10
160,6,10,3000135:1500,1:2:200,1:2:250|5:3000027:5
161,6,11,3000135:1650,1:2:200,1:2:250|5:3000066:2
162,6,12,3000135:1800,1:2:200,1:2:250|5:1000009:2
163,6,13,3000135:1950,1:2:200,1:2:250|5:6000008:1
164,6,14,3000135:2100,1:2:200,1:2:250|5:3000139:2000
165,6,15,3000135:2250,1:2:200,1:2:250|5:3000027:5
166,6,16,3000135:2400,1:2:200,1:2:250|1:2:888
167,6,17,3000135:2550,1:2:200,1:2:250|5:3000011:2
168,6,18,3000135:2700,1:2:200,1:2:250|5:2000007:2
169,6,19,3000135:2850,1:2:200,1:2:250|5:3000140:2
170,6,20,3000135:3000,1:2:200,1:2:250|5:3000027:5
171,6,21,3000135:3200,1:2:200,1:2:250|5:3000066:2
172,6,22,3000135:3400,1:2:200,1:2:250|5:1000009:2
173,6,23,3000135:3600,1:2:200,1:2:250|5:6000008:1
174,6,24,3000135:3800,1:2:200,1:2:250|5:3000139:2000
175,6,25,3000135:4000,1:2:200,1:2:250|5:3000027:5
176,6,26,3000135:4200,1:2:200,1:2:250|1:2:888
177,6,27,3000135:4400,1:2:200,1:2:250|5:3000011:2
178,6,28,3000135:4600,1:2:200,1:2:250|5:2000007:2
179,6,29,3000135:4800,1:2:200,1:2:250|5:3000140:10
180,6,30,3000135:5000,1:2:200,1:2:250|5:3000027:10
