,folder,file,headers
10,FILES,cfg_face_package.csv,"['id', 'include_image', 'goods_id']"
11,FILES,cfg_fast_fight_cost.csv,"['count', 'cost']"
12,FILES,cfg_friend.csv,['friend_max_count']
13,FILES,cfg_game_common.csv,"['gem_slot1_coin_cost', 'gem_slot2_coin_cost', 'gem_slot3_coin_cost', 'gem_slot4_coin_cost', 'event_ssr_pool_open_remain_days']"
14,FILES,cfg_gem.csv,"['cfg_id', 'name', 'name_simple', 'gem_type', 'level', 'job_1_auto_equip_rule', 'job_2_auto_equip_rule', 'job_3_auto_equip_rule', 'etype', 'attr_str', 'upgrade_need_coin', 'upgrade_need_gid', 'upgrade_need_count', 'quality', 'icon']"
15,FILES,cfg_hello.csv,"['cfg_id', 'voice', 'rate']"
16,FILES,cfg_how_to_get.csv,"['cfg_id', 'thing_type', 'thing_id', 'content', 'link_text', 'link', 'gift_purchase_id']"
17,FILES,cfg_job_grow.csv,"['job', 'str_grow', 'agi_grow', 'int_grow', 'sta_grow']"
18,FILES,cfg_level_open.csv,"['id', 'level', 'need_level_desc_lang']"
19,FILES,cfg_lobby_girl_dialog.csv,"['idx', 'skin_id', 'state', 'girl_dialog', 'switch_1', 'switch_2', 'girl_dialog_after_switch1', 'girl_dialog_after_switch2', 'sound', 'sound_after_switch1', 'sound_after_switch2', 'award', 'favorability']"
20,FILES,cfg_lost_lands_mine.csv,"['cfg_id', 'explore_weight', 'scale', 'time_taken', 'reward_type', 'reward_total_num']"
21,FILES,cfg_main_bg.csv,"['id', 'goods_id', 'name', 'choose_bg', 'show_bg']"
22,FILES,cfg_money.csv,"['money_type', 'quality', 'desc']"
23,FILES,cfg_notice.csv,"['notice_id', 'notice_type', 'notify_level', 'priority', 'notify_type', 'loop_type', 'time_start', 'loop_count', 'time_interval', 'content']"
24,FILES,cfg_npc.csv,"['npc_id', 'name', 'avatar_path', 'spine_name', 'spine_name_shenhe', 'role', 'job', 'level', 'skill_id_list', 'skill_id_normal_attack', 'hp', 'minatk', 'maxatk', 'pdef', 'mdef', 'def', 'defend_ignore_level', 'hit', 'dhit', 'cir', 'dcir', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
25,FILES,cfg_platform.csv,"['id', 'ai_help_tag']"
26,FILES,cfg_pre_load_res.csv,"['cfg_id', 'res_type', 'respath']"
27,FILES,cfg_shield_word.csv,"['id', 'name']"
28,FILES,cfg_turntable_buynum.csv,"['buy_num', 'buy_money']"
29,FILES,cfg_user_level.csv,"['level', 'max_exp']"
30,FILES,cfg_vip.csv,"['level', 'vip_exp', 'fast_fight_buy_count', 'gold_coin_buy_count', 'shop_mys_adv_item_count', 'hero_train_type_open', 'hero_adventure_count', 'skip_battle', 'sky_stone_buy_count', 'trial_count', 'guild_dungeon_battle_count', 'world_boss_count', 'warcraft_city_num']"
31,FILES,cfg_virtual_coin.csv,"['charge_id', 'base_coin_count', 'virtual_coin_count']"
32,FILES,data.csv,"['Unnamed: 0', 'folder', 'file', 'headers']"
33,abysm,cfg_abysm_business_man.csv,"['id', 'type', 'content', 'times']"
34,abysm,cfg_abysm_common.csv,"['NODE', 'SHOP_BUFF_ITEM_COUNT', 'SHOP_RECOVER_HP_ITEM_COUNT', 'REFRESH_SHOP_NODE', 'BACK_COUNT']"
35,abysm,cfg_abysm_enemy.csv,"['id', 'name', 'if_use_ur_plus_skill', 'npc_level', 'hero_level', 'reward', 'refresh_index', 'fight_value']"
36,abysm,cfg_abysm_enemy_ur_plus_skill.csv,"['hero_cid', 'life_star_skill_arr']"
37,abysm,cfg_abysm_team_hero.csv,"['id', 'team', 'super_awake_arr', 'show_hero']"
38,abysm,cfg_goods_abysm.csv,"['cfg_id', 'index', 'type', 'recover_hp_permil', 'duration_rounds', 'is_special_attr', 'attr_type', 'attr_permil_value', 'cost_money', 'quality', 'name', 'icon', 'description', 'limit_level']"
39,abyss,cfg_abyss_difficulty.csv,"['step', 'enemy_fight_power_addition']"
40,abyss,cfg_abyss_halidoms.csv,"['id', 'desc', 'attr', 'is_special_attr', 'value', 'job_limit']"
41,abyss,cfg_abyss_npc.csv,"['id', 'boss', 'level', 'awake', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
42,abyss,cfg_abyss_shop_for_branch.csv,"['id', 'goods', 'money_type', 'price']"
43,abyss,cfg_abyss_step.csv,"['step', 'enemy_fight_power_addition', 'award']"
44,activity,cfg_activity_common.csv,"['trevi_fountain_goods_id', 'wish_summon_entrance_name', 'wish_summon_entrance_img_icon', 'new_newbie_login_show_hero', 'new_newbie_login_icon', 'star_house_pool_12_weight', 'star_house_pool_3_weight', 'star_house_pool_12_min_floor', 'star_house_pool_12_max_floor', 'star_house_pool_only_1_weight', 'star_house_pool_only_2_weight']"
45,activity,cfg_activity_goddess_bless.csv,"['vip_level', 'hero_id', 'amp_fusion_gain', 'amp_coin_gain', 'amp_armor_drop_rate', 'amp_fast_fight_gain', 'amp_fast_fight_max', 'charge_cfg_id']"
46,activity,cfg_activity_halloween_gift.csv,"['gift_id', 'charge_cfg_id', 'old_price', 'rewards']"
47,activity,cfg_activity_kfhd_during_time.csv,"['kfhd_type', 'during_time']"
48,activity,cfg_activity_newbie_const.csv,['lobby_scene_button_show_day']
49,activity,cfg_activity_nwhc_grid_image.csv,"['id', 'image']"
50,activity,cfg_activity_nwhc_total_score_reward.csv,"['id', 'progress_value', 'reward']"
51,activity,cfg_activity_online.csv,"['id', 'minutes', 'reward_str']"
52,activity,cfg_activity_tshj_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
53,activity,cfg_activity_user_back_gift.csv,"['gift_id', 'name', 'buy_count', 'charge_cfg_id', 'old_price', 'reward', 'user_level']"
54,activity,cfg_activity_user_back_login.csv,"['login_day', 'reward']"
55,activity,cfg_activity_wish_summon.csv,"['activity_type', 'name', 'img_toggle_off', 'img_toggle_on', 'img_banner']"
56,activity,cfg_activity_wish_summon_count.csv,"['cfg_id', 'need_summon_count', 'reward']"
57,activity,cfg_activity_wish_summon_gift.csv,"['gift_id', 'gift_name', 'is_every_day', 'charge_cfg_id', 'old_price', 'limit_buy_count', 'reward']"
58,activity,cfg_activity_wish_summon_limit_place.csv,"['cfg_id', 'summon_place_id', 'summon_place_id_ur', 'charge_cfg_id', 'charge_cfg_id_ur', 'debris', 'debris_ur']"
59,activity,cfg_new_newbie_login.csv,"['id', 'reward']"
60,activity,cfg_star_house_weight.csv,"['cfg_id', 'type', 'count_cannot_get', 'count_floors', 'hero_cid', 'reward', 'weight']"
61,activity,cfg_summon_gift.csv,"['id', 'place_id', 'num_id', 'condition', 'reward_str']"
62,activity_cake,cfg_activity_cake_battle_task.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'task_condition', 'task_value', 'reward', 'content', 'content_param', 'link']"
