npc_id,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
3011,Alphard,NPC28.png,NPC28,3,1,0,2,45,100202001,27651,20000,3000,3000,450,450,3000,3000,1900,750,4100,2800,0,0,0,0,0,0,0,0,0,0,0
3012,Enenra,NPC29.png,NPC29,3,1,0,1,45,100204001,28583,20800,3100,3100,465,465,3100,3100,1950,775,4250,2900,0,0,0,0,0,0,0,0,0,0,0
3013,Alpha Crateris,NPC30.png,NPC30,3,1,0,3,46,100301001,29602,21600,3200,3200,480,480,3200,3200,2000,800,4400,3000,0,0,0,0,0,0,0,0,0,0,0
3014,Face Powder Hag,NPC31.png,NPC31,3,1,0,2,46,100207001,30537,22400,3300,3300,495,495,3300,3300,2050,825,4550,3100,0,0,0,0,0,0,0,0,0,0,0
3015,Jorogumo,NPC32.png,NPC32,3,1,0,1,47,100102001,31473,23200,3400,3400,510,510,3400,3400,2100,850,4700,3200,0,0,0,0,0,0,0,0,0,0,0
3016,Shadowguard,NPC33.png,NPC33,3,1,0,3,47,100305001,32503,24000,3500,3500,525,525,3500,3500,2150,875,4850,3300,0,0,0,0,0,0,0,0,0,0,0
3017,Undead Valiant,NPC34.png,NPC34,3,1,0,2,48,100202001,33441,24800,3600,3600,540,540,3600,3600,2200,900,5000,3400,0,0,0,0,0,0,0,0,0,0,0
3018,Vilemaw,NPC35.png,NPC35,3,1,0,1,48,100102001,34379,25600,3700,3700,555,555,3700,3700,2250,925,5150,3500,0,0,0,0,0,0,0,0,0,0,0
3019,Skeleton Soldier,NPC36.png,NPC36,3,1,0,3,49,100304001,35420,26400,3800,3800,570,570,3800,3800,2300,950,5300,3600,0,0,0,0,0,0,0,0,0,0,0
3020,Lady of Snow,NPC37.png,NPC37,3,2,1,2,49,100203001,39099,27200,3900,3900,585,585,3900,3900,2400,1000,5600,3800,0,0,0,0,0,0,0,0,0,0,0
3021,Kitsunebi,NPC38.png,NPC38,3,1,0,1,50,100101001,37819,28000,4000,4000,600,600,4000,4000,2485,1030,5800,3940,0,0,0,0,0,0,0,0,0,0,0
3022,Kappa Virginis,NPC39.png,NPC39,3,1,0,3,50,100305001,39006,28800,4100,4100,615,615,4100,4100,2570,1060,6000,4080,0,0,0,0,0,0,0,0,0,0,0
3023,Mu Geminorum,NPC40.png,NPC40,3,1,0,2,51,100201001,40084,29600,4200,4200,630,630,4200,4200,2655,1090,6200,4220,0,0,0,0,0,0,0,0,0,0,0
3024,Kappa,NPC41.png,NPC41,3,1,0,1,51,100109001,41163,30400,4300,4300,645,645,4300,4300,2740,1120,6400,4360,0,0,0,0,0,0,0,0,0,0,0
3025,Hitouban,NPC42.png,NPC42,3,1,0,3,52,100303001,42360,31200,4400,4400,660,660,4400,4400,2825,1150,6600,4500,0,0,0,0,0,0,0,0,0,0,0
3026,Fuguruma Spirit,NPC43.png,NPC43,3,1,0,2,52,100202001,43441,32000,4500,4500,675,675,4500,4500,2910,1180,6800,4640,0,0,0,0,0,0,0,0,0,0,0
3027,Tamamo no Mae,NPC44.png,NPC44,3,1,0,1,53,100102001,44522,32800,4600,4600,690,690,4600,4600,2995,1210,7000,4780,0,0,0,0,0,0,0,0,0,0,0
3028,Ghost Mouth,NPC45.png,NPC45,3,1,0,3,53,100307001,45730,33600,4700,4700,705,705,4700,4700,3080,1240,7200,4920,0,0,0,0,0,0,0,0,0,0,0
3029,Ibaraki Doji,NPC46.png,NPC46,3,1,0,2,54,100205001,46814,34400,4800,4800,720,720,4800,4800,3165,1270,7400,5060,0,0,0,0,0,0,0,0,0,0,0
3030,Hair Ghost,NPC47.png,NPC47,3,2,1,1,54,100210001,48447,36000,5000,5000,740,740,5000,5000,3250,1300,7600,5200,0,0,0,0,0,0,0,0,0,0,0
3031,Zashiki Warashi,NPC48.png,NPC48,3,1,0,3,55,100301001,49849,37200,5150,5150,755,755,5100,5100,3335,1330,7800,5340,0,0,0,0,0,0,0,0,0,0,0
3032,Hannya,NPC49.png,NPC49,3,1,0,2,55,100201001,51117,38400,5300,5300,770,770,5200,5200,3420,1360,8000,5480,0,0,0,0,0,0,0,0,0,0,0
3033,Bonechewing Monk,NPC50.png,NPC50,3,1,0,1,56,100101001,52384,39600,5450,5450,785,785,5300,5300,3505,1390,8200,5620,0,0,0,0,0,0,0,0,0,0,0
3034,Cursed Rider,NPC51.png,NPC51,3,1,0,3,56,100305001,53803,40800,5600,5600,800,800,5400,5400,3590,1420,8400,5760,0,0,0,0,0,0,0,0,0,0,0
3035,Spirit of Gluttony,NPC52.png,NPC52,3,1,0,2,57,100202001,55075,42000,5750,5750,815,815,5500,5500,3675,1450,8600,5900,0,0,0,0,0,0,0,0,0,0,0
3036,Spirit of Greed,NPC24.png,NPC24,3,1,0,1,57,100102001,56346,43200,5900,5900,830,830,5600,5600,3760,1480,8800,6040,0,0,0,0,0,0,0,0,0,0,0
3037,Spirit of Sloth,NPC25.png,NPC25,3,1,0,3,58,100304001,57782,44400,6050,6050,845,845,5700,5700,3845,1510,9000,6180,0,0,0,0,0,0,0,0,0,0,0
3038,Spirit of Lust,NPC26.png,NPC26,3,1,0,2,58,100205001,59058,45600,6200,6200,860,860,5800,5800,3930,1540,9200,6320,0,0,0,0,0,0,0,0,0,0,0
3039,Spirit of Pride,NPC27.png,NPC27,3,1,0,1,59,100207001,60333,46800,6350,6350,875,875,5900,5900,4015,1570,9400,6460,0,0,0,0,0,0,0,0,0,0,0
3040,Raccoon Spirit,NPC28.png,NPC28,3,2,1,3,59,100310001,61785,48000,6500,6500,890,890,6000,6000,4100,1600,9600,6600,0,0,0,0,0,0,0,0,0,0,0
3041,Spirit of Wrath,NPC29.png,NPC29,3,1,0,2,60,100202001,63064,49200,6650,6650,905,905,6100,6100,4185,1630,9800,6740,0,0,0,0,0,0,0,0,0,0,0
3042,Plague Lord,NPC30.png,NPC30,3,1,0,1,60,100104001,64344,50400,6800,6800,920,920,6200,6200,4270,1660,10000,6880,0,0,0,0,0,0,0,0,0,0,0
3043,Wandering Knight,NPC31.png,NPC31,3,1,0,3,61,100303001,65811,51600,6950,6950,935,935,6300,6300,4355,1690,10200,7020,0,0,0,0,0,0,0,0,0,0,0
3044,Tomb Priest,NPC32.png,NPC32,3,1,0,2,61,100203001,67095,52800,7100,7100,950,950,6400,6400,4440,1720,10400,7160,0,0,0,0,0,0,0,0,0,0,0
3045,Graveyard Rider,NPC33.png,NPC33,3,1,0,1,62,100110001,68379,54000,7250,7250,965,965,6500,6500,4525,1750,10600,7300,0,0,0,0,0,0,0,0,0,0,0
3046,Death Scryer,NPC34.png,NPC34,3,1,0,3,62,100307001,69863,55200,7400,7400,980,980,6600,6600,4610,1780,10800,7440,0,0,0,0,0,0,0,0,0,0,0
3047,Sand Wraith,NPC35.png,NPC35,3,1,0,2,63,100205001,71151,56400,7550,7550,995,995,6700,6700,4695,1810,11000,7580,0,0,0,0,0,0,0,0,0,0,0
3048,Red-eye Troll,NPC36.png,NPC36,3,1,0,1,63,100102001,72438,57600,7700,7700,1010,1010,6800,6800,4780,1840,11200,7720,0,0,0,0,0,0,0,0,0,0,0
3049,Skira,NPC37.png,NPC37,3,1,0,2,64,100203001,73938,58800,7850,7850,1025,1025,6900,6900,4865,1870,11400,7860,0,0,0,0,0,0,0,0,0,0,0
3050,Nine-heads snake,NPC29.png,NPC29,3,2,1,3,64,100304001,88315,60000,8000,8000,1100,1100,7200,7200,4950,1900,11600,8000,0,0,0,0,0,0,0,0,0,0,0
3051,Colchis,NPC18.png,NPC18,3,2,1,1,65,100101001,89937,61200,8150,8150,1120,1120,7350,7350,5035,1930,11800,8140,0,0,0,0,0,0,0,0,0,0,0
3052,Hearteater Eagle,NPC19.png,NPC19,3,2,1,3,65,100302001,91822,62400,8300,8300,1140,1140,7500,7500,5120,1960,12000,8280,0,0,0,0,0,0,0,0,0,0,0
3053,Lady of Whisper,NPC20.png,NPC20,3,2,1,2,66,100210001,93450,63600,8450,8450,1160,1160,7650,7650,5205,1990,12200,8420,0,0,0,0,0,0,0,0,0,0,0
3054,Nemea,NPC21.png,NPC21,3,2,1,1,66,100104001,95077,64800,8600,8600,1180,1180,7800,7800,5290,2020,12400,8560,0,0,0,0,0,0,0,0,0,0,0
3055,Ladon,NPC22.png,NPC22,3,2,1,3,67,100307001,96980,66000,8750,8750,1200,1200,7950,7950,5375,2050,12600,8700,0,0,0,0,0,0,0,0,0,0,0
3056,Siren,NPC23.png,NPC23,3,2,1,2,67,100202001,98612,67200,8900,8900,1220,1220,8100,8100,5460,2080,12800,8840,0,0,0,0,0,0,0,0,0,0,0
3057,Tauren,NPC24.png,NPC24,3,2,1,1,68,100102001,100245,68400,9050,9050,1240,1240,8250,8250,5545,2110,13000,8980,0,0,0,0,0,0,0,0,0,0,0
3058,Crescent Hunter,NPC25.png,NPC25,3,2,1,3,68,100303001,102166,69600,9200,9200,1260,1260,8400,8400,5630,2140,13200,9120,0,0,0,0,0,0,0,0,0,0,0
3059,Gargoyle,NPC26.png,NPC26,3,2,1,2,69,100203001,103803,70800,9350,9350,1280,1280,8550,8550,5715,2170,13400,9260,0,0,0,0,0,0,0,0,0,0,0
3060,Necromancer,NPC27.png,NPC27,3,3,2,1,69,100110001,106701,72000,9500,9500,1300,1300,8800,8800,5800,2300,13800,9700,0,0,0,0,0,0,0,0,0,0,0
3061,Skeleton Shambler,NPC28.png,NPC28,3,2,1,3,70,100301001,110311,73600,9750,9750,2050,1360,9020,9020,5910,2340,14150,9880,0,0,0,0,0,0,0,0,0,0,0
3062,Typhoeus Follower,NPC29.png,NPC29,3,2,1,2,70,100201001,112920,75200,10000,10000,2130,1420,9240,9240,6020,2380,14500,10060,0,0,0,0,0,0,0,0,0,0,0
3063,Snake Cult Priest,NPC30.png,NPC30,3,2,1,1,71,100101001,115862,76800,10250,10250,2220,1480,9460,9460,6130,2420,14850,10240,0,0,0,0,0,0,0,0,0,0,0
3064,Chimera,NPC31.png,NPC31,3,2,1,3,71,100305001,118488,78400,10500,10500,2310,1540,9680,9680,6240,2460,15200,10420,0,0,0,0,0,0,0,0,0,0,0
3065,Marsh Witch,NPC32.png,NPC32,3,2,1,2,72,100202001,121454,80000,10750,10750,2400,1600,9900,9900,6350,2500,15550,10600,0,0,0,0,0,0,0,0,0,0,0
3066,Junior Gobline,NPC33.png,NPC33,3,2,1,1,72,100102001,124089,81600,11000,11000,2490,1660,10120,10120,6460,2540,15900,10780,0,0,0,0,0,0,0,0,0,0,0
3067,Noon Wraith,NPC34.png,NPC34,3,2,1,3,73,100304001,127077,83200,11250,11250,2580,1720,10340,10340,6570,2580,16250,10960,0,0,0,0,0,0,0,0,0,0,0
3068,Elkhead Monster,NPC35.png,NPC35,3,2,1,2,73,100205001,129720,84800,11500,11500,2670,1780,10560,10560,6680,2620,16600,11140,0,0,0,0,0,0,0,0,0,0,0
3069,Petrified Lizard,NPC36.png,NPC36,3,2,1,1,74,100207001,132732,86400,11750,11750,2760,1840,10780,10780,6790,2660,16950,11320,0,0,0,0,0,0,0,0,0,0,0
3070,Reborn Mummy,NPC37.png,NPC37,3,3,2,3,74,100302001,135383,88000,12000,12000,2850,1900,11000,11000,6900,2700,17300,11500,0,0,0,0,0,0,0,0,0,0,0
3071,Death sacrifice,NPC38.png,NPC38,3,2,1,2,75,100202001,138419,89600,12250,12250,2940,1960,11220,11220,7010,2740,17650,11680,0,0,0,0,0,0,0,0,0,0,0
3072,Scorpion Warrior,NPC39.png,NPC39,3,2,1,1,75,100104001,141078,91200,12500,12500,3030,2020,11440,11440,7120,2780,18000,11860,0,0,0,0,0,0,0,0,0,0,0
3073,Death Psychic,NPC40.png,NPC40,3,2,1,3,76,100303001,144137,92800,12750,12750,3120,2080,11660,11660,7230,2820,18350,12040,0,0,0,0,0,0,0,0,0,0,0
3074,Sand Stalker,NPC41.png,NPC41,3,2,1,2,76,100203001,146803,94400,13000,13000,3210,2140,11880,11880,7340,2860,18700,12220,0,0,0,0,0,0,0,0,0,0,0
3075,Body Snatcher,NPC42.png,NPC42,3,2,1,1,77,100110001,149887,96000,13250,13250,3300,2200,12100,12100,7450,2900,19050,12400,0,0,0,0,0,0,0,0,0,0,0
3076,Cursed Corpse,NPC43.png,NPC43,3,2,1,3,77,100307001,152561,97600,13500,13500,3390,2260,12320,12320,7560,2940,19400,12580,0,0,0,0,0,0,0,0,0,0,0
3077,Grave Watcher,NPC44.png,NPC44,3,2,1,2,78,100205001,155668,99200,13750,13750,3480,2320,12540,12540,7670,2980,19750,12760,0,0,0,0,0,0,0,0,0,0,0
3078,Ushabti,NPC45.png,NPC45,3,2,1,1,78,100102001,158350,100800,14000,14000,3570,2380,12760,12760,7780,3020,20100,12940,0,0,0,0,0,0,0,0,0,0,0
3079,Dead Souls,NPC46.png,NPC46,3,2,1,3,79,100310001,161481,102400,14250,14250,3660,2440,12980,12980,7890,3060,20450,13120,0,0,0,0,0,0,0,0,0,0,0
3080,Snake Guard,NPC47.png,NPC47,3,3,2,2,79,100203001,164170,104000,14500,14500,3750,2500,13200,13200,8000,3100,20800,13300,0,0,0,0,0,0,0,0,0,0,0
3081,Tomb Guard,NPC48.png,NPC48,3,2,1,1,80,100210001,168899,107200,15000,15000,3840,2560,13600,13600,8110,3140,21150,13480,0,0,0,0,0,0,0,0,0,0,0
3082,Grave Wanderer,NPC49.png,NPC49,3,2,1,3,80,100302001,173171,110400,15500,15500,3930,2620,14000,14000,8220,3180,21500,13660,0,0,0,0,0,0,0,0,0,0,0
3083,Cursed Scorpion,NPC50.png,NPC50,3,2,1,2,81,100210001,177946,113600,16000,16000,4020,2680,14400,14400,8330,3220,21850,13840,0,0,0,0,0,0,0,0,0,0,0
3084,Carrion Vulture,NPC51.png,NPC51,3,2,1,1,81,100104001,182234,116800,16500,16500,4110,2740,14800,14800,8440,3260,22200,14020,0,0,0,0,0,0,0,0,0,0,0
3085,Venom Acolyte,NPC52.png,NPC52,3,2,1,3,82,100307001,187057,120000,17000,17000,4200,2800,15200,15200,8550,3300,22550,14200,0,0,0,0,0,0,0,0,0,0,0
3086,Undead Specter,NPC30.png,NPC30,3,2,1,2,82,100202001,191360,123200,17500,17500,4290,2860,15600,15600,8660,3340,22900,14380,0,0,0,0,0,0,0,0,0,0,0
3087,Giant Tomb Ant,NPC31.png,NPC31,3,2,1,1,83,100102001,196230,126400,18000,18000,4380,2920,16000,16000,8770,3380,23250,14560,0,0,0,0,0,0,0,0,0,0,0
3088,Primodial Worm,NPC32.png,NPC32,3,2,1,3,83,100303001,200550,129600,18500,18500,4470,2980,16400,16400,8880,3420,23600,14740,0,0,0,0,0,0,0,0,0,0,0
3089,Man-Eating Titan,NPC33.png,NPC33,3,2,1,2,84,100203001,205467,132800,19000,19000,4560,3040,16800,16800,8990,3460,23950,14920,0,0,0,0,0,0,0,0,0,0,0
3090,Tomb Priest,NPC34.png,NPC34,3,3,2,1,84,100110001,209802,136000,19500,19500,4650,3100,17200,17200,9100,3500,24300,15100,0,0,0,0,0,0,0,0,0,0,0
3091,Graveyard Rider,NPC35.png,NPC35,3,2,1,3,85,100310001,214767,139200,20000,20000,4740,3160,17600,17600,9210,3540,24650,15280,0,0,0,0,0,0,0,0,0,0,0
3092,Death Scryer,NPC36.png,NPC36,3,2,1,2,85,100205001,219117,142400,20500,20500,4830,3220,18000,18000,9320,3580,25000,15460,0,0,0,0,0,0,0,0,0,0,0
3093,Sand Wraith,NPC37.png,NPC37,3,2,1,1,86,100205001,224129,145600,21000,21000,4920,3280,18400,18400,9430,3620,25350,15640,0,0,0,0,0,0,0,0,0,0,0
3094,Tomb Guardian,NPC38.png,NPC38,3,2,1,3,86,100307001,228495,148800,21500,21500,5010,3340,18800,18800,9540,3660,25700,15820,0,0,0,0,0,0,0,0,0,0,0
3095,Nether Wraith,NPC39.png,NPC39,3,2,1,2,87,100210001,233554,152000,22000,22000,5100,3400,19200,19200,9650,3700,26050,16000,0,0,0,0,0,0,0,0,0,0,0
3096,Soul Seeker,NPC40.png,NPC40,3,2,1,1,87,100104001,238066,156000,22500,22500,5190,3550,19600,19600,9760,3740,26400,16180,0,0,0,0,0,0,0,0,0,0,0
3097,Son of Nero,NPC41.png,NPC41,3,2,1,3,88,100303001,243302,160000,23000,23000,5280,3700,20000,20000,9870,3780,26750,16360,0,0,0,0,0,0,0,0,0,0,0
3098,Sand Eagle,NPC42.png,NPC42,3,2,1,2,88,100203001,247829,164000,23500,23500,5370,3850,20400,20400,9980,3820,27100,16540,0,0,0,0,0,0,0,0,0,0,0
3099,Aquatic Crocodile,NPC43.png,NPC43,3,2,1,1,89,100102001,253113,168000,24000,24000,5460,4000,20800,20800,10090,3860,27450,16720,0,0,0,0,0,0,0,0,0,0,0
3100,Frenzy Zombie,NPC27.png,NPC27,3,3,2,1,89,110201001,299439,176000,25000,25000,5550,4250,22000,22000,10200,3900,27800,16900,0,0,0,0,0,0,0,0,0,0,0
3101,Dormant Nightmare,NPC18.png,NPC18,3,3,2,2,90,100202001,308304,180000,26000,26000,5640,4400,22400,22400,10310,3940,28150,17080,0,0,0,0,0,0,0,0,0,0,0
3102,Vine of Withering,NPC19.png,NPC19,3,3,2,3,90,100104001,316267,184000,27000,27000,5730,4550,22800,22800,10420,3980,28500,17260,0,0,0,0,0,0,0,0,0,0,0
3103,Abomination,NPC20.png,NPC20,3,3,2,3,90,100303001,325239,188000,28000,28000,5820,4700,23200,23200,10530,4020,28850,17440,0,0,0,0,0,0,0,0,0,0,0
3104,Dark Elf,NPC21.png,NPC21,3,3,2,2,91,100203001,333240,192000,29000,29000,5910,4850,23600,23600,10640,4060,29200,17620,0,0,0,0,0,0,0,0,0,0,0
3105,Wraith,NPC22.png,NPC22,3,3,2,1,91,100110001,342319,196000,30000,30000,6000,5000,24000,24000,10750,4100,29550,17800,0,0,0,0,0,0,0,0,0,0,0
3106,Minotaur,NPC23.png,NPC23,3,3,2,3,91,100307001,351483,200000,31000,31000,6090,6090,24400,24400,10860,4140,29900,17980,0,0,0,0,0,0,0,0,0,0,0
3107,Faun,NPC24.png,NPC24,3,3,2,2,92,100205001,360799,208000,32000,32000,6180,6180,24800,24800,10970,4180,30250,18160,0,0,0,0,0,0,0,0,0,0,0
3108,Soul Ripper,NPC25.png,NPC25,3,3,2,1,92,100102001,369000,216000,33000,33000,6270,6270,25200,25200,11080,4220,30600,18340,0,0,0,0,0,0,0,0,0,0,0
3109,Corpse-Eating Demon,NPC26.png,NPC26,3,3,2,3,92,100310001,378423,224000,34000,34000,6360,6360,25600,25600,11190,4260,30950,18520,0,0,0,0,0,0,0,0,0,0,0
3110,Venomancer,NPC27.png,NPC27,3,4,3,2,93,100203001,386659,232000,35000,35000,6450,6450,26000,26000,11300,4300,31300,18700,0,0,0,0,0,0,0,0,0,0,0
3111,Fathom Patroller,NPC28.png,NPC28,3,3,2,1,93,100210001,396192,240000,36000,36000,6540,6540,26400,26400,11410,4340,31650,18880,0,0,0,0,0,0,0,0,0,0,0
3112,Evil Spirit,NPC29.png,NPC29,3,3,2,3,93,100302001,404463,248000,37000,37000,6630,6630,26800,26800,11520,4380,32000,19060,0,0,0,0,0,0,0,0,0,0,0
3113,Skeleton Knight,NPC30.png,NPC30,3,3,2,2,94,100210001,414103,256000,38000,38000,6720,6720,27200,27200,11630,4420,32350,19240,0,0,0,0,0,0,0,0,0,0,0
3114,Fallen Paladin,NPC31.png,NPC31,3,3,2,1,94,100104001,422412,264000,39000,39000,6810,6810,27600,27600,11740,4460,32700,19420,0,0,0,0,0,0,0,0,0,0,0
3115,Cursed Cleric,NPC32.png,NPC32,3,3,2,3,94,100307001,432159,272000,40000,40000,6900,6900,28000,28000,11850,4500,33050,19600,0,0,0,0,0,0,0,0,0,0,0
3116,Blackwing Angel,NPC33.png,NPC33,3,3,2,2,95,100202001,440503,280000,41000,41000,6990,6990,28400,28400,11960,4540,33400,19780,0,0,0,0,0,0,0,0,0,0,0
3117,Witch Hunter,NPC34.png,NPC34,3,3,2,1,95,100102001,450360,288000,42000,42000,7080,7080,28800,28800,12070,4580,33750,19960,0,0,0,0,0,0,0,0,0,0,0
3118,Skeleton Judge,NPC35.png,NPC35,3,3,2,3,95,100303001,458739,296000,43000,43000,7170,7170,29200,29200,12180,4620,34100,20140,0,0,0,0,0,0,0,0,0,0,0
3119,Soul Blacksmith,NPC36.png,NPC36,3,3,2,2,96,100203001,468703,304000,44000,44000,7260,7260,29600,29600,12290,4660,34450,20320,0,0,0,0,0,0,0,0,0,0,0
3120,Bloodthirst Priest,NPC37.png,NPC37,3,4,3,1,96,100110001,482319,320000,45000,45000,7500,7500,30000,30000,12800,5100,35600,21000,0,0,0,0,0,0,0,0,0,0,0
3121,Temple Destroyer,NPC38.png,NPC38,3,3,2,3,96,100310001,493563,324800,46000,46000,7680,7680,30500,30500,13000,5180,36270,21300,0,0,0,0,0,0,0,0,0,0,0
3122,Shepard of Souls,NPC39.png,NPC39,3,3,2,2,97,100205001,503187,329600,47000,47000,7860,7860,31000,31000,13200,5260,36940,21600,0,0,0,0,0,0,0,0,0,0,0
3123,Evil Governer,NPC40.png,NPC40,3,3,2,1,97,100205001,514539,334400,48000,48000,8040,8040,31500,31500,13400,5340,37610,21900,0,0,0,0,0,0,0,0,0,0,0
3124,Lord of the Abyss,NPC41.png,NPC41,3,3,2,3,97,100307001,524199,339200,49000,49000,8220,8220,32000,32000,13600,5420,38280,22200,0,0,0,0,0,0,0,0,0,0,0
3125,Vampire Counts,NPC42.png,NPC42,3,3,2,2,98,100210001,535659,344000,50000,50000,8400,8400,32500,32500,13800,5500,38950,22500,0,0,0,0,0,0,0,0,0,0,0
3126,吸血鬼大君,NPC43.png,NPC43,3,3,2,1,98,100104001,545355,348800,51000,51000,8580,8580,33000,33000,14000,5580,39620,22800,0,0,0,0,0,0,0,0,0,0,0
3127,Familiar,NPC44.png,NPC44,3,3,2,3,98,100303001,556923,353600,52000,52000,8760,8760,33500,33500,14200,5660,40290,23100,0,0,0,0,0,0,0,0,0,0,0
3128,Fathom Lurker,NPC45.png,NPC45,3,3,2,2,99,100203001,566655,358400,53000,53000,8940,8940,34000,34000,14400,5740,40960,23400,0,0,0,0,0,0,0,0,0,0,0
3129,Dragon Priest,NPC46.png,NPC46,3,3,2,1,99,100102001,578331,363200,54000,54000,9120,9120,34500,34500,14600,5820,41630,23700,0,0,0,0,0,0,0,0,0,0,0
3130,Beria,NPC47.png,NPC47,3,4,3,3,99,100302001,588099,368000,55000,55000,9300,9300,35000,35000,14800,5900,42300,24000,0,0,0,0,0,0,0,0,0,0,0
3131,Asmodeus,NPC48.png,NPC48,3,3,2,2,100,100202001,599883,372800,56000,56000,9480,9480,35500,35500,15000,5980,42970,24300,0,0,0,0,0,0,0,0,0,0,0
3132,Scythe-wielding Demon,NPC49.png,NPC49,3,3,2,1,100,100104001,609687,377600,57000,57000,9660,9660,36000,36000,15200,6060,43640,24600,0,0,0,0,0,0,0,0,0,0,0
3133,Fallen Angel,NPC50.png,NPC50,3,3,2,3,100,100303001,621579,382400,58000,58000,9840,9840,36500,36500,15400,6140,44310,24900,0,0,0,0,0,0,0,0,0,0,0
3134,Frost Reaver,NPC51.png,NPC51,3,3,2,2,101,100203001,631419,387200,59000,59000,10020,10020,37000,37000,15600,6220,44980,25200,0,0,0,0,0,0,0,0,0,0,0
3135,Frost Giant,NPC52.png,NPC52,3,3,2,1,101,100110001,643419,392000,60000,60000,10200,10200,37500,37500,15800,6300,45650,25500,0,0,0,0,0,0,0,0,0,0,0
3136,Vicious Wolf,NPC18.png,NPC18,3,3,2,3,101,100307001,653295,396800,61000,61000,10380,10380,38000,38000,16000,6380,46320,25800,0,0,0,0,0,0,0,0,0,0,0
3137,Crimson Raven,NPC19.png,NPC19,3,3,2,2,102,100205001,665403,401600,62000,62000,10560,10560,38500,38500,16200,6460,46990,26100,0,0,0,0,0,0,0,0,0,0,0
3138,Viking Pirate,NPC20.png,NPC20,3,3,2,1,102,100102001,675315,406400,63000,63000,10740,10740,39000,39000,16400,6540,47660,26400,0,0,0,0,0,0,0,0,0,0,0
3139,Frost Spider,NPC21.png,NPC21,3,3,2,3,102,100310001,687531,411200,64000,64000,10920,10920,39500,39500,16600,6620,48330,26700,0,0,0,0,0,0,0,0,0,0,0
3140,Frost Troll,NPC22.png,NPC22,3,4,3,2,103,113501001,697479,416000,65000,65000,11100,11100,40000,40000,16800,6700,49000,27000,0,0,0,0,0,0,0,0,0,0,0
3141,The Others,NPC23.png,NPC23,3,3,2,1,103,112201001,709803,420800,66000,66000,11280,11280,40500,40500,17000,6780,49670,27300,0,0,0,0,0,0,0,0,0,0,0
3142,Frost Wraith,NPC24.png,NPC24,3,3,2,3,103,112101001,719787,425600,67000,67000,11460,11460,41000,41000,17200,6860,50340,27600,0,0,0,0,0,0,0,0,0,0,0
3143,Tundra Wolf,NPC25.png,NPC25,3,3,2,2,104,112001001,732219,430400,68000,68000,11640,11640,41500,41500,17400,6940,51010,27900,0,0,0,0,0,0,0,0,0,0,0
3144,Snow Bear,NPC26.png,NPC26,3,3,2,1,104,110801001,742239,435200,69000,69000,11820,11820,42000,42000,17600,7020,51680,28200,0,0,0,0,0,0,0,0,0,0,0
3145,Mammoth Giant,NPC27.png,NPC27,3,3,2,3,104,111201001,754779,440000,70000,70000,12000,12000,42500,42500,17800,7100,52350,28500,0,0,0,0,0,0,0,0,0,0,0
