sid,type,is_normal,init_anger,use_need_anger,kill_enemy_trigger,cause_damage_trigger,before_fight_trigger,action_trigger,die_trigger,after_action_trigger,mp_cost,eid,open_level,show_popup,adjust_target_position,prepare_anim,skill_anim,multi_target_spacing_time,name,icon,info,simple_info,skill_tag,mr_skill_add_attr_info,mr_skill_awake_enhance_info,anger_skill_hero_bg,frame_id
100105001,1,0,0,0,0,0,0,0,0,0,100,100105101,25,0,0,1005_act,,0,Shield Wall,1005.jpg,"In 2 rounds, reduce DMG taken by 60% taunts the enemy and become it's priority target",Reduces DMG taken and makes yourself the priority target for 2 rounds.,4|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100106001,1,0,0,0,0,0,0,0,0,0,200,100106101,30,0,0,1006_act,,0,Frenzy,1006.jpg,"Enter a frenzied state, turn all basic attack to crit hits and gain immunity to debuffs, lasts 3 rounds",Guarantees critical hits on basic attacks and grants immunity to debuffs for 3 rounds.,8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100107001,1,0,0,0,0,0,0,0,0,0,300,100107101,35,0,0,1007_act,,0,Fiery Wrath,1007.jpg,"Increases self DMG taken by 50%, and increase DMG dealt by 50% for 5 rounds",Increases DMG taken and DMG dealt for 5 rounds.,8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100108001,1,0,0,0,0,0,0,0,0,0,150,100108101,40,0,0,1008_act,,0,Battle Fury,1008.jpg,Increases DMG by 30% and DEF by 50% for 3 team members for 3 rounds,Increases the attributes of 3 allies for 3 rounds.,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100109001,1,0,0,0,0,0,0,0,0,0,250,100109101,45,0,0,1009_act,,0,Mortal Strike,1009.jpg,Deals 100% P.DMG to the enemy with the lowest HP Percentage and prevents the enemy from healing for 2 rounds,"Deals P.DMG to an enemy, preventing them from recovering HP for 2 rounds.",1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100110001,1,0,0,0,0,0,0,0,0,0,300,100110101,50,0,1,1010_act,,0,Thunderstroke,1010.jpg,220% P.DMG to 1 enemy with the lowest HP Percent. 1% enemy HP loss equals 1% DMG rise.,"Deals P.DMG to 1 enemy, dealing more damage the more HP they have lost.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111001,1,0,0,0,0,0,0,0,0,0,250,100111101,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,Deals 300% P.DMG to 1 enemy.,Deals damage to 1 enemy.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111002,1,0,0,0,0,0,0,0,0,0,250,100111102,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 320% P.DMG to 1 enemy, has 30% chance to [Stun] enemy for 1 round.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round.,1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111003,1,0,0,0,0,0,0,0,0,0,250,100111103,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 360% P.DMG to 1 enemy, has 40% chance to [Stun] enemy for 1 round.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round.,1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111004,1,0,0,0,0,0,0,0,0,0,250,100111104,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 400% P.DMG to 1 enemy, has 50% chance to [Stun] enemy for 1 round and make enemy enter [Weakened] state that decreased the ATK by 20% for 2 rounds.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round and reduces their attributes for 2 rounds.,1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111005,1,0,0,0,0,0,0,0,0,0,250,100111105,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 450% P.DMG to 1 enemy, has 60% chance to [Stun] enemy for 1 round and make enemy enter [Weakened] state that decreased the ATK by 30% for 2 rounds.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round and reduces their attributes for 2 rounds.,1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111006,1,0,0,0,0,0,0,0,0,0,250,100111106,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 550% P.DMG to 1 enemy,has 70% chance to [Stun] enemy for 1 round, and enemy will enter [Weaken][Sunder Armor]stats which decreased the ATK,DEF by 40% for 2 rounds.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round and reduces their attributes for 2 rounds.,1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111007,1,0,0,0,0,0,0,0,0,0,250,100111107,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 600% P.DMG to 1 enemy and inflicts [Weaken] and [Sunder Armor] to the target, decreasing the target's ATK and DEF by 50% for 2 rounds. Also, it has 80% chance to [Stun] the target for 1 round.",Deals damage to 1 enemy with a chance to prevent them from acting for 1 round and reduces their attributes for 2 rounds.,1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100111008,1,0,0,0,0,0,0,0,0,0,250,100111108,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,"Deals 650% DMG to the enemy with the highest ATK, [Stun] the enemy for 1 round and giving [Smash] [Weaken] to the enemy,which decrease enemy's DEF, P.RES, M.RES and ATK by 50% for 2 rounds","Deals damage to 1 enemy, prevents them from acting for 1 round, and reduces their attributes for 2 rounds.",1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
100112001,1,0,0,0,0,0,0,0,0,0,150,100112101,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 Angels of our team enter [Excite] state, increasing DMG by 20% for 3 rounds.",Increases the attributes of 3 allies for 3 rounds.,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112002,1,0,0,0,0,0,0,0,0,0,150,100112102,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 Angels of our team enter [Excite] state, increasing DMG and DEF by 25% for 3 rounds.",Increases the attributes of 3 allies for 3 rounds.,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112003,1,0,0,0,0,0,0,0,0,0,150,100112103,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 Angels of our team enter [Excite] state, increasing DMG and DEF by 30% for 3 rounds.",Increases the attributes of 3 allies for 3 rounds.,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112004,1,0,0,0,0,0,0,0,0,0,150,100112104,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 Angels of our team enter [Excite] state, increasing DMG and DEF by 35% for 3 rounds and recovering HP equivalent to 60% of the main Angel's ATK.",Increases the attributes of 3 allies for 3 rounds and restores their HP.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112005,1,0,0,0,0,0,0,0,0,0,150,100112105,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 Angels of our team enter [Excite] state, increasing DMG and DEF by 40% for 3 rounds, and recovering HP equivalent to 70% of the main Angel's ATK.",Increases the attributes of 3 allies for 3 rounds and restores their HP.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112006,1,0,0,0,0,0,0,0,0,0,150,100112106,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"Bestows 3 allied angels [Excited] state, increasing their DMG and DEF by 50%, Crit by 30% for 3 rounds, and recovering their HP equal to 80% of the MC's ATK.",Increases the attributes of 3 allies for 3 rounds and restores their HP.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112007,1,0,0,0,0,0,0,0,0,0,150,100112107,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"Bestows 3 allied angels [Excited] state, increasing their DMG and DEF by 60%, Crit by 40% for 3 rounds, and recovering their HP equal to 90% of the MC's ATK.",Increases the attributes of 3 allies for 3 rounds and restores their HP.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100112008,1,0,0,0,0,0,0,0,0,0,150,100112108,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"3 angels with the highest ATK enters [Excite] state, increasing their DMG, DEF and CRIT by 60% for 3 rounds. Heals the 3 angels with the lowest HP by 100% of her ATK.",Increases the attributes of 3 allies for 3 rounds and restores HP to 3 allies.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
130111007,1,0,0,0,0,0,0,0,0,0,250,130111107,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,Deals an extra 100% DMG to 2 enemies (Valid when main angel's quality reaches SSR+),Deals an extra DMG to 2 enemies (Valid when MC’s quality reaches SSR+),1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
130112007,1,0,0,0,0,0,0,0,0,0,150,130112107,1,0,0,1008_act,,0,Battle Cry,2004.jpg,Make 1 more teammate enter [Excite] state (Valid when main angel's quality reaches SSR+),Make 1 more teammate enter [Excite] state (Valid when main angel's quality reaches SSR+),4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
140111008,1,0,0,0,0,0,0,0,0,0,250,140111108,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,Deals an extra 100% DMG to 2 enemies,Deals extra DMG to 2 enemies,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
140112008,1,0,0,0,0,0,0,0,0,0,150,140112108,1,0,0,1008_act,,0,Battle Cry,2004.jpg,Make 1 more teammate enter [Excite] state,Make 1 more teammate enter [Excite] state,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
150111007,1,0,0,0,0,0,0,0,0,0,250,150111107,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,Deals an extra 100% DMG to all enemies (Valid when main angel's quality reaches SSR+),Deals extra DMG to all enemies (Valid when MC's quality reaches SSR+),1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
150112007,1,0,0,0,0,0,0,0,0,0,150,150112107,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"Make 1 more teammate enters [Excite] state, which deals 40% Crit DMG additionally (Valid when main angel's quality reaches SSR+)",Make 1 more teammate enter [Excite] state and increase her attributes (Valid when MC's quality reaches SSR+),4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
160111008,1,0,0,0,0,0,0,0,0,0,250,160111108,1,0,1,1010_act,,0,Thunderstroke,1010.jpg,Deals an extra 100% DMG to all enemies,Deals extra DMG to all enemies,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
160112008,1,0,0,0,0,0,0,0,0,0,150,160112108,1,0,0,1008_act,,0,Battle Cry,2004.jpg,"One more teammate enters [Excite] state, and Crit DMG increases by an additional 40%.",Give buff to 1 more allies and increase their attributes,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
160110001,1,0,0,200,0,0,0,0,0,0,0,160110101,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10171.jpg,"Increase P.DMG and M.DMG of all allies by 25% (undispellable, lasts 2 rounds). Then, deals 3 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit.",Increases the attributes of all allies for 2 rounds and deals True DMG 3 times to 1 enemy with a chance to prevent them from acting for 1 round.,1|2|4,,"Increase P.DMG and M.DMG of all allies by 25% (undispellable, lasts 2 rounds). Then, deals 3 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit.",img_mr_2001.png,1
160111001,1,0,150,200,0,0,0,0,0,0,0,160110101,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10172.jpg,"Increase P.DMG and M.DMG of all allies by 25% (undispellable, lasts 2 rounds). Then, deals 3 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit.",Increases the attributes of all allies for 2 rounds and deals True DMG 3 times to 1 enemy with a chance to prevent them from acting for 1 round.,1|2|4,HP +20%,MC gains 150 energy upon entering battle.,img_mr_2001.png,1
160112001,1,0,150,200,0,0,0,0,0,0,0,160112101,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10173.jpg,"Increase P.DMG and M.DMG of all allies by 25% (undispellable, lasts 2 rounds). Then, deals 5 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit.",Increases the attributes of all allies for 2 rounds and deals True DMG 5 times to 1 enemy with a chance to prevent them from acting for 1 round.,1|2|4,ATK +20%,Gains 2 additional hits.,img_mr_2001.png,1
160113001,1,0,150,200,0,0,0,0,0,0,0,160113001,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10174.jpg,"Increase P.DMG and M.DMG of all allies by 25%, and grant a shield equal to 50% of their Max HP (undispellable, lasts 2 rounds). Then, deals 5 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit.","Increases the attributes of all allies for 2 rounds, grant a shield, and deals True DMG 5 times to 1 enemy with a chance to prevent them from acting for 1 round.",1|2|4|7,P.RES +20%\nM.RES +20%,"Grants all allies a shield equal to 50% of their Max HP (undispellable, lasts 2 rounds).",img_mr_2001.png,1
160114001,1,0,150,200,0,0,0,0,0,0,0,160114001,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10175.jpg,"Increase P.DMG and M.DMG of all allies by 25%, and grant a shield equal to 50% of their Max HP (undispellable, lasts 2 rounds). Then, deals 5 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit. If the target is under any debuffs, the hits are guaranteed to be critical.","Increases the attributes of all allies and grants them a shield for 2 rounds, and deals True DMG 5 times to 1 enemy with a chance to prevent them from acting for 1 round. If the target is with debuffs, the attack is a guaranteed critical hit.",1|2|4|7,"DEF +20%, CRIT +30%","If the target is under any debuffs, the hits are guaranteed to be critical.",img_mr_2001.png,1
160115001,1,0,150,200,0,0,0,0,0,0,0,160115001,1,0,0,QXSH_act,QXSH1_att,0,Luminous Glories,10176.jpg,"Increase P.DMG and M.DMG of all allies by 50%, and grant a shield equal to 50% of their Max HP (undispellable, lasts 2 rounds). Then, deals 7 hits of 50% True DMG to the enemy with the highest ATK, with an 80% chance to inflict [Stun] for 1 round each hit. If the target is under any debuffs, the hits are guaranteed to be critical.","Increases the attributes of all allies and grants them a shield for 2 rounds, and deals True DMG 7 times to 1 enemy with a chance to prevent them from acting for 1 round. If the target is with debuffs, the attack is a guaranteed critical hit.",1|2|4|7,ATK +20%\nCrit DMG +30%,"Increases P.DMG and M.DMG of all allies by an additional 25% (undispellable, lasts 2 rounds), and gains 2 additional hits.",img_mr_2001.png,1
170111001,1,0,0,0,0,0,0,0,0,0,0,170111101,1,0,0,,,0,Divine Fury,1661.jpg,"Every odd-numbered round, when the MC is in action, randomly attacks an enemy 3 times. Each attack deals True DMG equal to 100% MC’s ATK and dispels one buff on the target.","If the current round is an odd-numbered round and it is the MC’s round to act, the MC randomly deals True DMG 3 times to enemies and dispels buffs.",1|9,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
170112001,1,0,0,0,0,0,1,0,0,0,0,170112101,1,0,0,,,0,Divine Aura,1662.jpg,"When entering battle, all allies recover HP equal to 100% of MC’s Current HP. 10% of the healing in excess of the target's maximum HP is instead converted to a shield.","At the start of the battle, all allies restore HP; any excess is converted into a shield that lasts for 2 rounds.",5|7,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
170113001,1,0,0,0,0,0,1,0,0,0,0,170113101,1,0,0,,,0,Divine Vessel,1663.jpg,"When entering battle, MC gains [MC Halo] state (cannot be dispelled), increasing her ATK, DEF, P.RES, M.RES, and Debuff RES by 5% of [the sum of all allies' corresponding attributes (including substitutes)] until the end of the battle.","At the start of the battle, MC's attributes are permanently increased.",4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
100201001,1,0,0,0,0,0,0,0,0,0,100,100201101,8,0,0,2001_act,,0,Serpent Spike,2001.jpg,"Deals 160% P.DMG to 1 enemy and has 50% chance to Poison the enemy for 2 rounds, causing the enemy to lose HP in each round",Deals P.DMG to 1 enemy with a chance to make them lose HP each round for 2 rounds.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100202001,1,0,0,0,0,0,0,0,0,0,200,100202101,10,0,0,attack_2_act,,0,Multi-Shot,2002.jpg,"Attacks 2 times randomly, each dealing 150% DMG. It can attack the same enemy multiple times","Randomly attacks twice, potentially hitting the same enemy.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100203001,1,0,0,0,0,0,0,0,0,0,250,100203101,15,0,0,2003_act,,0,Blast Shot,2003.jpg,Deals 140% P.DMG to 3 enemies in back row and increases self CRIT by 10%,Deals P.DMG to 3 enemies and increases your own attributes.,1|4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100204001,1,0,0,0,0,0,0,0,0,0,150,100204101,20,0,0,2004_act,,0,Silence Shot,2004.jpg,Deals 180% P.DMG to 1 enemy and has 50% chance to prevent the enemy from using skills for 1 round,Deals P.DMG to 1 enemy with a chance to prevent them from using skills for 2 rounds.,1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100205001,1,0,0,0,0,0,0,0,0,0,200,100205101,25,0,0,2005_act,2005_att,0,Mark of Death,2005.jpg,"Deals 200% P.DMG to 1 enemy with the lowest HP Percentage and applies Mark to the target, making the target a priority for 3 rounds","Deals P.DMG to 1 enemy, making them the priority target for 3 rounds.",1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100206001,1,0,0,0,0,0,0,0,0,0,200,100206101,30,0,0,2006_act,,0,Invisibility,2006.jpg,Make self invisible and receive AoE DMG only for 2 rounds,Makes you only take damage from AoE attack for 2 rounds.,8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100207001,1,0,0,0,0,0,0,0,0,0,150,100207101,35,0,0,2007_act,,0,Blinding Shot,2007.jpg,"Deals 150% P.DMG to 1 enemy to make him 【Blind】, decrease ACC by 70% for 3 rounds",Deals P.DMG to 1 enemy and reduces their attributes for 3 rounds.,1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100208001,1,0,0,0,0,0,0,0,0,0,200,100208101,40,0,0,2008_act,,0,Kill Order,2008.jpg,Increases self DMG by 70% for 2 rounds,Increases your own attributes for 2 rounds.,4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100209001,1,0,0,0,0,0,0,0,0,0,150,100209101,45,0,1,2009_act,,0,Bloody Shot,2009.jpg,Deals 100% M.DMG to 1 enemy and restores the same amount of HP,Deals M.DMG to 1 enemy and restores HP.,1|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100210001,1,0,0,0,0,0,0,0,0,0,250,100210101,50,0,0,2010_act,2010_att,0,Arrow Storm,2010.jpg,Deals 150% P.DMG to 3 enemies front row and has 50% chance to dispel 1 buff from the target,Deals P.DMG to 3 enemies with a chance to dispel buffs on target.,1|9,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100301001,1,0,0,0,0,0,0,0,0,0,100,100301101,8,0,0,3001_act,3001_att,0,Flaming Charge,3001.jpg,Deals 260% M.DMG to 1 enemy,Deal M.DMG to 1 enemy,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100302001,1,0,0,0,0,0,0,0,0,0,200,100302101,10,1,0,3002_act,,0.2,Arcane Bolt,12102.jpg,"Attacks 3 times randomly, each dealing 110% M.DMG. It can attack the same enemy multiple times","Randomly deals M.DMG 3 times, potentially hitting the same enemy.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100303001,1,0,0,0,0,0,0,0,0,0,250,100303101,15,0,0,3003_act,3003_att,0,Blizzard,3003.jpg,Deals 130% M.DMG to 3 enemies in back row and has 50% chance to reduce 50% ATK for 2 rounds,Deals M.DMG to 3 enemies with a chance to reduce their attributes for 2 rounds.,1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100304001,1,0,0,0,0,0,0,0,0,0,150,100304101,20,0,0,3004_act,,0,Frost Arrow,3004.jpg,"Deals 200% M.DMG to 1 enemy and has 50% chance to freeze the enemy for 1 round,the enemy will not be able to move.",Deals M.DMG to 1 enemy with a chance to prevent them from acting for 1 round.,1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100305001,1,0,0,0,0,0,0,0,0,0,300,100305101,25,0,0,3005_act,3005_att2,0,Soul Siphoning,3005.jpg,Deals 190% M.DMG to 1 enemy and reduce 12% of the enemy's max MP and restore 12% MP for self,"Deals M.DMG to 1 enemy and reduces its MP, restoring MP for herself.",1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100306001,1,0,0,0,0,0,0,0,0,0,350,115402101,1,1,0,3006_act,,0,Cold Guardian,15402.jpg,"Apply [Ice Armor] to all of us for 2 rounds, which increases the physical resistance by 100% and the damage rebound by 30%. In addition, it has a 50% chance to freeze the attacker for 2 rounds when under normal attack.",Adds attributes to all of us and has the probability to keep attackers out of action for 2 rounds when attacked by a common attack,2|4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100307001,1,0,0,0,0,0,0,0,0,0,200,100307101,35,0,0,3007_act,3007_att,0,Pyroblast,3007.jpg,Deals 380% M.DMG to 1 enemy,Deal M.DMG to 1 enemy.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100308001,1,0,0,0,0,0,0,0,0,0,0,100308101,40,0,0,3008_act,3008_att,0,Cycle of Magic,3008.jpg,Using the same skill as the last round increases MP cost by 500%,"Reuses the skill used in the previous round, with increased MP consumption.",8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100309001,1,0,0,0,0,0,0,0,0,0,0,100309101,45,0,0,3009_act,,0,Magic Barrier,3009.jpg,"Casts a Magic Barrier on self for 2 rounds. It absorbs DMG by consuming MP. For every 1 MP, absorb 5 DMG.",Uses MP to absorb damage for 2 rounds.,8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
100310001,1,0,0,0,0,0,0,0,0,0,350,100310101,50,0,0,3010_act,3010_att,0,Fire Storm,3010.jpg,Deals 190% M.DMG to 3  enemies in front row and has 20% chance to stun the enemy for 1 round,Deals M.DMG to 3 enemies with a chance to prevent them from acting for 1 round.,1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
