id,group,difficulty,boss_name,kill_reward,avatar_path,spine_name,image_id,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
17,9,1,Chaos Ice Dragon,5:3000108:1|5:3000104:1|1:2:100,NPC55.png,NPC55,3,22,6,5,3,140,112202001|110301001,506305800,50307761,1926318,2063912,22383,316392,99193,99193,2399999,128,48944,2447,0,90,0,0,370,2600,2600,3000,0,0,0
18,9,2,Chaos Ice Dragon,5:3000127:1|5:6000001:5|5:3000107:1,NPC55.png,NPC55,3,22,7,5,3,140,112202001|110301001,633144600,94327052,3611846,3869835,41969,593235,185987,185987,4499999,240,91770,4589,0,90,0,0,390,3120,3120,3000,0,0,0
19,10,1,Void Demon Spirit,5:3000108:1|5:3000104:1|1:2:100,NPC47.png,NPC47,10,22,6,5,1,145,110102001|115001001,905997312,67915478,2311582,2476694,23278,414474,128950,128950,2399999,132,56286,2814,0,100,0,0,410,2900,2900,3000,0,0,0
20,10,2,Void Demon Spirit,5:3000127:1|5:3000188:20|5:3000107:1,NPC47.png,NPC47,10,22,7,5,1,145,110102001|115001001,1082344032,127341521,4334216,4643802,43647,777138,241782,241782,4499999,248,105537,5277,0,100,0,0,430,3480,3480,3000,0,0,0
21,11,1,Lord of Chaos,5:3000108:1|5:3000105:1|1:2:100,NPC44.png,NPC44,6,22,6,5,2,150,100303001|100203001,307584695,76065335,2565855,2749131,24210,441414,143135,143135,2399999,136,61914,3096,0,110,0,0,450,3200,3200,3000,0,0,0
22,11,2,Lord of Chaos,5:3000127:1|5:3000048:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,2,150,100303001|100203001,506305800,142622504,4810979,5154621,45393,827651,268379,268379,4499999,255,116090,5805,0,110,0,0,470,3840,3840,3000,0,0,0
23,12,1,Flame Demoness,5:3000108:1|5:3000105:1|1:2:100,NPC30.png,NPC30,8,22,6,5,3,155,111301001|111302001,633144600,85193175,2848100,3051535,25178,470106,158880,158880,2399999,140,68106,3406,0,120,0,0,490,3500,3500,3000,0,0,0
24,12,2,Flame Demoness,5:3000127:1|5:3000049:5|5:3000107:1,NPC30.png,NPC30,8,22,7,5,3,155,111301001|111302001,905997312,159737204,5340188,5721629,47210,881448,297900,297900,4499999,263,127700,6386,0,120,0,0,510,4200,4200,3000,0,0,0
25,13,1,Fallen Angel,5:3000108:1|5:3000105:1|1:2:100,NPC53.png,NPC53,1,22,6,5,1,160,112202001|100304001,1082344032,95416356,3161390,3387204,26186,500662,176357,176357,2399999,144,74917,3746,0,130,0,0,530,3800,3800,3000,0,0,0
26,13,2,Fallen Angel,5:3000127:1|5:2000006:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,1,160,112202001|100304001,307584695,178905668,5927607,6351008,49098,938742,330669,330669,4499999,270,140469,7023,0,130,0,0,550,4560,4560,3000,0,0,0
27,14,1,Void Necromancer,5:3000108:1|5:3000105:1|1:2:100,NPC40.png,NPC40,4,22,6,5,2,165,100304001|100304001,506305800,106866319,3509144,3759797,27233,533206,195756,195756,2399999,148,82408,4121,0,140,0,0,570,4100,4100,3000,0,0,0
28,14,2,Void Necromancer,5:3000127:1|1:2:500|5:3000107:1,NPC40.png,NPC40,4,22,7,5,2,165,100304001|100304001,633144600,200374349,6579645,7049619,51062,999761,367043,367043,4499999,278,154515,7727,0,140,0,0,590,4920,4920,3000,0,0,0
29,15,1,Fallen Serpent Spirit,5:3000108:1|5:3000105:1|1:2:100,NPC36.png,NPC36,2,22,6,5,3,170,115101001|115102001,905997312,119690277,3895150,4173374,28322,567864,217290,217290,2399999,152,90649,4533,0,150,0,0,610,4400,4400,3000,0,0,0
30,15,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:20|5:3000107:1,NPC36.png,NPC36,2,22,7,5,3,170,115101001|115102001,1082344032,224419269,7303406,7825077,53103,1064745,407418,407418,4499999,285,169967,8499,0,150,0,0,630,5280,5280,3000,0,0,0
31,16,1,Chaos Feather,5:3000108:1|5:3000105:1|1:2:100,NPC54.png,NPC54,5,22,6,5,1,175,100304001|100307001,307584695,134053110,4323616,4632446,29454,604775,241191,241191,2399999,156,99714,4986,0,160,0,0,650,4700,4700,3000,0,0,0
32,16,2,Chaos Feather,5:3000127:1|5:2000011:20|5:3000107:1,NPC54.png,NPC54,5,22,7,5,1,175,100304001|100307001,506305800,251349582,8106780,8685836,55227,1133954,452234,452234,4499999,293,186965,9348,0,160,0,0,670,5640,5640,3000,0,0,0
33,17,1,Chaos Serpent Demon,5:3000108:1|5:3000105:1|1:2:100,NPC31.png,NPC31,7,22,6,5,2,180,113201001|112801001,633144600,150139484,4799214,5142014,30633,644086,267722,267722,2399999,160,109686,5484,0,170,0,0,690,5000,5000,3000,0,0,0
34,17,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,2,180,113201001|112801001,905997312,281511533,8998526,9641277,57437,1207661,501980,501980,4499999,300,205661,10283,0,170,0,0,710,6000,6000,3000,0,0,0
35,18,1,Chaos Scorpion King,5:3000108:1|5:3000105:1|1:2:100,NPC15.png,NPC15,9,22,6,5,3,185,100307001|112901001,1082344032,168156222,5327127,5707636,31858,685951,297172,297172,2399999,164,120654,6033,0,180,0,0,730,5300,5300,3000,0,0,0
36,18,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,3,185,100307001|112901001,307584695,315292916,9988364,10701818,59735,1286159,557198,557198,4499999,308,226227,11312,0,180,0,0,750,6360,6360,3000,0,0,0
37,19,1,Chaos Ice Dragon,5:3000108:1|5:3000105:1|1:2:100,NPC55.png,NPC55,3,22,6,5,1,190,112801001|112202001,506305800,188334968,5913111,6335476,33133,730538,329861,329861,2399999,168,132719,6636,0,190,0,0,770,5600,5600,3000,0,0,0
38,19,2,Chaos Ice Dragon,5:3000127:1|5:6000001:5|5:3000107:1,NPC55.png,NPC55,3,22,7,5,1,190,112801001|112202001,633144600,353128065,11087084,11879018,62124,1369760,618489,618489,4499999,315,248849,12443,0,190,0,0,790,6720,6720,3000,0,0,0
39,20,1,Void Demon Spirit,5:3000108:1|5:3000105:1|1:2:100,NPC47.png,NPC47,10,22,6,5,2,195,110102001|115001001,905997312,210935165,6563554,7032378,34458,778023,366146,366146,2399999,172,145991,7299,0,200,0,0,810,5900,5900,3000,0,0,0
40,20,2,Void Demon Spirit,5:3000127:1|5:3000188:20|5:3000107:1,NPC47.png,NPC47,10,22,7,5,2,195,110102001|115001001,905997312,395503434,12306663,13185710,64608,1458794,686523,686523,4499999,323,273734,13686,0,200,0,0,830,7080,7080,3000,0,0,0
41,21,1,Lord of Chaos,5:3000108:1|5:3000105:1|1:2:100,NPC44.png,NPC44,6,22,6,5,3,200,110702001|100210001,905997312,236247384,7285544,7805940,35836,828594,406422,406422,2399999,176,160590,8030,0,210,0,0,850,6200,6200,3000,0,0,0
42,21,2,Lord of Chaos,5:3000127:1|5:3000048:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,3,200,110702001|100210001,905997312,442963845,13660395,14636138,67193,1553615,762041,762041,4499999,330,301107,15056,0,210,0,0,880,7440,7440,3000,0,0,0
43,22,1,Flame Demoness,5:3000108:1|5:3000105:1|1:2:100,NPC30.png,NPC30,8,22,6,5,1,200,111001001|112401001,905997312,264597070,8086954,8664594,37270,882454,451128,451128,2399999,180,176650,8833,0,220,0,0,910,6500,6500,3000,0,0,0
44,22,2,Flame Demoness,5:3000127:1|5:3000049:5|5:3000107:1,NPC30.png,NPC30,8,22,7,5,1,200,111001001|112401001,905997312,496119507,15163040,16246113,69881,1654601,845865,845865,4499999,338,331218,16562,0,220,0,0,940,7800,7800,3000,0,0,0
45,23,1,Fallen Angel,5:3000108:1|5:3000105:1|1:2:100,NPC53.png,NPC53,1,22,6,5,2,200,100201001|112202001,905997312,296348718,8976519,9617699,38761,939813,500752,500752,2399999,184,194314,9716,0,230,0,0,970,6800,6800,3000,0,0,0
46,23,2,Fallen Angel,5:3000127:1|5:2000006:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,2,200,100201001|112202001,905997312,555653847,16830974,18033186,72677,1762149,938910,938910,4499999,345,364340,18218,0,230,0,0,1000,8160,8160,3000,0,0,0
47,24,1,Void Necromancer,5:3000108:1|5:3000105:1|1:2:100,NPC40.png,NPC40,4,22,6,5,3,200,112901001|112902001,905997312,331910565,9963936,10675646,40311,1000901,555834,555834,2399999,188,213746,10687,0,240,0,0,1030,7100,7100,3000,0,0,0
48,24,2,Void Necromancer,5:3000127:1|1:2:500|5:3000107:1,NPC40.png,NPC40,4,22,7,5,3,200,112901001|112902001,905997312,622332309,18682380,20016836,75584,1876689,1042190,1042190,4499999,353,400775,20039,0,240,0,0,1060,8520,8520,3000,0,0,0
49,25,1,Fallen Serpent Spirit,5:3000108:1|5:3000105:1|1:2:100,NPC36.png,NPC36,2,22,6,5,1,200,113102001|112401001,905997312,371739833,11059969,11849967,41923,1065959,616976,616976,2399999,192,235121,11756,0,250,0,0,1090,7400,7400,3000,0,0,0
50,25,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:20|5:3000107:1,NPC36.png,NPC36,2,22,7,5,1,200,113102001|112401001,905997312,697012187,20737442,22218689,78606,1998674,1156830,1156830,4499999,360,440852,22043,0,250,0,0,1120,8880,8880,3000,0,0,0
51,26,1,Chaos Feather,5:3000108:1|5:3000105:1|1:2:100,NPC54.png,NPC54,5,22,6,5,2,200,112902001|111802001,905997312,416348613,12276566,13153463,43600,1135246,684844,684844,2399999,196,258633,12932,0,260,0,0,1150,7700,7700,3000,0,0,0
52,26,2,Chaos Feather,5:3000127:1|5:2000011:20|5:3000107:1,NPC54.png,NPC54,5,22,7,5,2,200,112902001|111802001,905997312,780653649,23018561,24662744,81750,2128587,1284083,1284083,4499999,368,484937,24248,0,260,0,0,1180,9240,9240,3000,0,0,0
53,27,1,Chaos Serpent Demon,5:3000108:1|5:3000105:1|1:2:100,NPC31.png,NPC31,7,22,6,5,3,200,100109001|112602001,905997312,466310446,13626988,14600344,45344,1209038,760177,760177,2399999,200,284496,14225,0,270,0,0,1210,8000,8000,3000,0,0,0
54,27,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,3,200,100109001|112602001,905997312,874332087,25550603,27375645,85020,2266946,1425332,1425332,4499999,375,533430,26672,0,270,0,0,1240,9600,9600,3000,0,0,0
55,28,1,Chaos Scorpion King,5:3000108:1|5:3000105:1|1:2:100,NPC15.png,NPC15,9,22,6,5,1,200,100310001|112901001,905997312,522267700,15125957,16206382,47158,1287625,843796,843796,2399999,204,312946,15647,0,280,0,0,1270,8300,8300,3000,0,0,0
56,28,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,1,200,100310001|112901001,905997312,979251938,28361169,30386966,88422,2414297,1582118,1582118,4499999,383,586773,29339,0,280,0,0,1300,9960,9960,3000,0,0,0
57,29,1,Chaos Ice Dragon,5:3000108:1|5:3000105:1|1:2:100,NPC55.png,NPC55,3,22,6,5,2,200,112602001|112901001,905997312,584939824,16789812,17989084,49044,1371321,936614,936614,2399999,208,344240,17212,0,290,0,0,1330,8600,8600,3000,0,0,0
58,29,2,Chaos Ice Dragon,5:3000127:1|5:6000001:5|5:3000107:1,NPC55.png,NPC55,3,22,7,5,2,200,112602001|112901001,905997312,1096762170,31480898,33729533,91958,2571227,1756151,1756151,4499999,390,645450,32273,0,290,0,0,1360,10320,10320,3000,0,0,0
59,30,1,Void Demon Spirit,5:3000108:1|5:3000105:1|1:2:100,NPC47.png,NPC47,10,22,6,5,3,200,110102001|115001001,905997312,655132602,18636691,19967883,51006,1460457,1039641,1039641,2399999,212,378664,18934,0,300,0,0,1390,8900,8900,3000,0,0,0
60,30,2,Void Demon Spirit,5:3000127:1|5:3000188:20|5:3000107:1,NPC47.png,NPC47,10,22,7,5,3,200,110102001|115001001,905997312,1228373630,34943796,37439781,95637,2738357,1949327,1949327,4499999,398,709995,35501,0,300,0,0,1420,10680,10680,3000,0,0,0
61,31,1,Lord of Chaos,5:3000104:1|5:3000105:2|1:2:100,NPC44.png,NPC44,6,22,6,5,1,200,112901001|112901001,905997312,694440558,19568526,20966278,53046,1482363,1050038,1050038,2399999,216,401384,20070,0,310,0,0,1450,9200,9200,3000,0,0,0
62,31,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,1,200,112901001|112901001,905997312,1302076047,36690986,39311771,99462,2779431,1968821,1968821,4499999,405,752595,37631,0,310,0,0,1480,11040,11040,3000,0,0,0
63,32,1,Flame Demoness,5:3000104:1|5:3000105:2|1:2:100,NPC30.png,NPC30,8,22,6,5,2,200,111501001|113402001,905997312,736106992,20546952,22014591,55168,1504599,1060538,1060538,2399999,220,425467,21274,0,320,0,0,1510,9500,9500,3000,0,0,0
64,32,2,Flame Demoness,5:3000127:1|5:2000011:20|5:3000107:1,NPC30.png,NPC30,8,22,7,5,2,200,111501001|113402001,905997312,1380200610,38525535,41277359,103440,2821124,1988508,1988508,4499999,413,797751,39888,0,320,0,0,1540,11400,11400,3000,0,0,0
65,33,1,Fallen Angel,5:3000104:1|5:3000105:2|1:2:100,NPC53.png,NPC53,1,22,6,5,3,200,112901001|110201001,905997312,780273412,21574299,23115321,57375,1527168,1071143,1071143,2399999,224,450995,22550,0,330,0,0,1570,9800,9800,3000,0,0,0
66,33,2,Fallen Angel,5:3000127:1|5:2000007:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,3,200,112901001|110201001,905997312,1463012648,40451811,43341227,107579,2863440,2008394,2008394,4499999,420,845616,42281,0,330,0,0,1600,11760,11760,3000,0,0,0
67,34,1,Void Necromancer,5:3000104:1|5:3000105:2|1:2:100,NPC40.png,NPC40,4,22,6,5,1,200,100302001|112901001,905997312,827089817,22653014,24271087,59670,1550075,1081854,1081854,2399999,228,478055,23902,0,340,0,0,1650,10100,10100,3000,0,0,0
68,34,2,Void Necromancer,5:3000127:1|1:2:500|5:3000107:1,NPC40.png,NPC40,4,22,7,5,1,200,100302001|112901001,905997312,1550793407,42474402,45508289,111882,2906391,2028477,2028477,4499999,428,896354,44817,0,340,0,0,1700,12120,12120,3000,0,0,0
69,35,1,Fallen Serpent Spirit,5:3000104:1|5:3000105:2|1:2:100,NPC36.png,NPC36,2,22,6,5,2,200,115101001|115102001,905997312,876715206,23785665,25484641,62057,1573326,1092673,1092673,2399999,232,506738,25337,0,350,0,0,1750,10400,10400,3000,0,0,0
70,35,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC36.png,NPC36,2,22,7,5,2,200,115101001|115102001,905997312,1643841011,44598122,47783702,116357,2949987,2048762,2048762,4499999,435,950135,47507,0,350,0,0,1800,12480,12480,3000,0,0,0
71,36,1,Chaos Feather,5:3000104:1|5:3000105:2|1:2:100,NPC54.png,NPC54,5,22,6,5,3,200,111801001|111802001,905997312,929318118,24974948,26758874,64539,1596926,1103600,1103600,2399999,236,537142,26857,0,360,0,0,1850,10700,10700,3000,0,0,0
72,36,2,Chaos Feather,5:3000127:1|5:2000011:20|5:3000107:1,NPC54.png,NPC54,5,22,7,5,3,200,111801001|111802001,905997312,1742471471,46828028,50172888,121011,2994237,2069250,2069250,4499999,443,1007142,50357,0,360,0,0,1900,12840,12840,3000,0,0,0
73,37,1,Chaos Serpent Demon,5:3000104:1|5:3000105:2|1:2:100,NPC31.png,NPC31,7,22,6,5,1,200,112901001|100304001,905997312,985077205,26223696,28096817,67121,1620880,1114636,1114636,2399999,240,569371,28469,0,370,0,0,1950,11000,11000,3000,0,0,0
74,37,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,1,200,112901001|100304001,905997312,1847019759,49169430,52681532,125852,3039150,2089943,2089943,4499999,450,1067571,53379,0,370,0,0,2000,13200,13200,3000,0,0,0
75,38,1,Chaos Scorpion King,5:3000104:1|5:3000105:2|1:2:100,NPC15.png,NPC15,9,22,6,5,2,200,112202001|100110001,905997312,1044181837,27534881,29501658,69806,1645194,1125782,1125782,2399999,244,603534,30177,0,380,0,0,2050,11300,11300,3000,0,0,0
76,38,2,Chaos Scorpion King,5:3000127:1|5:3000140:10|5:3000107:1,NPC15.png,NPC15,9,22,7,5,2,200,112202001|100110001,905997312,1957840944,51627902,55315608,130886,3084738,2110842,2110842,4499999,458,1131626,56582,0,380,0,0,2100,13560,13560,3000,0,0,0
77,39,1,Chaos Ice Dragon,5:3000104:1|5:3000105:2|1:2:100,NPC55.png,NPC55,3,22,6,5,3,200,100304001|112202001,905997312,1106832747,28911625,30976741,72598,1669871,1137040,1137040,2399999,248,639746,31987,0,390,0,0,2150,11600,11600,3000,0,0,0
78,39,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,3,200,100304001|112202001,905997312,2075311401,54209297,58081389,136121,3131009,2131950,2131950,4499999,465,1199523,59976,0,390,0,0,2200,13920,13920,3000,0,0,0
79,40,1,Void Demon Spirit,5:3000104:1|5:3000105:2|1:2:100,NPC47.png,NPC47,10,22,6,5,1,200,110102001|115001001,905997312,1173242712,30357206,32525578,75502,1694919,1148410,1148410,2399999,252,678130,33906,0,400,0,0,2250,11900,11900,3000,0,0,0
80,40,2,Void Demon Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC47.png,NPC47,10,22,7,5,1,200,110102001|115001001,905997312,2199830085,56919761,60985458,141566,3177974,2153270,2153270,4499999,473,1271493,63575,0,400,0,0,2300,14280,14280,3000,0,0,0
81,41,1,Lord of Chaos,5:3000104:1|5:3000105:2|1:2:100,NPC44.png,NPC44,6,22,6,5,2,200,112202001|112801001,905997312,1243637275,31875066,34151857,78522,1720343,1159894,1159894,2399999,256,718818,35941,0,410,0,0,2350,12200,12200,3000,0,0,0
82,41,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,2,200,112202001|112801001,905997312,2331819891,59765750,64034732,147228,3225644,2174802,2174802,4499999,480,1347783,67389,0,410,0,0,2400,14640,14640,3000,0,0,0
83,42,1,Flame Demoness,5:3000104:1|5:3000105:2|1:2:100,NPC30.png,NPC30,8,22,6,5,3,200,112602001|113301001,905997312,1318255511,33468819,35859450,81662,1746149,1171494,1171494,2399999,260,761946,38098,0,420,0,0,2450,12500,12500,3000,0,0,0
84,42,2,Flame Demoness,5:3000127:1|5:2000011:20|5:3000107:1,NPC30.png,NPC30,8,22,7,5,3,200,112602001|113301001,905997312,2471729084,62754036,67236468,153117,3274029,2196551,2196551,4499999,488,1428650,71433,0,420,0,0,2500,15000,15000,3000,0,0,0
85,43,1,Fallen Angel,5:3000104:1|5:3000105:2|1:2:100,NPC53.png,NPC53,1,22,6,5,1,200,112801001|111901001,905997312,1397350842,35142260,37652422,84929,1772341,1183208,1183208,2399999,264,807663,40383,0,430,0,0,2550,12800,12800,3000,0,0,0
86,43,2,Fallen Angel,5:3000127:1|5:2000007:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,1,200,112801001|111901001,905997312,2620032830,65891738,70598291,159242,3323139,2218515,2218515,4499999,495,1514369,75719,0,430,0,0,2600,15360,15360,3000,0,0,0
87,44,1,Void Necromancer,5:3000104:1|5:3000105:2|1:2:100,NPC40.png,NPC40,4,22,6,5,2,200,113301001|112002001,905997312,1481191893,36899374,39535043,88326,1798926,1195040,1195040,2399999,268,856123,42806,0,440,0,0,2650,13100,13100,3000,0,0,0
88,44,2,Void Necromancer,5:3000127:1|1:2:500|5:3000107:1,NPC40.png,NPC40,4,22,7,5,2,200,113301001|112002001,905997312,2777234799,69186326,74128206,165612,3372986,2240700,2240700,4499999,503,1605231,80262,0,440,0,0,2700,15720,15720,3000,0,0,0
89,45,1,Fallen Serpent Spirit,5:3000104:1|5:3000105:2|1:2:100,NPC36.png,NPC36,2,22,6,5,3,200,113102001|112401001,905997312,1570063406,38744342,41511795,91859,1825910,1206990,1206990,2399999,272,907490,45374,0,450,0,0,2750,13400,13400,3000,0,0,0
90,45,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC36.png,NPC36,2,22,7,5,3,200,113102001|112401001,905997312,2943868887,72645642,77834616,172236,3423581,2263107,2263107,4499999,510,1701545,85077,0,450,0,0,2800,16080,16080,3000,0,0,0
91,46,1,Chaos Feather,5:3000104:1|5:3000105:2|1:2:100,NPC54.png,NPC54,5,22,6,5,1,200,100303001|100203001,905997312,1664267210,40681559,43587385,95534,1853298,1219061,1219061,2399999,276,961940,48097,0,460,0,0,2850,13700,13700,3000,0,0,0
92,46,2,Chaos Feather,5:3000127:1|5:2000011:20|5:3000107:1,NPC54.png,NPC54,5,22,7,5,1,200,100303001|100203001,905997312,3120501020,76277924,81726347,179126,3474935,2285739,2285739,4499999,518,1803638,90182,0,460,0,0,2900,16440,16440,3000,0,0,0
93,47,1,Chaos Serpent Demon,5:3000104:1|5:3000105:2|1:2:100,NPC31.png,NPC31,7,22,6,5,2,200,112202001|112801001,905997312,1764123243,42715637,45766754,99355,1881098,1231251,1231251,2399999,280,1019657,50983,0,470,0,0,2950,14000,14000,3000,0,0,0
94,47,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,2,200,112202001|112801001,905997312,3307731081,80091819,85812665,186291,3527058,2308596,2308596,4499999,525,1911857,95594,0,470,0,0,3000,16800,16800,3000,0,0,0
95,48,1,Chaos Scorpion King,5:3000104:1|5:3000105:2|1:2:100,NPC15.png,NPC15,9,22,6,5,3,200,112002001|112201001,905997312,1869970638,44851419,48055092,103329,1909314,1243564,1243564,2399999,284,1080836,54042,0,480,0,0,3050,14500,14500,3000,0,0,0
96,48,2,Chaos Scorpion King,5:3000127:1|5:3000140:10|5:3000107:1,NPC15.png,NPC15,9,22,7,5,3,200,112002001|112201001,905997312,3506194946,84096411,90103298,193742,3579965,2331683,2331683,4499999,533,2026568,101328,0,480,0,0,3100,17400,17400,3000,0,0,0
97,49,1,Chaos Ice Dragon,5:3000104:1|5:3000105:2|1:2:100,NPC55.png,NPC55,3,22,6,5,1,200,112801001|110201001,905997312,1982168876,47093990,50457846,107462,1937954,1255999,1255999,2399999,288,1145686,57284,0,490,0,0,3150,15000,15000,3000,0,0,0
98,49,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,1,200,112801001|110201001,905997312,3716566643,88301231,94608462,201492,3633663,2354999,2354999,4499999,540,2148162,107408,0,490,0,0,3200,18000,18000,3000,0,0,0
