dungeon_id,name,map_id,group_id,dungeon_type,charpter,memory_product,unlock_memory_level,state_dialog,unlock_condition,start_dialog,end_dialog,unlock_hero,reward_first,reward,normal_monster_npc_id_list,max_round,fight_value,desc
1020, 6-3,1,6,2,2,29,1,0,,0,0,,5:3000150:3900,5:3000150:390,101014|101014|101015|101015,30,5959622,
1021, 6-4,1,6,2,2,30,1,0,,0,0,,5:3000150:4000,5:3000150:400,101015|101014|101015|101016,30,6184514,
1022, 6,1,6,1,2,31,1,0,,30120201,30120206,4,5:3000150:4100,5:3000150:410,201006,30,8346429,
1023, 7-1,1,7,2,2,32,1,0,,0,0,,5:3000150:4200,5:3000150:420,101016|101017|101018|101017,30,7196525,
1024, 7-2,1,7,2,2,33,1,0,,0,0,,5:3000150:4300,5:3000150:430,101017|101018|101017|101018|101019,30,9445439,
1025, 7-3,1,7,2,2,34,1,0,,0,0,,5:3000150:4400,5:3000150:440,101018|101019|101018|101019|101020,30,10007669,
1026, 7-4,1,7,2,2,35,1,0,,0,0,,5:3000150:4500,5:3000150:450,101019|101018|101019|101020|101020,30,10232561,
1027, 7,1,7,1,2,36,1,0,,0,0,,5:3000150:4600,5:3000150:460,201007,30,10460571,
1028, 8-1,1,8,2,2,37,1,0,,0,0,,5:3000150:4700,5:3000150:470,101021|101022|101021|101022|101023,30,14617943,
1029, 8-2,1,8,2,2,38,1,0,,0,0,,5:3000150:4800,5:3000150:480,101022|101021|101022|101023|101023,30,14899057,
1030, 8-3,1,8,2,2,39,1,0,,0,0,,5:3000150:4900,5:3000150:490,101022|101023|101022|101023|101024,30,15320728,
1031, 8-4,1,8,2,2,40,1,0,,0,0,,5:3000150:5000,5:3000150:500,101022|101023|101024|101023|101024,30,15601842,
1032, 8,1,8,1,2,41,1,0,,30120301,30120308,5,5:3000150:5000,5:3000150:500,201008,30,15420000,
1033, 9,1,9,1,3,42,1,0,,30130101,30130105,,5:3000150:5000,5:3000150:500,201009,30,17622857,
1034, 10-1,1,10,2,3,43,1,0,,0,0,,5:3000150:5000,5:3000150:500,101025|101026|101025|101026|101027,30,17429086,
1035, 10-2,1,10,2,3,44,1,0,,0,0,,5:3000150:5000,5:3000150:500,101026|101025|101026|101027|101028|101027,30,21575522,
1036, 10-3,1,10,2,3,45,1,0,,0,0,,5:3000150:5000,5:3000150:500,101026|101027|101026|101028|101027|101028,30,22067472,
1037, 10-4,1,10,2,3,46,1,0,,0,0,,5:3000150:5000,5:3000150:500,101027|101027|101027|101028|101028|101028,30,22559421,
1038, 10,1,10,1,3,47,1,0,,30130201,30130206,,5:3000150:5000,5:3000150:500,201010,30,18254571,
1039, 11-1,1,11,2,3,48,1,0,,0,0,,5:3000150:5000,5:3000150:500,101029|101029|101029|101030|101030|101030,30,25721955,
1040, 11-2,1,11,2,3,49,1,0,,0,0,,5:3000150:5000,5:3000150:500,101029|101030|101029|101031|101030|101031,30,26143628,
1041, 11-3,1,11,2,3,50,1,0,,0,0,,5:3000150:5000,5:3000150:500,101030|101029|101030|101031|101030|101031,30,26284185,
1042, 11-4,1,11,2,3,51,1,0,,0,0,,5:3000150:5000,5:3000150:500,101030|101030|101030|101031|101031|101031,30,26565300,
1043, 11,1,11,1,3,52,1,0,,0,0,,5:3000150:5000,5:3000150:500,201011,30,23292857,
1044, 12-1,1,12,2,3,53,1,0,,0,0,,5:3000150:5000,5:3000150:500,101032|101032|101032|101033|101033|101033,30,28251987,
1045, 12-2,1,12,2,3,54,1,0,,0,0,,5:3000150:5000,5:3000150:500,101032|101033|101032|101034|101033|101034,30,28673658,
1046, 12-3,1,12,2,3,55,1,0,,0,0,,5:3000150:5000,5:3000150:500,101033|101032|101033|101034|101033|101034,30,28814215,
1047, 12-4,1,12,2,3,56,1,0,,0,0,,5:3000150:5000,5:3000150:500,101033|101033|101033|101034|101034|101034,30,29095329,
1048, 12,1,12,1,3,57,1,30130319,,30130301,30130308,,5:3000150:5000,5:3000150:500,201012,30,26136786,
1049, EX,1,12,3,3,0,1,0,1048,30140101,30140111,,5:3000150:5000,5:3000150:500,201013,30,27241071,
2001, 1,2,1,1,1,10,1,0,,30210101,30210110,7,5:3000154:1000,5:3000154:100,202001,30,543714,
2002, 2-1,2,2,2,1,11,1,0,,0,0,,5:3000154:1100,5:3000154:110,102001|102002,30,885510,
2003, 2-2,2,2,2,1,12,1,0,,0,0,,5:3000154:1200,5:3000154:120,102002|102003,30,969845,
2004, 2-3,2,2,2,1,13,1,0,,0,0,,5:3000154:1300,5:3000154:130,102003|102002|102003,30,1475851,
2005, 2-4,2,2,2,1,14,1,0,,0,0,,5:3000154:1400,5:3000154:140,102003|102004|102004,30,1686686,
2006, 2,2,2,1,1,15,1,0,,30210201,30210208,8,5:3000154:1500,5:3000154:150,202002,30,1216429,
2007, 3-1,2,3,2,1,16,1,0,,0,0,,5:3000154:1700,5:3000154:170,102005|102006|102005,30,1939688,
2008, 3-2,2,3,2,1,17,1,0,,0,0,,5:3000154:1800,5:3000154:180,102005|102006|102007,30,2024022,
2009, 3-3,2,3,2,1,18,1,0,,0,0,,5:3000154:2000,5:3000154:200,102006|102007|102006,30,2066189,
2010, 3-4,2,3,2,1,19,1,0,,0,0,,5:3000154:2200,5:3000154:220,102006|102007|102008,30,2150524,
2011, 3,2,3,1,1,20,1,0,,0,0,,5:3000154:2400,5:3000154:240,202003,30,2822143,
2012, 4-1,2,4,2,1,21,1,0,,0,0,,5:3000154:2600,5:3000154:260,102009|102010|102009,30,3429594,
2013, 4-2,2,4,2,1,22,1,0,,0,0,,5:3000154:2800,5:3000154:280,102009|102010|102011|102010,30,4722720,
2014, 4-3,2,4,2,1,23,1,0,,0,0,,5:3000154:3000,5:3000154:300,102010|102011|102011|102012,30,4947612,
2015, 4-4,2,4,2,1,24,1,0,,0,0,,5:3000154:3200,5:3000154:320,102011|102011|102012|102012,30,5060058,
2016, 4,2,4,1,1,25,1,0,,30210301,30210306,,5:3000154:3500,5:3000154:350,202004,30,4956429,
2017, 5,2,5,1,2,26,1,0,,30220101,30220109,9,5:3000154:3600,5:3000154:360,202005,30,6608571,
2018, 6-1,2,6,2,2,27,1,0,,0,0,,5:3000154:3700,5:3000154:370,102013|102014|102013|102015,30,5790953,
2019, 6-2,2,6,2,2,28,1,0,,0,0,,5:3000154:3800,5:3000154:380,102014|102013|102014|102015,30,5847176,
2020, 6-3,2,6,2,2,29,1,0,,0,0,,5:3000154:3900,5:3000154:390,102014|102014|102015|102015,30,5959622,
2021, 6-4,2,6,2,2,30,1,0,,0,0,,5:3000154:4000,5:3000154:400,102015|102014|102015|102016,30,6184514,
2022, 6,2,6,1,2,31,1,0,,30220201,30220206,10,5:3000154:4100,5:3000154:410,202006,30,8346429,
2023, 7-1,2,7,2,2,32,1,0,,0,0,,5:3000154:4200,5:3000154:420,102016|102017|102018|102017,30,7196525,
2024, 7-2,2,7,2,2,33,1,0,,0,0,,5:3000154:4300,5:3000154:430,102017|102018|102017|102018|102019,30,9445439,
2025, 7-3,2,7,2,2,34,1,0,,0,0,,5:3000154:4400,5:3000154:440,102018|102019|102018|102019|102020,30,10007669,
2026, 7-4,2,7,2,2,35,1,0,,0,0,,5:3000154:4500,5:3000154:450,102019|102018|102019|102020|102020,30,10232561,
2027, 7,2,7,1,2,36,1,0,,0,0,,5:3000154:4600,5:3000154:460,202007,30,10460571,
2028, 8-1,2,8,2,2,37,1,0,,0,0,,5:3000154:4700,5:3000154:470,102021|102022|102021|102022|102023,30,14617943,
2029, 8-2,2,8,2,2,38,1,0,,0,0,,5:3000154:4800,5:3000154:480,102022|102021|102022|102023|102023,30,14899057,
2030, 8-3,2,8,2,2,39,1,0,,0,0,,5:3000154:4900,5:3000154:490,102022|102023|102022|102023|102024,30,15320728,
2031, 8-4,2,8,2,2,40,1,0,,0,0,,5:3000154:5000,5:3000154:500,102022|102023|102024|102023|102024,30,15601842,
2032, 8,2,8,1,2,41,1,0,,30220301,30220307,11,5:3000154:5000,5:3000154:500,202008,30,15420000,
2033, 9,2,9,1,3,42,1,0,,30230101,30230107,,5:3000154:5000,5:3000154:500,202009,30,17622857,
2034, 10-1,2,10,2,3,43,1,0,,0,0,,5:3000154:5000,5:3000154:500,102025|102026|102025|102026|102027,30,17429086,
2035, 10-2,2,10,2,3,44,1,0,,0,0,,5:3000154:5000,5:3000154:500,102026|102025|102026|102027|102028|102027,30,21575522,
2036, 10-3,2,10,2,3,45,1,0,,0,0,,5:3000154:5000,5:3000154:500,102026|102027|102026|102028|102027|102028,30,22067472,
2037, 10-4,2,10,2,3,46,1,0,,0,0,,5:3000154:5000,5:3000154:500,102027|102027|102027|102028|102028|102028,30,22559421,
2038, 10,2,10,1,3,47,1,0,,30230201,30230211,,5:3000154:5000,5:3000154:500,202010,30,18254571,
2039, 11-1,2,11,2,3,48,1,0,,0,0,,5:3000154:5000,5:3000154:500,102029|102029|102029|102030|102030|102030,30,25721955,
2040, 11-2,2,11,2,3,49,1,0,,0,0,,5:3000154:5000,5:3000154:500,102029|102030|102029|102031|102030|102031,30,26143628,
2041, 11-3,2,11,2,3,50,1,0,,0,0,,5:3000154:5000,5:3000154:500,102030|102029|102030|102031|102030|102031,30,26284185,
2042, 11-4,2,11,2,3,51,1,0,,0,0,,5:3000154:5000,5:3000154:500,102030|102030|102030|102031|102031|102031,30,26565300,
2043, 11,2,11,1,3,52,1,0,,0,0,,5:3000154:5000,5:3000154:500,202011,30,23292857,
2044, 12-1,2,12,2,3,53,1,0,,0,0,,5:3000154:5000,5:3000154:500,102032|102032|102032|102033|102033|102033,30,28251987,
2045, 12-2,2,12,2,3,54,1,0,,0,0,,5:3000154:5000,5:3000154:500,102032|102033|102032|102034|102033|102034,30,28673658,
2046, 12-3,2,12,2,3,55,1,0,,0,0,,5:3000154:5000,5:3000154:500,102033|102032|102033|102034|102033|102034,30,28814215,
2047, 12-4,2,12,2,3,56,1,0,,0,0,,5:3000154:5000,5:3000154:500,102033|102033|102033|102034|102034|102034,30,29095329,
2048, 12,2,12,1,3,57,1,30230319,,30230301,30230310,,5:3000154:5000,5:3000154:500,202012,30,26136786,
2049, EX,2,12,3,3,0,1,0,2048,30240101,30240109,,5:3000154:5000,5:3000154:500,202013,30,27241071,
3001, 1,3,1,1,1,10,1,0,,30310101,30310111,13,5:3000158:1000,5:3000158:100,203001,30,543714,
3002, 2-1,3,2,2,1,11,1,0,,0,0,,5:3000158:1100,5:3000158:110,103001|103002,30,885510,
3003, 2-2,3,2,2,1,12,1,0,,0,0,,5:3000158:1200,5:3000158:120,103002|103003,30,969845,
3004, 2-3,3,2,2,1,13,1,0,,0,0,,5:3000158:1300,5:3000158:130,103003|103002|103003,30,1475851,
3005, 2-4,3,2,2,1,14,1,0,,0,0,,5:3000158:1400,5:3000158:140,103003|103004|103004,30,1686686,
3006, 2,3,2,1,1,15,1,0,,30310201,30310211,,5:3000158:1500,5:3000158:150,203002,30,1216429,
3007, 3-1,3,3,2,1,16,1,0,,0,0,,5:3000158:1700,5:3000158:170,103005|103006|103005,30,1939688,
3008, 3-2,3,3,2,1,17,1,0,,0,0,,5:3000158:1800,5:3000158:180,103005|103006|103007,30,2024022,
3009, 3-3,3,3,2,1,18,1,0,,0,0,,5:3000158:2000,5:3000158:200,103006|103007|103006,30,2066189,
3010, 3-4,3,3,2,1,19,1,0,,0,0,,5:3000158:2200,5:3000158:220,103006|103007|103008,30,2150524,
3011, 3,3,3,1,1,20,1,0,,0,0,,5:3000158:2400,5:3000158:240,203003,30,2822143,
3012, 4-1,3,4,2,1,21,1,0,,0,0,,5:3000158:2600,5:3000158:260,103009|103010|103009,30,3429594,
3013, 4-2,3,4,2,1,22,1,0,,0,0,,5:3000158:2800,5:3000158:280,103010|103011|103010,30,4722720,
3014, 4-3,3,4,2,1,23,1,0,,0,0,,5:3000158:3000,5:3000158:300,103011|103011|103012,30,4947612,
3015, 4-4,3,4,2,1,24,1,0,,0,0,,5:3000158:3200,5:3000158:320,103011|103012|103012,30,5060058,
3016, 4,3,4,1,1,25,1,0,,30310301,30310306,14,5:3000158:3500,5:3000158:350,203004,30,4956429,
3017, 5,3,5,1,2,26,1,0,,30320101,30320106,15,5:3000158:3600,5:3000158:360,203005,30,6608571,
3018, 6-1,3,6,2,2,27,1,0,,0,0,,5:3000158:3700,5:3000158:370,103013|103014|103013|103015,30,5790953,
3019, 6-2,3,6,2,2,28,1,0,,0,0,,5:3000158:3800,5:3000158:380,103014|103013|103014|103015,30,5847176,
3020, 6-3,3,6,2,2,29,1,0,,0,0,,5:3000158:3900,5:3000158:390,103014|103014|103015|103015,30,5959622,
3021, 6-4,3,6,2,2,30,1,0,,0,0,,5:3000158:4000,5:3000158:400,103015|103014|103015|103016,30,6184514,
3022, 6,3,6,1,2,31,1,0,,30320201,30320210,16,5:3000158:4100,5:3000158:410,203006,30,8346429,
3023, 7-1,3,7,2,2,32,1,0,,0,0,,5:3000158:4200,5:3000158:420,103016|103017|103018|103017,30,7196525,
3024, 7-2,3,7,2,2,33,1,0,,0,0,,5:3000158:4300,5:3000158:430,103017|103018|103017|103018|103019,30,9445439,
3025, 7-3,3,7,2,2,34,1,0,,0,0,,5:3000158:4400,5:3000158:440,103018|103019|103018|103019|103020,30,10007669,
3026, 7-4,3,7,2,2,35,1,0,,0,0,,5:3000158:4500,5:3000158:450,103019|103018|103019|103020|103020,30,10232561,
3027, 7,3,7,1,2,36,1,0,,0,0,,5:3000158:4600,5:3000158:460,203007,30,10460571,
3028, 8-1,3,8,2,2,37,1,0,,0,0,,5:3000158:4700,5:3000158:470,103021|103022|103021|103022|103023,30,14617943,
3029, 8-2,3,8,2,2,38,1,0,,0,0,,5:3000158:4800,5:3000158:480,103022|103021|103022|103023|103023,30,14899057,
3030, 8-3,3,8,2,2,39,1,0,,0,0,,5:3000158:4900,5:3000158:490,103022|103023|103022|103023|103024,30,15320728,
3031, 8-4,3,8,2,2,40,1,0,,0,0,,5:3000158:5000,5:3000158:500,103022|103023|103024|103023|103024,30,15601842,
3032, 8,3,8,1,2,41,1,0,,30320301,30320306,17,5:3000158:5000,5:3000158:500,203008,30,15420000,
3033, 9,3,9,1,3,42,1,0,,30330101,30330106,,5:3000158:5000,5:3000158:500,203009,30,17622857,
3034, 10-1,3,10,2,3,43,1,0,,0,0,,5:3000158:5000,5:3000158:500,103025|103026|103025|103026|103027,30,17429086,
3035, 10-2,3,10,2,3,44,1,0,,0,0,,5:3000158:5000,5:3000158:500,103026|103025|103026|103027|103028|103027,30,21575522,
3036, 10-3,3,10,2,3,45,1,0,,0,0,,5:3000158:5000,5:3000158:500,103026|103027|103026|103028|103027|103028,30,22067472,
3037, 10-4,3,10,2,3,46,1,0,,0,0,,5:3000158:5000,5:3000158:500,103027|103027|103027|103028|103028|103028,30,22559421,
3038, 10,3,10,1,3,47,1,0,,30330201,30330208,,5:3000158:5000,5:3000158:500,203010,30,18254571,
3039, 11-1,3,11,2,3,48,1,0,,0,0,,5:3000158:5000,5:3000158:500,103029|103029|103029|103030|103030|103030,30,25721955,
3040, 11-2,3,11,2,3,49,1,0,,0,0,,5:3000158:5000,5:3000158:500,103029|103030|103029|103031|103030|103031,30,26143628,
3041, 11-3,3,11,2,3,50,1,0,,0,0,,5:3000158:5000,5:3000158:500,103030|103029|103030|103031|103030|103031,30,26284185,
3042, 11-4,3,11,2,3,51,1,0,,0,0,,5:3000158:5000,5:3000158:500,103030|103030|103030|103031|103031|103031,30,26565300,
3043, 11,3,11,1,3,52,1,0,,0,0,,5:3000158:5000,5:3000158:500,203011,30,23292857,
3044, 12-1,3,12,2,3,53,1,0,,0,0,,5:3000158:5000,5:3000158:500,103032|103032|103032|103033|103033|103033,30,28251987,
3045, 12-2,3,12,2,3,54,1,0,,0,0,,5:3000158:5000,5:3000158:500,103032|103033|103032|103034|103033|103034,30,28673658,
3046, 12-3,3,12,2,3,55,1,0,,0,0,,5:3000158:5000,5:3000158:500,103033|103032|103033|103034|103033|103034,30,28814215,
3047, 12-4,3,12,2,3,56,1,0,,0,0,,5:3000158:5000,5:3000158:500,103033|103033|103033|103034|103034|103034,30,29095329,
3048, 12,3,12,1,3,57,1,30330314,,30330301,30330311,,5:3000158:5000,5:3000158:500,203012,30,26136786,
3049, EX,3,12,3,3,0,1,0,3048,30340101,30340111,,5:3000158:5000,5:3000158:500,203013,30,27241071,
4001, 1,4,1,1,1,10,1,0,,30410101,30410106,19,5:3000162:1000,5:3000162:100,204001,30,543714,
4002, 2-1,4,2,2,1,11,1,0,,0,0,,5:3000162:1100,5:3000162:110,104001|104002,30,885510,
4003, 2-2,4,2,2,1,12,1,0,,0,0,,5:3000162:1200,5:3000162:120,104002|104003,30,969845,
4004, 2-3,4,2,2,1,13,1,0,,0,0,,5:3000162:1300,5:3000162:130,104003|104002|104003,30,1475851,
4005, 2-4,4,2,2,1,14,1,0,,0,0,,5:3000162:1400,5:3000162:140,104003|104004|104004,30,1686686,
4006, 2,4,2,1,1,15,1,0,,30410201,30410209,20,5:3000162:1500,5:3000162:150,204002,30,1216429,
4007, 3-1,4,3,2,1,16,1,0,,0,0,,5:3000162:1700,5:3000162:170,104005|104006|104005,30,1939688,
4008, 3-2,4,3,2,1,17,1,0,,0,0,,5:3000162:1800,5:3000162:180,104005|104006|104007,30,2024022,
4009, 3-3,4,3,2,1,18,1,0,,0,0,,5:3000162:2000,5:3000162:200,104006|104007|104006,30,2066189,
4010, 3-4,4,3,2,1,19,1,0,,0,0,,5:3000162:2200,5:3000162:220,104006|104007|104008,30,2150524,
4011, 3,4,3,1,1,20,1,0,,0,0,,5:3000162:2400,5:3000162:240,204003,30,2822143,
4012, 4-1,4,4,2,1,21,1,0,,0,0,,5:3000162:2600,5:3000162:260,104009|104010|104009,30,3429594,
4013, 4-2,4,4,2,1,22,1,0,,0,0,,5:3000162:2800,5:3000162:280,104010|104011|104010,30,4722720,
4014, 4-3,4,4,2,1,23,1,0,,0,0,,5:3000162:3000,5:3000162:300,104011|104011|104012,30,4947612,
4015, 4-4,4,4,2,1,24,1,0,,0,0,,5:3000162:3200,5:3000162:320,104011|104012|104012,30,5060058,
4016, 4,4,4,1,1,25,1,0,,30410301,30410306,,5:3000162:3500,5:3000162:350,204004,30,4956429,
4017, 5,4,5,1,2,26,1,0,,30420101,30420111,21,5:3000162:3600,5:3000162:360,204005,30,6608571,
4018, 6-1,4,6,2,2,27,1,0,,0,0,,5:3000162:3700,5:3000162:370,104013|104014|104013|104015,30,5790953,
4019, 6-2,4,6,2,2,28,1,0,,0,0,,5:3000162:3800,5:3000162:380,104014|104013|104014|104015,30,5847176,
4020, 6-3,4,6,2,2,29,1,0,,0,0,,5:3000162:3900,5:3000162:390,104014|104014|104015|104015,30,5959622,
4021, 6-4,4,6,2,2,30,1,0,,0,0,,5:3000162:4000,5:3000162:400,104015|104014|104015|104016,30,6184514,
4022, 6,4,6,1,2,31,1,0,,30420201,30420207,22,5:3000162:4100,5:3000162:410,204006,30,8346429,
4023, 7-1,4,7,2,2,32,1,0,,0,0,,5:3000162:4200,5:3000162:420,104016|104017|104018|104017,30,7196525,
4024, 7-2,4,7,2,2,33,1,0,,0,0,,5:3000162:4300,5:3000162:430,104017|104018|104017|104018|104019,30,9445439,
4025, 7-3,4,7,2,2,34,1,0,,0,0,,5:3000162:4400,5:3000162:440,104018|104019|104018|104019|104020,30,10007669,
4026, 7-4,4,7,2,2,35,1,0,,0,0,,5:3000162:4500,5:3000162:450,104019|104018|104019|104020|104020,30,10232561,
4027, 7,4,7,1,2,36,1,0,,0,0,,5:3000162:4600,5:3000162:460,204007,30,10460571,
4028, 8-1,4,8,2,2,37,1,0,,0,0,,5:3000162:4700,5:3000162:470,104021|104022|104021|104022|104023,30,14617943,
4029, 8-2,4,8,2,2,38,1,0,,0,0,,5:3000162:4800,5:3000162:480,104022|104021|104022|104023|104023,30,14899057,
4030, 8-3,4,8,2,2,39,1,0,,0,0,,5:3000162:4900,5:3000162:490,104022|104023|104022|104023|104024,30,15320728,
4031, 8-4,4,8,2,2,40,1,0,,0,0,,5:3000162:5000,5:3000162:500,104022|104023|104024|104023|104024,30,15601842,
4032, 8,4,8,1,2,41,1,0,,30420301,30420307,23,5:3000162:5000,5:3000162:500,204008,30,15420000,
4033, 9,4,9,1,3,42,1,0,,30430101,30430108,,5:3000162:5000,5:3000162:500,204009,30,17622857,
4034, 10-1,4,10,2,3,43,1,0,,0,0,,5:3000162:5000,5:3000162:500,104025|104026|104025|104026|104027,30,17429086,
4035, 10-2,4,10,2,3,44,1,0,,0,0,,5:3000162:5000,5:3000162:500,104026|104025|104026|104027|104028|104027,30,21575522,
4036, 10-3,4,10,2,3,45,1,0,,0,0,,5:3000162:5000,5:3000162:500,104026|104027|104026|104028|104027|104028,30,22067472,
4037, 10-4,4,10,2,3,46,1,0,,0,0,,5:3000162:5000,5:3000162:500,104027|104027|104027|104028|104028|104028,30,22559421,
4038, 10,4,10,1,3,47,1,0,,30430201,30430209,,5:3000162:5000,5:3000162:500,204010,30,18254571,
4039, 11-1,4,11,2,3,48,1,0,,0,0,,5:3000162:5000,5:3000162:500,104029|104029|104029|104030|104030|104030,30,25721955,
4040, 11-2,4,11,2,3,49,1,0,,0,0,,5:3000162:5000,5:3000162:500,104029|104030|104029|104031|104030|104031,30,26143628,
4041, 11-3,4,11,2,3,50,1,0,,0,0,,5:3000162:5000,5:3000162:500,104030|104029|104030|104031|104030|104031,30,26284185,
4042, 11-4,4,11,2,3,51,1,0,,0,0,,5:3000162:5000,5:3000162:500,104030|104030|104030|104031|104031|104031,30,26565300,
4043, 11,4,11,1,3,52,1,0,,0,0,,5:3000162:5000,5:3000162:500,204011,30,23292857,
4044, 12-1,4,12,2,3,53,1,0,,0,0,,5:3000162:5000,5:3000162:500,104032|104032|104032|104033|104033|104033,30,28251987,
4045, 12-2,4,12,2,3,54,1,0,,0,0,,5:3000162:5000,5:3000162:500,104032|104033|104032|104034|104033|104034,30,28673658,
4046, 12-3,4,12,2,3,55,1,0,,0,0,,5:3000162:5000,5:3000162:500,104033|104032|104033|104034|104033|104034,30,28814215,
4047, 12-4,4,12,2,3,56,1,0,,0,0,,5:3000162:5000,5:3000162:500,104033|104033|104033|104034|104034|104034,30,29095329,
4048, 12,4,12,1,3,57,1,30430314,,30430301,30430309,,5:3000162:5000,5:3000162:500,204012,30,26136786,
4049, EX,4,12,3,3,0,1,0,4048,30440101,30440105,,5:3000162:5000,5:3000162:500,204013,30,27241071,
5001, 1,5,1,1,1,10,1,0,,30510101,30510112,25,5:3000173:1000,5:3000173:100,205001,30,543714,
5002, 2-1,5,2,2,1,11,1,0,,0,0,,5:3000173:1100,5:3000173:110,105001|105002,30,885510,
5003, 2-2,5,2,2,1,12,1,0,,0,0,,5:3000173:1200,5:3000173:120,105002|105003,30,969845,
5004, 2-3,5,2,2,1,13,1,0,,0,0,,5:3000173:1300,5:3000173:130,105003|105002|105003,30,1475851,
5005, 2-4,5,2,2,1,14,1,0,,0,0,,5:3000173:1400,5:3000173:140,105003|105004|105004,30,1686686,
5006, 2,5,2,1,1,15,1,0,,30510201,30510216,26,5:3000173:1500,5:3000173:150,205002,30,1216429,
5007, 3-1,5,3,2,1,16,1,0,,0,0,,5:3000173:1700,5:3000173:170,105005|105006|105005,30,1939688,
5008, 3-2,5,3,2,1,17,1,0,,0,0,,5:3000173:1800,5:3000173:180,105005|105006|105007,30,2024022,
5009, 3-3,5,3,2,1,18,1,0,,0,0,,5:3000173:2000,5:3000173:200,105006|105007|105006,30,2066189,
5010, 3-4,5,3,2,1,19,1,0,,0,0,,5:3000173:2200,5:3000173:220,105006|105007|105008,30,2150524,
5011, 3,5,3,1,1,20,1,0,,0,0,,5:3000173:2400,5:3000173:240,205003,30,2822143,
5012, 4-1,5,4,2,1,21,1,0,,0,0,,5:3000173:2600,5:3000173:260,105009|105010|105009,30,3429594,
5013, 4-2,5,4,2,1,22,1,0,,0,0,,5:3000173:2800,5:3000173:280,105010|105011|105010,30,4722720,
5014, 4-3,5,4,2,1,23,1,0,,0,0,,5:3000173:3000,5:3000173:300,105011|105011|105012,30,4947612,
5015, 4-4,5,4,2,1,24,1,0,,0,0,,5:3000173:3200,5:3000173:320,105011|105012|105012,30,5060058,
5016, 4,5,4,1,1,25,1,0,,30510301,30510309,,5:3000173:3500,5:3000173:350,205004,30,4956429,
5017, 5,5,5,1,2,26,1,0,,30520101,30520109,27,5:3000173:3600,5:3000173:360,205005,30,6608571,
5018, 6-1,5,6,2,2,27,1,0,,0,0,,5:3000173:3700,5:3000173:370,105013|105014|105013|105015,30,5790953,
5019, 6-2,5,6,2,2,28,1,0,,0,0,,5:3000173:3800,5:3000173:380,105014|105013|105014|105015,30,5847176,
5020, 6-3,5,6,2,2,29,1,0,,0,0,,5:3000173:3900,5:3000173:390,105014|105014|105015|105015,30,5959622,
5021, 6-4,5,6,2,2,30,1,0,,0,0,,5:3000173:4000,5:3000173:400,105015|105014|105015|105016,30,6184514,
5022, 6,5,6,1,2,31,1,0,,30520201,30520210,28,5:3000173:4100,5:3000173:410,205006,30,8346429,
5023, 7-1,5,7,2,2,32,1,0,,0,0,,5:3000173:4200,5:3000173:420,105016|105017|105018|105017,30,7196525,
