cfg_id,cost_cfg_id,max_count,quality,restore,day_limit_count,limit_group,limit_level,name,icon,description
1000036,0,99,6,1000,0,0,0,QA专用宝石袋2,1000004.png,QA专用宝石袋2
1000037,0,99,6,1000,0,0,20,Celebration chest,1000037.png,Drop during the event in battle. Open it and you can get precious items randomly.
1000038,0,99,3,1000,0,0,30,Normal Gift Chest,1000038.png,Open to get a normal gift
1000039,0,99,4,1000,0,0,30,Intermediate Gift Chest,1000039.png,Open to get an intermediate gift
1000040,0,99,5,1000,0,0,30,Advanced Gift Chest,1000040.png,Open to get an advanced gift
1000041,0,99,6,1000,0,0,30,Deluxe Gift Chest,1000041.png,Open to get a deluxe gift
1000042,0,999,6,1000,0,0,20,Mid-Autumn gold chest,1000003.png,Holy moly! the treasure chest can no longer hide the shiny treasure in it
1000043,0,999,5,1000,0,0,20,Mid-Autumn silver chest,1000002.png,"Jade hare always hides this kind of chest in a secret corner, what's in it"
1000044,0,999,4,1000,0,0,20,Mid-Autumn bronze chest,1000001.png,"A simple Mid-Autumn Festival chest, but the light of the treasure contrasts with its appearance"
1000045,0,999,6,1000,0,0,20,Halloween gold chest,1000045.png,"Glittering treasure chest, what good things are hidden inside"
1000046,0,999,5,1000,0,0,20,Halloween silver chest,1000046.png,"Brand new silver chest, looks very valuable"
1000047,0,999,4,1000,0,0,20,Halloween bronze chest,1000047.png,"Dilapidated chest that has been in the dust for a long time, faintly revealing the light of treasures"
1000049,0,999,6,1000,0,0,20,Thanksgiving Gold Chest,1000049.png,"Glittering treasure chest, what good things are hidden inside"
1000050,0,999,5,1000,0,0,20,Thanksgiving Silver Chest,1000050.png,"Brand new silver chest, looks very valuable"
1000051,0,999,4,1000,0,0,20,Thanksgiving Bronze Chest,1000051.png,"Dilapidated chest that has been in the dust for a long time, faintly revealing the light of treasures"
1000052,0,999,4,1000,0,0,100,T1 Magic Stone Exchange Voucher,1000052.png,Open to get a random T1 Magic stone
1000053,0,999,5,1000,0,0,100,T2 Magic stone chest,1000053.png,Open to get a random T2 Magic stone
1000054,0,999,6,1000,0,0,100,T3 Magic stone chest,1000054.png,Open to get a random T3 Magic stone
1000055,0,999,6,1000,0,0,20,Christmas Gold Chest,1000055.png,"Glittering treasure chest, what good things are hidden inside"
1000056,0,999,5,1000,0,0,20,Christmas Silver Chest,1000056.png,"Brand new silver chest, looks very valuable"
1000057,0,999,4,1000,0,0,20,Christmas Bronze Chest,1000057.png,"Dilapidated chest that has been in the dust for a long time, faintly revealing the light of treasures"
1000058,0,999,6,1000,0,0,20,Supreme Chest,1000058.png,Let's figure out what priceless treasure is hidden in the rare supreme chest.
1000059,0,999,5,1000,0,0,20,Advanced Chest,1000059.png,The glittering advanced chest must be very valuable.
1000060,0,999,4,1000,0,0,20,Standard Chest,1000060.png,"It seems like an ordinary chest, but the treasure hidden in it is gleaming."
1000061,0,99,6,1000,0,0,0,QA专用宝石袋3,1000011.png,QA专用宝石袋3
1000062,0,99,6,1000,0,0,0,QA专用宝石袋4,1000011.png,QA专用宝石袋4
1000063,0,999,6,1000,0,0,100,T4 Magic Stone Chest,1000063.png,Open to get a random T4 Magic Stone
1000064,0,999,4,1000,0,0,20,Random Common Miracle Card Pieces,1000064.png,Open to get a random Common Miracle Card piece
1000065,0,999,5,1000,0,0,20,Random Rare Miracle Card Pieces,1000065.png,Open to get a random Rare Miracle Card piece
1000066,0,999,6,1000,0,0,20,Random Epic Miracle Card Pieces,1000066.png,Open to get a random Epic Miracle Card piece
1000067,0,999,4,1000,0,0,20,Common Miracle Card Chest,1000067.png,Open to get a random Common Miracle Card
1000068,0,999,5,1000,0,0,20,Rare Miracle Card Chest,1000068.png,Open to get a random Rare Miracle Card
1000069,0,999,6,1000,0,0,20,Epic Miracle Card Chest,1000069.png,Open to get a random Epic Miracle Card
1000070,0,999,6,1000,0,0,20,Random SSR+ Angel,3000178.png,1 Random SSR+ Angel
