cfg_id,max_count,quality,restore,day_limit_count,limit_group,limit_level,name,show_in_bag,icon,description,icon_kor
3000110,999999,4,1,0,0,60,Enamored candle,1,3000110.png,95% chance of increasing Eudemon experience by 500,
3000111,999999,5,1,0,0,60,Soul Whip,1,3000111.png,100% chance of increasing Eudemon experience by 1000,
3000112,999999,5,1,0,0,20,moon cake,,9000.png,"Exclusive redemption items for Full-Moon events, which can be obtained through events and daily idling",
3000113,999999,5,1,0,0,20,Energy Potion,1,3000113.png,Restores 50 points of energy,
3000114,999999,5,1,0,0,20,Sorting Magic Card,1,3000114.png,Slides to move blocks,
3000115,999999,5,1,0,0,20,Elimination Magic Card,1,3000115.png,Eliminates any block,
3000116,999999,5,1,0,0,20,pumpkin lantern,1,3000116.png,"The food for the Halloween carnival party, drop during Halloween event in battle. Can redeem items in event",
3000117,999999,5,1,0,0,20,Cup cake,1,3000117.png,"The food for the Halloween carnival party, drop during Halloween event in battle. Can redeem items in event",
3000118,999999,5,1,0,0,20,Lil ghost,1,3000118.png,"Exclusive lil ghost for Halloween events, which can be obtained through events and daily idling",
3000119,999999,5,1,0,0,20,Tableware,1,3000119.png,Use tableware to share food to get diamonds and points,
3000120,999999,5,1,0,0,20,Lucky Scroll,1,3000120.png,Use lucky scroll to open gift box and obtain rewards,
3000121,999999,5,1,0,0,20,Candy Cane,1,3000121.png,"Christmas Candy Cane, which can be obtained through events and daily idling, go and enjoy Christmas carnival.",
3000122,999999,5,1,0,0,110,Wish Stone,1,3000122.png,Use the item to pray in wish pool,
3000123,999999,5,1,0,0,20,Blessing Lantern,1,3000123.png,"Spring Festival blessing lantern, you can obtain it through the event, idle rewards and quick combat, go to enjoy your happy Spring Festival",
3000124,999,6,1,0,0,0,Cupid limited fashion credit,1,3000124.png,Can redeem Cupid Limited Fashion in Angel Fashion interface.,
3000125,999,6,1,0,0,0,Zhu Rong limited fashion credit,1,3000125.png,Can redeem Zhu Rong Limited Fashion in Angel Fashion interface.,
3000126,999999,5,1,0,0,20,Arrow,1,3000126.png,Used in Eudemons hunting event and attack monsters,
3000127,999999,6,1,0,0,60,Elemental Stone,1,3000127.png,"Used in Elder Scrolls and synthesize the Elementals Series, Ragnarok series, Firmament Series, and Sacred Beasts Series Eudemons.",
3000128,999999,5,1,0,0,20,Blessing Crystal,1,3000128.png,Use in wishing well event to redeem magic stone,
3000129,999999,5,1,0,0,110,Trial crystals,0,3000129.png,Items to unlock slots in Trial Palace,
3000130,0,5,1,0,0,100,Battlepass rank1 activity,0,3000130.png,to unlock Battlepass rewards,
3000131,0,5,1,0,0,100,Battlepass rank2 activity,0,3000131.png,to unlock Battlepass rewards,
3000132,0,5,1,0,0,100,Battlepass rank3 activity,0,3000132.png,to unlock Battlepass rewards,
3000133,0,5,1,0,0,100,Battlepass rank4 activity,0,3000133.png,to unlock Battlepass rewards,
3000134,0,5,1,0,0,100,Battlepass rank5 activity,0,3000134.png,to unlock Battlepass rewards,
3000135,0,5,1,0,0,100,Battlepass rank6 activity,0,3000135.png,to unlock Battlepass rewards,
3000136,0,5,1,0,0,100,Battlepass rank7 activity,0,3000136.png,to unlock Battlepass rewards,
3000137,0,5,1,0,0,100,Battlepass rank8 activity,0,3000137.png,to unlock Battlepass rewards,
3000138,0,5,1,0,0,100,Battlepass rank9 activity,0,3000138.png,to unlock Battlepass rewards,
3000139,999999,4,1,0,0,100,Resonance gem,1,3000139.png,Normal items in Fear Abyss can be used to advance  relic awakening,
3000140,999999,5,1,0,0,100,Resonance crystal,1,3000140.png,Rare resources in Fear Abyss can be used to upgrade levels of relic awakening,
3000141,999,4,1,0,0,20,Wind chime,1,3000141.png,Drop in the Wedding Ceremony event. It can be used to redeem items in the event interface.,
3000142,999,5,1,0,0,20,Bouquet,1,3000142.png,Drop in the Wedding Ceremony event. It can be used to redeem items in the event interface.,
3000143,999999,5,1,0,0,20,Candle,1,3000143.png,Light candles to get diamonds and cards,
3000144,999999,5,1,0,0,20,Card,1,3000144.png,Use cards to redeem your favorite rewards,
3000145,999999,5,1,0,0,0,Lucky Dice,1,3000145.png,It can be used to move forward and get rewards in the Lucky Board of the Daily Gift event.,
3000146,999999,5,1,0,0,20,Smelt Potion,1,3000146.png,The potion is exclusive to Smelt Master. Add to the Furnace to gain Resonance gem and Arcane Dust.,
3000147,999999,5,1,0,0,20,Arcane Dust,1,3000147.png,The dust produced after smelting. It can be used to redeem items in Smelt Master's store,
3000148,999999,6,1,0,0,0,Sacred Palace Angel Credit,1,3000148.png,Use it in the Fashion interface. You can unlock random Fashion of Angel you already vowed with and owned her Wedding Dress,
3000149,999999,5,1,0,0,20,River Lantern,1,3000149.png,"Exclusive redemption items for Full-Moon events, which can be obtained through events and daily idling",
3000150,99999999,6,1,0,0,60,Hera's Memoria Crystal,0,3000150.png,Used to upgrade the Level of the Memoria Orb in Hera's Dreamland,
3000151,999,4,1,0,0,20,Osmanthus,1,3000151.png,Drops in the Full-Moon event. It can be used to redeem items in the event interface.,
3000152,999,5,1,0,0,20,Sake,1,3000152.png,Drops in the Full-Moon event. It can be used to redeem items in the event interface.,
3000153,999,5,1,0,0,60,Heart of Seeking,0,3000153.png,Add 1 energy in the Gate of Seeking (immediately take effect after purchase),
3000154,99999999,6,1,0,0,60,Chaos' Memoria Crystal,0,3000154.png,Used to upgrade the level of the Memoria Orb in Chaos' Dreamland,
3000155,999,6,1,0,0,0,Hallo-Scream Emote,0,3000155.png,Unlock 8 emotes of  Hallo-Scream after redeem,
3000156,999999,5,1,0,0,20,Bat,1,3000156.png,Place it in the card to flip it in the Spooky Night event (Auto-recycled after the event ends),
3000157,999999,5,1,0,0,20,Pumpkin Head,1,3000157.png,Used to redeem Store items in the Spooky Night event (Auto-recycled after the event ends),
3000158,99999999,6,1,0,0,60,Cupid's Memoria Crystal,0,3000158.png,Used to upgrade the Level of the Memoria Orb in Cupid's Dreamland,
3000159,999999,4,1,0,0,20,Witcher Hat,1,3000159.png,Drops in the Spooky Night event. It can be used to redeem items in the event interface.,
3000160,999999,5,1,0,0,20,Ghost,1,3000160.png,Drops in the Spooky Night event. It can be used to redeem items in the event interface.,
3000161,0,6,1,0,0,0,Halloween Carnival,0,3000161.png,Unlock the background of Hallo-Scream,
3000162,99999999,6,1,0,0,60,Ra's Memoria Crystal,0,3000162.png,Use to upgrade the Level of the Memoria Orb in Ra's Dreamland,
3000163,99999999,4,1,0,0,0,Pumpkin Pie,1,3000163.png,Drops during the Thanksgiving event. It is used to cook the Thanksgiving Dinner. (Auto-recycled after the event ends),
3000164,99999999,5,1,0,0,0,Turkey,1,3000164.png,Drops during the Thanksgiving event. It is used to cook the Thanksgiving Dinner. (Auto-recycled after the event ends),
3000165,99999999,5,1,0,0,0,Thanksgiving Points,0,3000165.png,Used to redeem items in Thanksgiving Store,
3000166,999,6,1,0,0,0,2022 Thanksgiving Dinner Emote,0,3000166.png,Uses to unlock 4 special emote of 2022 Thanksgiving Dinner,
3000167,99999999,4,1,0,0,0,Pumpkin Pie,1,3000167.png,Drops during the Thanksgiving event. It is used to cook the Thanksgiving Dinner. (Auto-recycled after the event ends),
3000168,99999999,5,1,0,0,0,Turkey,0,3000168.png,Drops during the Thanksgiving event. It is used to cook the Thanksgiving Dinner. (Auto-recycled after the event ends),
3000169,99999999,5,1,0,0,0,Thanksgiving Points,1,3000169.png,Used to redeem items in Thanksgiving Store,
3000170,99999999,5,1,0,0,0,Christmas stocking,0,3000170.png,"Drops during the Christmas event. When opened, you will get random items and Christmas Snowflake.",
3000171,99999999,5,1,0,0,0,Christmas Snowflake,0,3000171.png,Drops in the Christmas events. Can be used to open the Christmas Chest.,
3000172,99999999,5,1,0,0,0,Christmas Coins,0,3000172.png,Can be used to purchase items in Christmas Store during the event.,
3000173,99999999,6,1,0,0,60,Icarus's Memoria Crystal,0,3000173.png,Used to upgrade the Level of the Memoria Orb in Icarus's Dreamland,
3000174,99999999,5,1,0,0,0,Christmas stocking,0,3000174.png,"Drops during the Christmas event. When opened, you will get random items and Christmas Snowflake.",
3000175,99999999,5,1,0,0,0,Christmas Snowflake,0,3000175.png,Drops in the Christmas events. Can be used to open the Christmas Chest.,
3000176,99999999,5,1,0,0,0,Christmas Coins,0,3000176.png,Can be used to purchase items in Christmas Store during the event.,
3000177,99999999,5,1,0,0,0,Joyous Christmas Emote,0,3000177.png,Use it to unlock 8 Joyous Christmas emotes (2022 Limited),
3000178,0,6,1,0,0,0,Random SSR+ Angel,0,3000178.png,1 Random SSR+ Angel,
3000179,999999999,4,1,0,0,100,Attire Patch,1,3000179.png,"Used to strengthen the attire, adding 30 EXP.",
3000180,999,4,1,0,0,0,Red Envelope,1,3000180.png,"During the Spring Festival event, the battlefield will drop off items and you can exchange items in the event fucntion.",
3000181,999,5,1,0,0,0,Gift Box,1,3000181.png,"During the Spring Festival event, the battlefield will drop off items and you can exchange items in the event fucntion.",
3000182,999999,5,1,0,0,0,Spring Sky Lantern,1,3000182.png,Drop from dungeons during the Spring Festival event. Can be used to redeem items in event interface.,
3000183,99999999,6,1,0,0,60,Himiko's Memoria Crystal,0,3000183.png,Used to upgrade the Level of the Memoria Orb in Himiko's Dreamland,
3000184,99999999,6,1,0,0,60,Heimdall's Memoria Crystal,0,3000184.png,Used to upgrade the Level of the Memoria Orb in Heimdall's Dreamland,
3000185,99999999,4,1,0,0,0,Wild Rose,1,3000185.png,Drops during the Valentine's Day event. You can use it to ask the angel out. (Auto-recycled after the event ends),
3000186,99999999,5,1,0,0,0,Wrapping Paper,1,3000186.png,Drops during the Valentine's Day event. You can use it to ask the angel out. (Auto-recycled after the event ends),
3000187,99999999,5,1,0,0,0,Sweet Point,0,3000187.png,Used to redeem items in the Love Store,
3000188,99999999,6,1,0,0,0,Starstone,0,3000188.png,Items required in Eudemons Awakening,
3000189,99999999,6,1,0,0,60,Storm Dragon’s Memoria Crystal,0,3000189.png,Used to upgrade the Level of the Memoria Orb in Storm Dragon's Dreamland,
3000190,99999999,6,1,0,0,60,Ember Dragon's Memoria Crystal,0,3000190.png,Used to upgrade the Level of the Memoria Orb in Ember Dragon's Dreamland,
3000191,99999999,5,1,0,0,60,Miracle Essence,0,3000191.png,Used to advance the star of the Miracle Card,
3000192,99999999,5,1,0,0,60,Miracle Points,0,3000192.png,Used to purchase items in the Miracle Shop,
3000193,0,3,1,0,0,60,Common Miracle Card,0,3000193.png,Random Common Miracle Card Pieces,
3000194,0,4,1,0,0,60,Rare Miracle Card,0,3000194.png,Random Rare Miracle Card Pieces,
3000195,0,5,1,0,0,60,Epic Miracle Card,0,3000195.png,Random Epic Miracle Card Pieces,
3000196,99999999,6,1,0,0,60,Frost Dragon's Memoria Crystal,0,3000196.png,Used to upgrade the Level of the Memoria Orb in Frost Dragon's Dreamland,
3000197,99999999,6,1,0,0,60,Horus's Memoria Crystal,0,3000197.png,Used to upgrade the level of the Memoria Orb in Horus's Dreamland,
3000198,99999999,5,1,0,0,0,Lovely Heart,0,3000198.png,Drops in the Easter event. It can be used to redeem items in the event interface.,
3000199,99999999,6,1,0,0,60,Sim Cheong's Memoria Crystal,0,3000199.png,Used to upgrade the level of the Memoria Orb in Sim Cheong's Dreamland,
3000200,99999999,6,1,0,0,60,Chang'e's Memoria Crystal,0,3000200.png,Used to upgrade the Level of the Memoria Orb in Chang'e's Dreamland,
3000201,0,3,1,0,0,60,Standard Food,0,3000201.png,Standard Food,
3000202,0,4,1,0,0,60,Moderate Food,0,3000202.png,Moderate Food,
3000203,0,5,1,0,0,60,Premium Food,0,3000203.png,Premium Food,
3000204,99999999,6,1,0,0,60,Gemini's Memoria Crystal,0,3000204.png,Used to upgrade the Level of the Memoria Orb in Gemini's Dreamland,
3000205,99999999,3,1,0,0,105,Standard Food,0,3000205.png,Used for Treasure Realm,
3000206,99999999,4,1,0,0,105,Moderate Food,0,3000206.png,Used for Treasure Realm. Has additional gain bonus.,
3000207,99999999,5,1,0,0,105,Premium Food,0,3000207.png,Used for Treasure Realm. Has an additional high-gain bonus.,
3000208,99999999,5,1,0,0,105,Pickaxe,0,3000208.png,A basic item that can break targeted rocks in the Desert Mystery.,
3000209,99999999,6,1,0,0,105,Bomb,0,3000209.png,An advanced item can clear the cross-shaped blocks around the target.,
3000210,99999999,5,1,0,0,105,Mystery Points,1,3000210.png,Used to redeem items in the Mystery Shop,
3000211,99999999,5,1,0,0,0,Random Dice,0,3000211.png,"Funland Parade event item, upon usage, allows you to randomly advance 1 to 6 spaces",
3000212,99999999,5,1,0,0,0,Universal Dice,0,3000212.png,"Funland Parade event item, upon usage, allows you to freely move forward anywhere between 1 to 6 spaces",
3000213,99999999,5,1,0,0,0,Funland Vouchers,0,3000213.png,Used to buy goods in the Funland Shop,
3000214,99999999,5,1,0,0,120,Stars Sand,0,3000214.png,Can be used to upgrade Angel’s Destiny Star,
3000215,99999999,6,1,0,0,0,Cake Giftbox,0,3000215.png,Drops during the 3rd Anniversary event. Can be opened in the Cake Giftbox,
3000216,99999999,5,1,0,0,0,Cake,0,3000216.png,Event items of the Sweet Surprise event. Collect and use them to unlock the Cake Chest.,
3000217,99999999,5,1,0,0,0,3rd Anniversary Coin,0,3000217.png,Event items. Collect them to exchange for prizes in the Sweet Surprise.,
3000218,99999999,5,1,0,0,0,Colliding Coin,0,3000218.png,"Warzone Coins are the exclusive currency for the Colliding Warzone, which can be used to exchange for rewards in the Warzone Shop",
3000219,99999999,5,1,0,0,0,Lollipop,1,3000219.png,A certain type of candy can be found in the Amazing Halloween. Drops from the dungeon idle rewards during the event; can be exchanged for items in the event interface,
3000220,99999999,4,1,0,0,0,Butterfly Candy,1,3000220.png,A certain type of candy can be found in the Amazing Halloween. Drops from the dungeon idle rewards during the event; can be exchanged for items in the event interface,
3000221,99999999,5,1,0,0,0,Pumpkin,1,3000221.png,"Halloween exclusive items, obtainable through events and idle rewards",
3000222,99999999,6,1,0,0,0,Ghost,1,3000118.png,"Exclusive for Halloween event, can be used for Lucky Halloween",
3000223,99999999,4,1,0,0,0,Premium Flour,1,3000223.png,"Special item for Thanksgiving event, can be used to make a feast in Thanksgiving Banquet event and get rewards. You can get it through events and idle rewards.",
3000224,99999999,4,1,0,0,0,Raw Pumpkin,1,3000224.png,"Special item for Thanksgiving event, can be used to make a feast in Thanksgiving Banquet event and get rewards. You can get it through events and idle rewards.",
3000225,99999999,5,1,0,0,0,Raw Meat,1,3000225.png,"Special item for Thanksgiving event, can be used to make a feast in Thanksgiving Banquet event and get rewards. You can get it through events and idle rewards.",
3000226,99999999,6,1,0,0,0,Turkey leg,1,3000226.png,"Special item for Thanksgiving event, can be used to make a feast in Thanksgiving Banquet event and get rewards. You can get it through events and idle rewards.",
3000227,99999999,5,1,0,0,0,Cider,1,3000227.png,Drop during Thanksgiving event in battle and can be used to redeem items during event period.,
3000228,99999999,4,1,0,0,0,Croissant,1,3000228.png,Drop during Thanksgiving event in battle and can be used to redeem items during event period.,
3000229,99999999,5,1,0,0,0,Cooking Points,0,3000229.png,Used to redeem items in Thanksgiving Store,
3000230,99999999,4,1,0,0,0,Christmas stocking,0,3000230.png,"Special item for Christmas event, can be used to get rewards in Christmas Carnival. You can get it through events and idle rewards.",
3000231,99999999,5,1,0,0,0,Candy Cane,0,3000231.png,"Special item for Christmas event, can be used in Christmas Carnival. Accumulate enough items to get Christmas Gift-opening chances.",
3000232,99999999,5,1,0,0,0,Christmas Tree,0,3000232.png,"Special item for Christmas event, can be used to get rewards in Christmas Store.",
3000233,99999999,5,1,0,0,0,Festival Crackers,0,3000233.png,"Event items for the New Year event, can be used during the event to earn diamonds and points.",
