npc_id,hero_cid,hero_level,hero_awake,name,avatar_path,spine_name,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
110009,2025,90,4,Nuwa,2025.png,LHFR,208050,27179,31950,10091,10541,16843,16843,11240,1749,9531,9531,0,0,180,90,500,700,700,450,0,0,150
120001,2014,100,4,Nike,2014.png,NK,196714,26612,30816,10091,10541,15709,15709,10200,1541,8397,8397,0,0,180,90,500,700,700,450,0,0,150
120002,2015,100,4,Idun,2015.png,YD,196649,26609,30810,10091,10541,15703,15703,10194,1540,8391,8391,0,0,180,90,500,700,700,450,0,0,150
120003,2019,100,4,Nemesis,2019.png,NMXS,196780,26616,30823,10091,10541,15716,15716,10206,1542,8404,8404,0,0,180,90,500,700,700,450,0,0,150
120004,2036,100,4,Phantasos,2036.png,FTSS,196911,26622,30836,10091,10541,15729,15729,10218,1544,8417,8417,0,0,180,90,500,700,700,450,0,0,150
120005,2013,100,4,Pandora,2013.png,PDL,205522,27053,31697,10091,10541,16590,16590,11008,1702,9278,9278,0,0,180,90,500,700,700,450,0,0,150
120006,2024,100,4,Lucifer,2024.png,LLS,207811,27167,31926,10091,10541,16819,16819,11218,1744,9507,9507,0,0,180,90,500,700,700,450,0,0,150
120007,2026,100,4,Fuxi,2026.png,FX,207429,27148,31888,10091,10541,16781,16781,11183,1737,9469,9469,0,0,180,90,500,700,700,450,0,0,150
120008,2028,100,4,Princess Bari,2028.png,BLGZ,207582,27156,31903,10091,10541,16796,16796,11197,1740,9484,9484,0,0,180,90,500,700,700,450,0,0,150
120009,2016,100,4,Valkyrie,2016.png,WEJL,221218,27838,33267,10091,10541,18159,18159,12448,1990,10848,10848,0,0,180,90,500,700,700,450,0,0,150
130001,2025,110,4,Nuwa,2025.png,LHFR,253973,36056,42057,12896,13346,19303,19303,14420,2200,11990,11990,0,0,180,90,500,700,700,450,0,0,150
130002,2014,110,4,Nike,2014.png,NK,227203,34718,39380,12896,13346,16626,16626,11964,1709,9313,9313,0,0,180,90,500,700,700,450,0,0,150
130003,2015,110,4,Idun,2015.png,YD,227137,34714,39373,12896,13346,16619,16619,11958,1708,9306,9306,0,0,180,90,500,700,700,450,0,0,150
130004,2019,110,4,Nemesis,2019.png,NMXS,227268,34721,39386,12896,13346,16632,16632,11970,1710,9320,9320,0,0,180,90,500,700,700,450,0,0,150
130005,2036,110,4,Phantasos,2036.png,FTSS,227399,34727,39399,12896,13346,16645,16645,11982,1712,9333,9333,0,0,180,90,500,700,700,450,0,0,150
130006,2013,110,4,Pandora,2013.png,PDL,237100,35212,40369,12896,13346,17615,17615,12872,1890,10303,10303,0,0,180,90,500,700,700,450,0,0,150
130007,2024,110,4,Lucifer,2024.png,LLS,239389,35327,40598,12896,13346,17844,17844,13082,1932,10532,10532,0,0,180,90,500,700,700,450,0,0,150
130008,2026,110,4,Fuxi,2026.png,FX,239008,35308,40560,12896,13346,17806,17806,13047,1925,10493,10493,0,0,180,90,500,700,700,450,0,0,150
130009,2028,110,4,Princess Bari,2028.png,BLGZ,239160,35315,40575,12896,13346,17822,17822,13061,1928,10509,10509,0,0,180,90,500,700,700,450,0,0,150
130010,2016,110,4,Valkyrie,2016.png,WEJL,253886,36052,42048,12896,13346,19294,19294,14412,2198,11981,11981,0,0,180,90,500,700,700,450,0,0,150
140001,2028,120,4,Princess Bari,2028.png,BLGZ,256636,37529,43645,13345,13795,19534,19534,15090,2242,12220,12220,0,0,180,90,500,700,700,450,0,0,150
140002,2038,120,4,Izu Dancer,2038.png,WN,256789,37537,43660,13345,13795,19549,19549,15104,2245,12235,12235,0,0,180,90,500,700,700,450,0,0,150
140003,2040,120,4,Zhu Rong,2040.png,HSZR,256484,37522,43629,13345,13795,19519,19519,15076,2239,12205,12205,0,0,180,90,500,700,700,450,0,0,150
140004,2025,120,4,Nuwa,2025.png,LHFR,273520,38373,45333,13345,13795,21222,21222,16639,2552,13908,13908,0,0,180,90,500,700,700,450,0,0,150
140005,2014,120,4,Nike,2014.png,NK,242608,36828,42242,13345,13795,18131,18131,13803,1985,10817,10817,0,0,180,90,500,700,700,450,0,0,150
140006,2015,120,4,Idun,2015.png,YD,242542,36825,42235,13345,13795,18125,18125,13797,1984,10811,10811,0,0,180,90,500,700,700,450,0,0,150
140007,2019,120,4,Nemesis,2019.png,NMXS,242673,36831,42248,13345,13795,18138,18138,13809,1986,10824,10824,0,0,180,90,500,700,700,450,0,0,150
140008,2036,120,4,Phantasos,2036.png,FTSS,242804,36838,42261,13345,13795,18151,18151,13821,1988,10837,10837,0,0,180,90,500,700,700,450,0,0,150
140009,2013,120,4,Pandora,2013.png,PDL,254576,37426,43439,13345,13795,19328,19328,14901,2204,12014,12014,0,0,180,90,500,700,700,450,0,0,150
140010,2024,120,4,Lucifer,2024.png,LLS,256865,37541,43668,13345,13795,19557,19557,15111,2246,12243,12243,0,0,180,90,500,700,700,450,0,0,150
140011,2026,120,4,Fuxi,2026.png,FX,256484,37522,43629,13345,13795,19519,19519,15076,2239,12205,12205,0,0,180,90,500,700,700,450,0,0,150
150001,2019,130,4,Nemesis,2019.png,NMXS,250521,37224,43033,13345,13795,18922,18922,14529,2130,11609,11609,0,0,180,90,500,700,700,450,0,0,150
150002,2036,130,4,Phantasos,2036.png,FTSS,250652,37230,43046,13345,13795,18935,18935,14541,2132,11622,11622,0,0,180,90,500,700,700,450,0,0,150
150003,2013,130,4,Pandora,2013.png,PDL,263732,37884,44354,13345,13795,20243,20243,15741,2372,12930,12930,0,0,180,90,500,700,700,450,0,0,150
150004,2024,130,4,Lucifer,2024.png,LLS,266021,37998,44583,13345,13795,20472,20472,15951,2414,13158,13158,0,0,180,90,500,700,700,450,0,0,150
150005,2026,130,4,Fuxi,2026.png,FX,265640,37979,44545,13345,13795,20434,20434,15916,2407,13120,13120,0,0,180,90,500,700,700,450,0,0,150
150006,2038,130,4,Izu Dancer,2038.png,WN,265945,37995,44576,13345,13795,20465,20465,15944,2413,13151,13151,0,0,180,90,500,700,700,450,0,0,150
150007,2040,130,4,Zhu Rong,2040.png,HSZR,265640,37979,44545,13345,13795,20434,20434,15916,2407,13120,13120,0,0,180,90,500,700,700,450,0,0,150
150008,2025,130,4,Nuwa,2025.png,LHFR,283984,38897,46380,13345,13795,22269,22269,17599,2744,14955,14955,0,0,180,90,500,700,700,450,0,0,150
150009,2014,130,4,Nike,2014.png,NK,250456,37220,43027,13345,13795,18916,18916,14523,2129,11602,11602,0,0,180,90,500,700,700,450,0,0,150
150010,2015,130,4,Idun,2015.png,YD,250390,37217,43020,13345,13795,18909,18909,14517,2128,11595,11595,0,0,180,90,500,700,700,450,0,0,150
150011,2012,130,4,Gaia,2012.png,GY,284071,38901,46388,13345,13795,22277,22277,17607,2746,14964,14964,0,0,180,90,500,700,700,450,0,0,150
150012,2054,130,4,Enmusubi,2054.png,ZRNZ,284420,38918,46423,13345,13795,22312,22312,17639,2752,14998,14998,0,0,180,90,500,700,700,450,0,0,150
160001,2019,140,4,Nemesis,2019.png,NMXS,273385,39783,46469,14379,14829,20676,20676,16626,2452,13361,13361,0,0,180,90,500,700,700,450,0,0,150
160002,2036,140,4,Phantasos,2036.png,FTSS,273516,39789,46482,14379,14829,20689,20689,16638,2454,13374,13374,0,0,180,90,500,700,700,450,0,0,150
160003,2013,140,4,Pandora,2013.png,PDL,289081,40568,48038,14379,14829,22246,22246,18066,2740,14931,14931,0,0,180,90,500,700,700,450,0,0,150
160004,2024,140,4,Lucifer,2024.png,LLS,291370,40682,48267,14379,14829,22475,22475,18276,2782,15160,15160,0,0,180,90,500,700,700,450,0,0,150
160005,2026,140,4,Fuxi,2026.png,FX,290989,40663,48229,14379,14829,22437,22437,18241,2775,15122,15122,0,0,180,90,500,700,700,450,0,0,150
160006,2038,140,4,Izu Dancer,2038.png,WN,291294,40678,48260,14379,14829,22467,22467,18269,2780,15152,15152,0,0,180,90,500,700,700,450,0,0,150
160007,2040,140,4,Zhu Rong,2040.png,HSZR,290989,40663,48229,14379,14829,22437,22437,18241,2775,15122,15122,0,0,180,90,500,700,700,450,0,0,150
160008,2025,140,4,Nuwa,2025.png,LHFR,311818,41704,50312,14379,14829,24520,24520,20152,3157,17205,17205,0,0,180,90,500,700,700,450,0,0,150
160009,2014,140,4,Nike,2014.png,NK,273320,39780,46462,14379,14829,20670,20670,16620,2450,13355,13355,0,0,180,90,500,700,700,450,0,0,150
160010,2015,140,4,Idun,2015.png,YD,273254,39776,46456,14379,14829,20663,20663,16614,2449,13348,13348,0,0,180,90,500,700,700,450,0,0,150
160011,2012,140,4,Gaia,2012.png,GY,311906,41709,50321,14379,14829,24528,24528,20160,3158,17213,17213,0,0,180,90,500,700,700,450,0,0,150
160012,2054,140,4,Enmusubi,2054.png,ZRNZ,312254,41726,50356,14379,14829,24563,24563,20192,3165,17248,17248,0,0,180,90,500,700,700,450,0,0,150
170001,2040,150,4,Zhu Rong,2040.png,HSZR,310987,45127,53358,15718,16168,23767,23767,19980,3019,16451,16451,0,0,180,90,500,700,700,450,0,0,150
170002,2025,150,4,Nuwa,2025.png,LHFR,333343,46244,55593,15718,16168,26003,26003,22031,3429,18687,18687,0,0,180,90,500,700,700,450,0,0,150
170003,2014,150,4,Nike,2014.png,NK,291792,44167,51438,15718,16168,21848,21848,18219,2666,14532,14532,0,0,180,90,500,700,700,450,0,0,150
170004,2015,150,4,Idun,2015.png,YD,291727,44164,51432,15718,16168,21841,21841,18213,2665,14525,14525,0,0,180,90,500,700,700,450,0,0,150
170005,2012,150,4,Gaia,2012.png,GY,333430,46249,55602,15718,16168,26012,26012,22039,3430,18696,18696,0,0,180,90,500,700,700,450,0,0,150
170006,2054,150,4,Enmusubi,2054.png,ZRNZ,333779,46266,55637,15718,16168,26047,26047,22071,3437,18731,18731,0,0,180,90,500,700,700,450,0,0,150
170007,2019,150,4,Nemesis,2019.png,NMXS,291857,44170,51445,15718,16168,21855,21855,18225,2668,14538,14538,0,0,180,90,500,700,700,450,0,0,150
170008,2036,150,4,Phantasos,2036.png,FTSS,291988,44177,51458,15718,16168,21868,21868,18237,2670,14552,14552,0,0,180,90,500,700,700,450,0,0,150
170009,2013,150,4,Pandora,2013.png,PDL,309079,45031,53167,15718,16168,23577,23577,19805,2984,16261,16261,0,0,180,90,500,700,700,450,0,0,150
170010,2024,150,4,Lucifer,2024.png,LLS,311368,45146,53396,15718,16168,23806,23806,20015,3026,16490,16490,0,0,180,90,500,700,700,450,0,0,150
170011,2026,150,4,Fuxi,2026.png,FX,310987,45127,53358,15718,16168,23767,23767,19980,3019,16451,16451,0,0,180,90,500,700,700,450,0,0,150
170012,2038,150,4,Izu Dancer,2038.png,WN,311292,45142,53388,15718,16168,23798,23798,20008,3024,16482,16482,0,0,180,90,500,700,700,450,0,0,150
180001,2031,160,4,Erebus,2031.png,ERBS,356276,47391,57887,15718,16168,28296,28296,24135,3850,20980,20980,0,0,180,90,500,700,700,450,0,0,150
180002,2054,160,4,Enmusubi,2054.png,ZRNZ,356974,47426,57956,15718,16168,28366,28366,24199,3862,21050,21050,0,0,180,90,500,700,700,450,0,0,150
180003,2012,160,4,Gaia,2012.png,GY,356625,47408,57922,15718,16168,28331,28331,24167,3856,21015,21015,0,0,180,90,500,700,700,450,0,0,150
180004,2014,160,4,Nike,2014.png,NK,309188,45037,53178,15718,16168,23588,23588,19815,2986,16272,16272,0,0,180,90,500,700,700,450,0,0,150
180005,2015,160,4,Idun,2015.png,YD,309123,45033,53171,15718,16168,23581,23581,19809,2984,16265,16265,0,0,180,90,500,700,700,450,0,0,150
180006,2036,160,4,Phantasos,2036.png,FTSS,309385,45046,53197,15718,16168,23607,23607,19833,2989,16291,16291,0,0,180,90,500,700,700,450,0,0,150
180007,2013,160,4,Pandora,2013.png,PDL,329375,46046,55197,15718,16168,25606,25606,21667,3356,18290,18290,0,0,180,90,500,700,700,450,0,0,150
180008,2024,160,4,Lucifer,2024.png,LLS,331664,46160,55425,15718,16168,25835,25835,21877,3398,18519,18519,0,0,180,90,500,700,700,450,0,0,150
180009,2026,160,4,Fuxi,2026.png,FX,331283,46141,55387,15718,16168,25797,25797,21842,3391,18481,18481,0,0,180,90,500,700,700,450,0,0,150
180010,2038,160,4,Izu Dancer,2038.png,WN,331588,46157,55418,15718,16168,25828,25828,21870,3397,18511,18511,0,0,180,90,500,700,700,450,0,0,150
180011,2025,160,4,Nuwa,2025.png,LHFR,356538,47404,57913,15718,16168,28323,28323,24159,3854,21006,21006,0,0,180,90,500,700,700,450,0,0,150
180012,2040,160,4,Zhu Rong,2040.png,HSZR,331283,46141,55387,15718,16168,25797,25797,21842,3391,18481,18481,0,0,180,90,500,700,700,450,0,0,150
