npc_id,stage,hero_cid,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
200011,3,2037,Nightfall Passion - Ra,2037_MR.jpg,R_MR,31,15,5,3,400,123601001|123602001|153601001|163651001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,15,0
200012,4,2037,Dawn Light - Ra,2037_CSHS.jpg,R_CSHS,31,101,5,3,400,123601001|123602001|153601001|163651001,999999999,500000000,10000000,12000000,99999,99999,99999,99999,9999999,99999,99999,99999,0,900,0,0,999999,999999,999999,500,0,15,0
200013,1,2050,Chaos,2050.jpg,KES0,31,8,5,3,400,124901001|124902001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200014,2,2050,Primeval Chaos-Chaos,2050_UR_PLUS.jpg,KES_UR_PLUS,31,9,5,3,400,124901001|124902001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200015,3,2050,The Queen's Gambit,2050_MR.jpg,KES_MR,31,15,5,3,400,124901001|124902001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,15,0
200016,4,2050,Origin Firmament - Chaos,2050_CSHS.jpg,KES_CSHS,31,101,5,3,400,124901001|124902001,999999999,500000000,10000000,12000000,99999,99999,99999,99999,9999999,99999,99999,99999,0,900,0,0,999999,999999,999999,500,0,15,0
200017,1,2049,Icarus,2049.jpg,YKLS0,31,8,5,1,400,124801001|124802001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200018,2,2049,Newborn Luster,2049_UR.jpg,YKLS_UR,31,9,5,1,400,124801001|124802001|154801001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200019,3,2049,Flawless Wings - Icarus,2049_UR_PLUS.jpg,YKLS_UR_PLUS,31,15,5,1,400,124801001|124802001|154801001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,15,0
200020,4,2049,Charm of Daisy - Icarus,2049_MR.jpg,YKLS_MR,31,101,5,1,400,124801001|124802001|154801001,999999999,500000000,12000000,14000000,99999,99999,99999,99999,9999999,99999,99999,99999,0,900,0,0,999999,999999,999999,500,0,15,0
200021,1,2053,Himiko,2053.jpg,BMH0,31,8,5,1,400,115201001|115202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200022,2,2053,Under the Sky,2053_UR.jpg,BMH_UR,31,9,5,1,400,125201001|125202001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,15,0
200023,3,2053,Sipping Under Moon - Himiko,2053_UR_PLUS.jpg,BMH_UR_PLUS,31,15,5,1,400,125201001|125202001|155201001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,15,0
200024,4,2053,Crimson Slayer - Himiko,2053_MR.jpg,BMH_MR,31,101,5,1,400,125201001|125202001|155201001,999999999,500000000,12000000,14000000,99999,99999,99999,99999,9999999,99999,99999,99999,0,900,0,0,999999,999999,999999,500,0,15,0
200025,1,2088,Raphael the Archangel,2088_MR.jpg,ZTSLFE_MR,31,15,5,3,400,128801001|128802001|158801001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200026,2,2088,Raphael the Archangel,2088_MR.jpg,ZTSLFE_MR,31,15,5,3,400,128801001|128802001|158801001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200027,3,2088,Raphael the Archangel,2088_MR.jpg,ZTSLFE_MR,31,15,5,3,400,128801001|128802001|158801001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200028,4,2088,Heaven’s Watcher – Archangel Raphael,2088_CSHS.jpg,ZTSLFE_CSHS,31,101,5,3,400,128801001|128802001|158801001,1499999999,750000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200029,1,2051,Heimdall,2051.jpg,HMDE0,31,8,5,1,400,125001001|125002001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200030,2,2051,Iron Solidarity,2051_UR.jpg,HMDE_UR,31,9,5,1,400,125001001|125002001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200031,3,2051,Bird of the Golden Cage - Heimdall,2051_UR_PLUS.jpg,HMDE_UR_PLUS,31,15,5,1,400,125001001|125002001|155001001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200032,4,2051,Sacred Maiden - Heimdall,2051_MR.jpg,HMDE_MR,31,101,5,1,400,125001001|125002001|155001001,1499999999,750000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200033,1,2077,Thor,2077.jpg,SE0,31,8,5,1,400,127701001|127702001|,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200034,2,2077,Flesh of the Thunder-Thor,2077_UR.jpg,SE_UR,31,9,5,1,400,127701001|127702001|,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200035,3,2077,Winterland Lord - Thor,2077_UR_PLUS.jpg,SE_UR_PLUS,31,15,5,1,400,127701001|127702001|157701001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200036,4,2077,Phantom Gambler-Thor,2077_MR.jpg,SE_MR,31,101,5,1,400,127701001|127702001|157701001|167751001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200037,1,2063,Sim Cheong,2063.jpg,SQE0,31,8,5,1,400,126201001|126202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200038,2,2063,True Love Guardian,2063_UR.jpg,SQE_UR,31,9,5,1,400,126201001|126202001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200039,3,2063,Floating Lotus - Sim Cheong,2063_UR_PLUS.jpg,SQE_UR_PLUS,31,15,5,1,400,126201001|126202001|156201001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200040,4,2063,Penglai Azure,2063_MR.jpg,SQE_MR,31,101,5,1,400,126201001|126202001|156201001|166251001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200041,1,2078,Apollo,2078.jpg,ABL0,31,8,5,1,400,127801001|127802001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200042,2,2078,Light Ruler-Apollo,2078_UR.jpg,ABL_UR,31,9,5,1,400,127801001|127802001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200043,3,2078,Luminous Lyre-Apollo,2078_UR_PLUS.jpg,ABL_UR_PLUS,31,15,5,1,400,127801001|127802001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200044,4,2078,Sunny Afternoon - Apollo,2078_MR.jpg,ABL_MR,31,101,5,1,400,127801001|127802001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200045,1,2090,Lilith the Night Walker,2090_MR.jpg,YZMNLLS,31,8,5,1,400,129001001|129002001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200046,2,2090,Lilith the Night Walker,2090_MR.jpg,YZMNLLS,31,9,5,1,400,129001001|129002001|159001001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200047,3,2090,Lilith the Night Walker,2090_MR.jpg,YZMNLLS,31,15,5,1,400,129001001|129002001|159001001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200048,4,2090,Shadow’s Allure - Lilith the Night Walker,2090_CSHS.jpg,YZMNLLS_CSHS,31,101,5,1,400,129001001|129002001|159001001|169051001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,40,0
200049,1,2055,Frost Dragon,2055.jpg,LB0,31,8,5,1,400,125401001|125402001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200050,2,2055,Ice and Snow,2055_UR.jpg,LB_UR,31,9,5,1,400,125401001|125402001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200051,3,2055,Glacier Shadow - Frost Dragon,2055_UR_PLUS.jpg,LB_UR_PLUS,31,15,5,1,400,125401001|125402001|155401001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200052,4,2055,Frost Queen,2055_MR.jpg,LB_MR,31,101,5,1,400,125401001|125402001|155401001|165451001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200053,1,2086,Hela,2086_UR.jpg,HLA_UR,31,8,5,1,400,128601001|128602001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200054,2,2086,Hela,2086_UR.jpg,HLA_UR,31,9,5,1,400,128601001|128602001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200055,3,2086,Secret Pact,2086_UR_PLUS.jpg,HLA_UR_PLUS,31,15,5,1,400,128601001|128602001|168651001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200056,4,2086,Eternal Queen,2086_MR.jpg,HLA_MR,31,101,5,1,400,128601001|128602001|168651001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200057,1,2054,Enmusubi,2054_0.png,ZRNZ0,31,8,5,1,400,125301001|125302001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200058,2,2054,Eternal Affection-Enmusubi,2054_UR.png,ZRNZ_UR,31,9,5,1,400,125301001|125302001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200059,3,2054,Sparkling Affection - Enmusubi,2054_UR_PLUS.png,ZRNZ_UR_PLUS,31,15,5,1,400,125301001|125302001|155301001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200060,4,2054,Fate Stitcher - Enmusubi,2054_MR.png,ZRNZ_MR,31,101,5,1,400,125301001|125302001|155301001|165301001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200061,1,2091,Lucifer the Fallen Angel,2091_MR.png,DTSLXF,31,8,5,2,400,129101001|129102001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200062,2,2091,Lucifer the Fallen Angel,2091_MR.png,DTSLXF,31,9,5,2,400,129101001|129102001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200063,3,2091,Lucifer the Fallen Angel,2091_MR.png,DTSLXF,31,15,5,2,400,129101001|129102001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200064,4,2091,Morningstar Embers - Lucifer the Fallen Angel,2091_CSHS.png,DTSLXF_CSHS,31,101,5,2,400,129101001|129102001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200065,1,2084,Uriel,2084_UR.jpg,WLE_UR,31,8,5,1,400,128401001|128402001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200066,2,2084,Uriel,2084_UR.jpg,WLE_UR,31,9,5,1,400,128401001|128402001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200067,3,2084,Shadow Fragrance - Uriel,2084_UR_PLUS.jpg,WLE_UR_PLUS,31,15,5,1,400,128401001|128402001|168451001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200068,4,2084,Passionate Night - Uriel,2084_MR.jpg,WLE_MR,31,101,5,1,400,128401001|128402001|168451001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200069,1,2060,Freyja,2060.jpg,FLY0,31,8,5,1,400,125901001|125902001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200070,2,2060,Dazzling Starlight-Freyja,2060_UR.jpg,FLY_UR,31,9,5,1,400,125901001|125902001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200071,3,2060,Starry Fantasy - Freyja,2060_UR_PLUS.jpg,FLY_UR_PLUS,31,15,5,1,400,125901001|125902001|155902001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200072,4,2060,Starry Nocturne-Freyja,2060_MR.jpg,FLY_MR,31,101,5,1,400,125901001|125902001|155902001|165951001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200073,1,2082,Frigga,2082.jpg,FLJ0,31,8,5,1,400,128201001|128202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200074,2,2082,Sapphire Bloom - Frigga,2082_UR.jpg,FLJ_UR,31,9,5,1,400,128201001|128202001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200075,3,2082,Blush Fantasy - Frigga,2082_UR_PLUS.jpg,FLJ_UR_PLUS,31,15,5,1,400,128201001|128202001|168201001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200076,4,2082,Rose Enchantress,2082_MR.jpg,FLJ_MR,31,101,5,1,400,128201001|128202001|168201001|158202001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200077,1,2092,Jeanne d'Arc the Sworn Warrior,2092_MR.jpg,SSZZD,31,8,5,1,400,129201001|129202001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200078,2,2092,Jeanne d'Arc the Sworn Warrior,2092_MR.jpg,SSZZD,31,9,5,1,400,129201001|129202001|159201001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200079,3,2092,Jeanne d'Arc the Sworn Warrior,2092_MR.jpg,SSZZD,31,15,5,1,400,129201001|129202001|159201001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200080,4,2092,Hand of Faith - Jeanne d'Arc the Sworn Warrior,2092_CSHS.jpg,SSZZD_CSHS,31,101,5,1,400,129201001|129202001|159201001|169251001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200081,1,2065,Gemini,2065.jpg,YWJ0,31,8,5,1,400,126401001|116402001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200082,2,2065,Dimension Breaker-Gemini,2065_UR.jpg,YWJ_UR,31,9,5,1,400,126401001|116402001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200083,3,2065,Oceanic Reverie - Gemini,2065_UR_PLUS.jpg,YWJ_UR_PLUS,31,15,5,1,400,126401001|116402001|156401001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200084,4,2065,Twilight Twins-Gemini,2065_MR.jpg,YWJ_MR,31,101,5,1,400,126401001|116402001|156401001|166451001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200085,1,2076,Loki,2076.jpg,LJ0,31,8,5,1,400,127602001|127601001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200086,2,2076,Sweetheart Always - Loki,2076_UR.jpg,LJ_UR,31,9,5,1,400,127602001|127601001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200087,3,2076,Bubble Love-Loki,2076_UR_PLUS.jpg,LJ_UR_PLUS,31,15,5,1,400,127602001|127601001|157601001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200088,4,2076,Tender Holidays-Loki,2076_MR.jpg,LJ_MR,31,101,5,1,400,127602001|127601001|157601001|167601001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200089,1,2093,Poseidon the Sea Sovereign,2093_MR.jpg,HHBSD,31,8,5,1,400,129302001|129301001|,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200090,2,2093,Poseidon the Sea Sovereign,2093_MR.jpg,HHBSD,31,9,5,1,400,129302001|129301001|,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200091,3,2093,Poseidon the Sea Sovereign,2093_MR.jpg,HHBSD,31,15,5,1,400,129302001|129301001|159301001,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200092,4,2093,Tide Tamer - Poseidon the Sea Sovereign,2093_CSHS.jpg,HHBSD_CSHS,31,101,5,1,400,129302001|129301001|159301001|189301001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
200093,1,2081,Horus,2081.jpg,HLS0,31,8,5,1,400,128102001,999999999,50000000,100000,150000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200094,2,2081,Radiance of Truth - Horus,2081_UR.jpg,HLS_UR,31,9,5,1,400,128102001|128101001,999999999,100000000,500000,1500000,999,999,999,999,9999999,999,999,999,0,900,0,0,999999,999999,999999,500,0,40,0
200095,3,2081,Twilight Divinity - Horus,2081_UR_PLUS.jpg,HLS_UR_PLUS,31,15,5,1,400,128102001|128101001|158101001|,999999999,200000000,4000000,5000000,9999,9999,9999,9999,9999999,9999,9999,9999,0,900,0,0,999999,999999,999999,500,0,40,0
200096,4,2081,Frenzied Nocturne - Horus,2081_MR.jpg,HLS_MR,31,101,5,1,400,128102001|128101001|158101001|168101001,1499999999,700000000,18000000,20000000,149999,149999,149999,149999,14999999,149999,149999,149999,0,900,0,0,999999,999999,999999,500,0,50,0
